,gid,TL_cnt
1255,다사651426,7
1256,다사651430,6
1257,다사652414,16
1258,다사652416,6
1259,다사652418,3
1260,다사652419,1
1261,다사652430,3
1262,다사653406,8
1263,다사653407,8
1264,다사653411,4
1265,다사653414,3
1266,다사653416,7
1267,다사653417,5
1268,다사653419,4
1269,다사654413,2
1270,다사654417,15
1271,다사654419,1
1272,다사655406,2
1273,다사655407,2
1274,다사655416,5
1275,다사655420,4
1276,다사657416,5
1277,다사658421,6
1278,다사658422,6
1279,다사659417,2
1280,다사659420,5
1281,다사659421,3
1282,다사660416,1
1283,다사660417,2
1284,다사661408,1
1285,다사661417,7
1286,다사662408,6
1287,다사662409,1
1288,다사663409,1
1289,다사663410,2
1290,다사663411,2
1291,다사663413,2
1292,다사664409,3
1293,다사664410,2
1294,다사664412,5
