,gid,TL_cnt
511,다사602415,1
512,다사602418,2
513,다사602431,2
514,다사602446,1
515,다사602447,1
516,다사602448,1
517,다사602449,1
518,다사602451,2
519,다사602466,1
520,다사602467,1
521,다사603394,2
522,다사603415,1
523,다사603423,1
524,다사603441,2
525,다사603445,1
526,다사603446,1
527,다사603447,2
528,다사603452,1
529,다사603460,2
530,다사603465,1
531,다사603473,1
532,다사604415,1
533,다사604418,1
534,다사604424,2
535,다사604426,2
536,다사604434,2
537,다사604443,1
538,다사604444,1
539,다사604462,1
540,다사604463,1
541,다사604467,2
542,다사605389,1
543,다사605390,1
544,다사605394,1
545,다사605395,1
546,다사605419,1
547,다사605424,2
548,다사605435,1
549,다사605440,2
550,다사605442,2
551,다사606389,2
552,다사606393,1
553,다사606401,2
554,다사606417,2
555,다사606420,1
556,다사606424,1
557,다사606426,2
558,다사606435,1
559,다사606437,2
560,다사606453,1
561,다사606457,2
562,다사606471,1
563,다사607387,1
564,다사607393,1
565,다사607400,2
566,다사607422,1
567,다사607435,2
568,다사607436,2
569,다사607448,1
570,다사607453,1
571,다사607454,2
572,다사607455,1
573,다사607471,1
574,다사608384,1
575,다사608385,1
576,다사608427,1
577,다사608428,1
578,다사608430,2
579,다사608443,1
580,다사608448,1
581,다사608454,1
582,다사608468,2
583,다사608469,3
584,다사609392,2
585,다사609419,1
586,다사609420,2
587,다사609428,2
588,다사609437,1
589,다사609449,1
590,다사609450,1
591,다사609454,1
592,다사609461,2
593,다사609467,1
594,다사610394,2
595,다사610396,2
596,다사610398,1
597,다사610430,2
598,다사610438,1
599,다사610444,2
600,다사610447,1
601,다사610448,1
602,다사610461,1
603,다사610462,1
604,다사611398,1
605,다사611426,2
606,다사611460,1
607,다사611462,1
608,다사612395,2
609,다사612397,1
610,다사612425,1
611,다사612432,1
612,다사612439,4
613,다사612442,1
614,다사612443,2
615,다사612450,2
616,다사612455,2
617,다사612457,1
618,다사612459,1
619,다사613376,1
620,다사613395,1
621,다사613396,1
622,다사613397,1
623,다사613421,2
624,다사613432,1
625,다사613441,1
626,다사613445,1
627,다사613457,5
628,다사613462,2
629,다사614376,1
630,다사614395,1
631,다사614396,1
632,다사614422,1
633,다사614424,2
634,다사614427,1
635,다사614428,1
636,다사614437,1
637,다사614438,1
638,다사614446,1
639,다사614454,4
640,다사615373,1
641,다사615429,1
642,다사615433,2
643,다사615462,2
644,다사616373,1
645,다사616429,1
646,다사616433,2
647,다사616448,1
648,다사616450,2
649,다사616456,2
650,다사616460,1
651,다사617430,1
652,다사617431,1
653,다사617441,3
654,다사617448,1
655,다사617457,1
656,다사617460,1
657,다사618428,1
658,다사618431,2
659,다사618434,2
660,다사618441,1
661,다사618444,1
662,다사618447,2
663,다사619398,1
664,다사619427,1
665,다사619443,1
666,다사620369,1
667,다사620398,1
668,다사620435,2
669,다사621399,2
670,다사621431,2
671,다사621437,2
672,다사621442,1
673,다사621443,1
674,다사622432,2
675,다사623433,3
676,다사624437,2
677,다사625444,2
678,다사627438,2
679,다사628401,1
