newsname
13일부터 전동킥보드 헬멧 의무화... 다른 나라는?
시각·지체 중복 장애인은 전동휠체어 탈 수 없나요?
전동킥보드, 인도에서 사람 치면? 합의해도 처벌 받는 '중과실' 분류된다
[Tech 스토리] 전동 킥보드부터 드론까지…주연 꿰찬 소형배터리
전동킥보드, 전동스쿠터 전문 'AU테크' 2020 올해의 최고브랜드 스마트모빌리...
나인봇의 신상 전기 스쿠터, N시리즈
신명식 본부장 "급증하는 전동킥보드 교통사고...도로교통법 재개정 시급"
[Energy요모조모] <13> 모빌리티와 함께 급성장하는 소형 배터리
모토벨로, 얼리버드(Early bird) 할인 프로모션 전동킥보드 포함 일부 품절 안...
“똑같이 생겼네?”… 정체를 알면 깜짝 놀란다는 ‘100년 전 금지된 탈것’
1만2000원짜리 장난감이 990원?
엄마자전거, 2021 한국인이 신뢰하는 브랜드 1위 '전동모빌리티' 부문 대상 수...
'휠커벨', (주)경성테크놀러지 주관 안전한 전동보장구 사용
잘나가는 ‘리튬 배터리’ 장착 전동휠체어, 급여 지원 안되는 이유
지역사회와 동행하는 '사회적기업'… 그 중심에 한남대가 있다
'골칫거리' 전동킥보드, 의무보험 마련 두고 해외는 어떨까
공유 전동킥보드 '라임', 3만 대 이상 확장 계획 … 친환경 비전 전해
포뮬러 전동 킥보드 레이싱 열린다
박인동 인천시의원, 장애인 전동휠체어 급속충전기 설치 조례안 대표발의
모토벨로, 전기자전거·전동킥보드 얼리버드 할인 프로모션
전기스쿠터 지쿠터, 지구↔달 30번 왕복할 만큼 달려
영주시, 전동보장구 급속충전소 설치 다자간 업무 협약 체결
노원구, 장애인 휠체어 등 이동기기 수리비 지원
완주군, 수급장애인 맞춤형 보조기기 지원 '호평'
대구경북TBC)전동스쿠터 엘리베이터서 추락..80대 숨져
부산보조기기센터 '2021 전동 이동보조기기 우의' 지원 대상자 모집
광명시, 전동보조기기 보험가입 지원...사고 발생시 최대 2천만원 보장
"가정의달 '선물하기'로 마음 전해요"…롯데하이마트, 행사 풍성
[알고 지냅시다] 전동킥보드 관련법 개정안 
광주 (주)퍼스널팩토리, 스마트모빌리티 성장 속 전동킥보드 매장 확대
장애인은 갈 수 없는 개금테마공원
장애인은 갈 수 없는 개금테마공원
전동스쿠터 타고 지하철 승강기 돌진..80대 추락사
5월 가정의달 앞두고 유통가 대규모 선물 대전 진행
영주, 장애인 이동 편의 높인다…전동보장구 급속충전소 확대
제주장애인자립생활센터, 기증받은 전동 보장구 중증장애인에 지원
“전동보조기기 야광표지판 신청하세요”
정읍시, ‘장애인 전동보조기기 보험’ 가입 스타트
11번가, '전국민 쇼핑 페스티벌' 진행
라오스, 자동차 전동화 대열에 합류하나
'하이마트는 사랑을 싣고'…가전제품도 '온라인' 선물하자
상반기 최대 규모...11번가, ‘전국민 쇼핑 페스티벌’ 개최
롯데하이마트 ‘온라인 선물하기’로 가족사랑 전하세요~
"전동킥보드 타려면 운전면허 따세요"
완주군, 장애인 맞춤형 보조기기 지원...'생활안정 도모'
(주)스쿠터나라, 출퇴근용 접이식 전동스쿠터 '히어로S8' 출시
라임, 공유형 전기 스쿠터도 빌려준다
“멈추는 것 같았는데”…지하철 승강기에 전동 스쿠터가 돌진해 남성이 사망...
모토벨로, 2021년 신제품 라인업 강화...입문자용 제품 추가
영주시-SK머티리얼즈, `전동보장구 급속충전소` 설치 지원
김천시, 퍼스널 모빌리티 선두기업 이엠이코리아와 투자양해각서 체결
영주시-SK머티리얼즈, `전동보장구 급속충전소` 설치 지원
김천시, 퍼스널 모빌리티 선두기업 이엠이코리아와 투자양해각서 체결
광주 (주)퍼스널팩토리, "전동킥보드 넘어 스마트 모빌리티 전문기업으로 도약...
이엠이코리아, 김천에 1인용 이동수단 제조 공장 건립
11번가, 열흘 간 '전국민 쇼핑 페스티벌' 진행
광명시, 전동보조기기 보험 가입 지원… 사고 발생 시 최대 2천만 원 보장
모토벨로, 25일 네이버 쇼핑라이브 전기자전거, 전동킥보드 포함 5개 모델 방...
동해시, 장애인 전동보장구 안전표지판 부착 지원
승강기 안전 검사 보름 만에 '추락 사고'…대책 시급
늘어난 전동스쿠터에 차량 운전자 살얼음길
늘어난 전동스쿠터에 차량 운전자 살얼음길
[팩트파인더] 전동킥보드, 친구랑 인도에서 타도 된다구요? 안돼요
[오늘e유통] 롯데하이마트, 온라인서 '하이마트는 사랑을 싣고' 행사 外
진주시, 2021년 장애인보장구 안전보호기 설치 지원
노원구, 장애인 휠체어 등 이동기기 수리비 지원
나인봇 위협하는 전동킥보드 샛별
영주시, SK머티리얼즈 등과 ‘전동보장구 급속충전소’ 설치 협약
전동휠체어 타고 지하철 엘리베이터 돌진한 80대 노인, 5m 아래로 추락사
기아 초록여행, 장애인 가정에 맛집 여행지원
[뉴스투데이 E] 11번가, 상반기 최대 쇼핑축제 연다… 570만여개 상품 총집합
전주시, 전동보조기기 야광표지판 지원
11번가, ‘전국민 쇼핑 페스티벌’...상반기 최대 규모 할인 행사
장애인 보장구 빼앗거나 망가뜨리면 가중처벌
한국아트라스비엑스, 장애인 전동 이동보조기기 배터리 나눔
라임, ‘전기스쿠터 공유 서비스’ 실시… “한국도 연내 출시 예정”
전동킥보드, 인도에서 사람 치면? 합의해도 처벌 받는 '중과실' 분류된다
완주군, 수급장애인 맞춤형 보조기기 지원 '호평'
롯데하이마트 '온라인 선물하기'로 가족사랑 
기아 초록여행, 장애인가정 ‘숨은 맛집 여행’ 지원
[Tech 스토리] 전동 킥보드부터 드론까지…주연 꿰찬 소형배터리
한국아트라스비엑스, '전동 이동보조기기 배터리 나눔 전달식' 개최
롯데하이마트 '온라인 선물하기'로 가족사랑 
기아 초록여행, 장애인가정 ‘숨은 맛집 여행’ 지원
[Tech 스토리] 전동 킥보드부터 드론까지…주연 꿰찬 소형배터리
전동킥보드, 전동스쿠터 전문 'AU테크' 2020 올해의 최고브랜드 스마트모빌리...
이엠이코리아, 김천 일반산단에 퍼스널 모빌리티 공장 건립
나인봇의 신상 전기 스쿠터, N시리즈
노원구, 장애인 이동기기 수리비 지원
신명식 본부장 "급증하는 전동킥보드 교통사고...도로교통법 재개정 시급"
[Energy요모조모] <13> 모빌리티와 함께 급성장하는 소형 배터리
신명식 본부장 "급증하는 전동킥보드 교통사고...도로교통법 재개정 시급"
롯데하이마트, 온라인 선물하기 이벤트...최대 25% 할인
[Energy요모조모] <13> 모빌리티와 함께 급성장하는 소형 배터리
노원구, 장애인 휠체어 등 이동기기 수리비 지원
영주시, 장애인 전동보장구 급속충전기 설치 업무 협약
한국아트라스비엑스, 저소득층 장애인의 발 '전동 이동보조기기 배터리 나눔'...
모토벨로, 얼리버드(Early bird) 할인 프로모션 전동킥보드 포함 일부 품절 안...
모토벨로, 2021년 신제품 라인업 강화..."가성비 높여 소비자 공략"
“똑같이 생겼네?”… 정체를 알면 깜짝 놀란다는 ‘100년 전 금지된 탈것’
'전동킥보드 전용 운전면허' 만든다…국회 행안위-경찰청 추진
모토벨로, 2021년 신제품 라인업 강화..."가성비 높여 소비자 공략"
“가정의달에 펼쳐지는 푸짐한 혜택” 롯데하이마트, 하이마트는 사랑을 싣고...
“똑같이 생겼네?”… 정체를 알면 깜짝 놀란다는 ‘100년 전 금지된 탈것’
'전동킥보드 전용 운전면허' 만든다…국회 행안위-경찰청 추진
1만2000원짜리 장난감이 990원?
엄마자전거, 2021 한국인이 신뢰하는 브랜드 1위 '전동모빌리티' 부문 대상 수...
기아(KIA) 초록여행, 장애인 가정에 '숨은 맛집' 여행 지원
'휠커벨', (주)경성테크놀러지 주관 안전한 전동보장구 사용
잘나가는 ‘리튬 배터리’ 장착 전동휠체어, 급여 지원 안되는 이유
지역사회와 동행하는 '사회적기업'… 그 중심에 한남대가 있다
지역사회와 동행하는 '사회적기업'… 그 중심에 한남대가 있다
'골칫거리' 전동킥보드, 의무보험 마련 두고 해외는 어떨까
공유 전동킥보드 '라임', 3만 대 이상 확장 계획 … 친환경 비전 전해
포뮬러 전동 킥보드 레이싱 열린다
광명시, 전동보조기기 보험 가입 지원 최대 2천만 원 보장
박인동 인천시의원, 장애인 전동휠체어 급속충전기 설치 조례안 대표발의
모토벨로, 전기자전거·전동킥보드 얼리버드 할인 프로모션
진주시, 2021년 장애인보장구 안전보호기 설치 지원
전기스쿠터 지쿠터, 지구↔달 30번 왕복할 만큼 달려
[경기도 조례이야기] 장애인들의 이동 편의성 보장… '전동보장구 충전소 설치...
글로벌 브랜드 미토, 안전하고 세련된 전동휠 호버보드 50% 할인이벤트
공유 킥보드, 지오펜싱 기술로 '편의성과 안전' 두마리 토끼를 잡다
11번가, 5월5일까지 전국민 쇼핑 페스티벌
컴퓨터비전ㆍML 알고리즘으로 보행자 탐지해 전기 스쿠터 사고 줄인다
차만큼 빠른 전동 킥보드 eSkootr S1X
BMW그룹, 미래 도심형 순수 전기 콘셉트 스쿠터 공개
2021년 신제품, 기함급 듀얼전동킥보드 듀얼랩터X10
제주IL센터, ‘보장구 재교부 사업’ 신청 대상자 모집
[Pick] PC방 여성 손님 커피에 소변 탄 30대男…징역 8개월 실형
대화연료펌프 '가우스휠 킥보드·전동 스쿠터' 눈길
모토벨로, 2021년 신제품 라인업 공개…입문자 위한 합리적인 가격으로 출시
아트라스비엑스, '전동 이동보조기기 배터리' 나눔
안동지역 로타리 클럽, 취약계층에 사랑 전달
공유 모빌리티 라임, 업계 최초 '모페드 공유 서비스' 출시
대구경북TBC)승강기 점검 보름만에 추락사고
중원IL센터, 2곳에 ‘장애인 전동기기 급속충전소’ 설치
전동 스쿠터 진화, 빠른 속도+3단 폴딩 보관까지 “오빠 저건 앉아서 가는데....
휴대성 좋은, 초경량 접이식 전동스쿠터
킥보드형 전동 스쿠터 시장에 도전장 낸 자전거 업계
삼천리자전거, 킥보드형 전동 스쿠터 '팬텀 이지' 출시
삼천리자전거, 킥보드와 스쿠터의 장점만 모은 자사 최초 킥보드형 스쿠...
11번가, 상반기 최대 '전국민 쇼핑 페스티벌'..최대 69% 할인
[NNA] 그랩, 印尼 발리에서 혼다의 전동 오토바이 운용
스피커 탑재한 에코라이더 프로 전동스쿠터, 할인 이벤트 진행
[죄와벌]옆자리 여성 커피에 소변 탄 엽기남…어떤 처벌?
[CES 2021 All Digital] 모델솔루션(MODEL SOLUTION), CES 2021서 킥보드...
대구 장애인들, 지하철 엘리베이터 추락사 재발방지책 촉구
전동 자전거·스쿠터 과속 조심
리튬이온배터리 부문 우수, 수상경력 볼턴(VOLTON), 4월 홈페이지 개설 이벤트...
스쿠터나라, 프리미엄 전동킥보드 듀얼랩터X10 출시이벤트
[CES 2021 All Digital] 모델솔루션(MODEL SOLUTION), CES 2021서 킥보드...
대구 장애인들, 지하철 엘리베이터 추락사 재발방지책 촉구
전동 자전거·스쿠터 과속 조심
<신제품ㆍ신기술>삼천리자전거, 킥보드형 전동 스쿠터 ‘팬텀 이지’ 출시
리튬이온배터리 부문 우수, 수상경력 볼턴(VOLTON), 4월 홈페이지 개설 이벤트...
스쿠터나라, 프리미엄 전동킥보드 듀얼랩터X10 출시이벤트
"최대 65만원 할인"…11번가, 상반기 최대 규모 '전국민 페스티벌'
스쿠터나라, 직접 개발한 전동킥보드 ‘듀얼랩터X8’ 선보여
[줌인 이종목] 코로나 수혜株 삼천리자전거 '씽씽'
[단독] 현대차, 아이오닉5 탑재 유력 '빌트인 전동스쿠터' 본격양산
초경량ㆍ접이식 전동 바이크 '레이윙 MINI 스쿠터' 특가 판매
앱스토리몰, 3단 접이식 전동 스쿠터 '레이윙 MINI' 특가 론칭
불꽃놀이·전동공구 부상자 증가세
아파트 주차 전동스쿠터에 방화…30명 대피 소동
11번가, 상반기 최대 쇼핑축제 ‘전국민 쇼핑 페스티벌’ 실시
뉴욕시 전동스쿠터 공유 서비스 중단
[성명]장애인의 목숨 건 외출! 언제까지?
[로컬 단신 브리핑]전동 스쿠터 프로그램 내달 12일 시작 외
장애인협회 보은군지회, 휠체어ㆍ전동스쿠터 안전교육
<신제품ㆍ신기술>삼천리자전거의 첫 전동 스쿠터 ‘팬텀 시터 10’
휠체어, 전동스쿠터 안전교육 및 수리지원 서비스 진행
"최대 65만원 할인받자" 11번가 `쇼핑 페스티벌`
<신제품ㆍ신기술>삼천리자전거의 첫 전동 스쿠터 ‘팬텀 시터 10’
[사람과 법률] 전동킥보드와 도로교통법 개정
삼천리자전거, 전동 스쿠터 '팬텀 시터 10' 출시
‘자전거도로 주행' 전동킥보드 되고, 전동스쿠터 안 되는 이유
현대차, 수소트럭·전동스쿠터로 `퓨처 모빌리티 대상` 수상
삼천리자전거, 첫 전동 스쿠터 '팬텀 시터 10' 출시
[데일리픽] 5G 어느 통신사가 잘 터지나?…동네 치킨집 20년 흥망사
슈퍼카 뺨치는 전동스쿠터의 새바람, 오토앤로봇 '다타고'
‘자전거도로 주행' 전동킥보드 되고, 전동스쿠터 안 되는 이유
현대차, 수소트럭·전동스쿠터로 `퓨처 모빌리티 대상` 수상
삼천리자전거, 첫 전동 스쿠터 '팬텀 시터 10' 출시
[데일리픽] 5G 어느 통신사가 잘 터지나?…동네 치킨집 20년 흥망사
슈퍼카 뺨치는 전동스쿠터의 새바람, 오토앤로봇 '다타고'
스쿠터나라, 시선 잡는 도심형 전동킥보드 히어로S8,S9 출시
한국노인복지중앙회, 어르신 이동 편의를 위한 전동스쿠터 지원
완주경찰서, 전동스쿠터 및 자전거에 야광반사지 부착
PC방서 옆자리 女손님 커피에 자기 소변 넣은 30대남
[건강보험 무엇이든 물어보험] 전동휠체어 등 88품목 보장구 지원
삼천리자전거, 첫 전동스쿠터 '팬텀 시터 10' 출시
[데일리픽] 5G 어느 통신사가 잘 터지나?…동네 치킨집 20년 흥망사
슈퍼카 뺨치는 전동스쿠터의 새바람, 오토앤로봇 '다타고'
스쿠터나라, 시선 잡는 도심형 전동킥보드 히어로S8,S9 출시
한국노인복지중앙회, 어르신 이동 편의를 위한 전동스쿠터 지원
완주경찰서, 전동스쿠터 및 자전거에 야광반사지 부착
PC방서 옆자리 女손님 커피에 자기 소변 넣은 30대남
[건강보험 무엇이든 물어보험] 전동휠체어 등 88품목 보장구 지원
개인 모빌리티 공유업체 ‘빔’, 국내 첫 ‘전동스쿠터 안전주행 교육’ 개최
한국노인복지중앙회, ‘이동약자 모빌리티 지원사업’ 통해 전국 노인복지시설...
완주경찰서, 전동스쿠터 및 자전거에 야광반사지 부착
PC방서 옆자리 女손님 커피에 자기 소변 넣은 30대남
[건강보험 무엇이든 물어보험] 전동휠체어 등 88품목 보장구 지원
삼천리자전거 전동 스쿠터 시장 진출…가격 89만원
개인 모빌리티 공유업체 ‘빔’, 국내 첫 ‘전동스쿠터 안전주행 교육’ 개최
한국노인복지중앙회, ‘이동약자 모빌리티 지원사업’ 통해 전국 노인복지시설...
아시아 전동 스쿠터 공유업체 빔, ‘안전 주행 아카데미’ 도입
충북지체장애인협회 보은군지회, 전동스쿠터 안전교육
제천시 백운면, 보행 불편 어르신들에게 전동 스쿠터 전달
전동휠체어·의료용 스쿠터 등 안전대비책 없어…대책 마련 필요
아시아 전동 스쿠터 공유업체 빔, ‘안전 주행 아카데미’ 도입
충북지체장애인협회 보은군지회, 전동스쿠터 안전교육
제천시 백운면, 보행 불편 어르신들에게 전동 스쿠터 전달
전동휠체어·의료용 스쿠터 등 안전대비책 없어…대책 마련 필요
말다툼 끝에 동거녀 흉기 살해 60대, 항소심도 '징역 12년'
알톤스포츠, 개인형 이동장치 자전거 도로 허용으로 전동스쿠터 라인업 확대
11번가, '전국민 쇼핑 페스티벌'로 유통가 최저가 전쟁 맞불
카카오 업은 자전거株, '카카오 불패 신화' 수혜 받을까
2021 세금은 이런데 쓰는 것 "퀵보드-자전거-스쿠터, 시설 늘리자"
50% 뛴 삼천리자전거…"코로나가 살렸다" [박해린의 뉴스&마켓]
11번가, '전국민 쇼핑 페스티벌'로 유통가 최저가 전쟁 맞불
카카오 업은 자전거株, '카카오 불패 신화' 수혜 받을까
2021 세금은 이런데 쓰는 것 "퀵보드-자전거-스쿠터, 시설 늘리자"
50% 뛴 삼천리자전거…"코로나가 살렸다" [박해린의 뉴스&마켓]
강동구, 장애인 휠체어·전동스쿠터 수리 지원 확대…"이동·생활편의 증진"
'고령화 사회 맞춤 창업' 시니어들을 위한 접이식 전동스쿠터
PC방 女손님 커피에 자기 소변 넣은 남성 징역형
전동 스쿠터 공유 플랫폼 빔, 안전 주행 아카데미 개최
중국, 전동스쿠터 운전 시 헬멧 착용 '의무화'로 헬멧 수요 급증
알톤스포츠 전동스쿠터 '이코어 S8 FS' 초도 물량 완판
중국, 전동스쿠터 운전 시 헬멧 착용 '의무화'로 헬멧 수요 급증
알톤스포츠 전동스쿠터 '이코어 S8 FS' 초도 물량 완판
이제 e-모페드도 공유한다! 공유 모빌리티 라임, 업계 최초 ‘모페드 공유 서...
[천지포토] 전동스쿠터용 배터리팩 살펴보는 관람객
1인용 이동수단 이엠이코리아 김천산단에 73억 투자
[투벤저스] 봄 특수 기대종목, 현대그린푸드·삼천리자전거
알톤스포츠, 도로교통법 개정 맞춰 '전동스쿠터 라인업 확대'
"스쿠터 배터리 30초면 OK"…인터배터리 2020 가봤더니
정읍시, 장애인 전동 보조기기 보험 가입 지원
친환경 전기차 '포트로', 기업 ESG 경영에 동참
[천지포토] 전동스쿠터용 배터리팩 살펴보는 관람객
1인용 이동수단 이엠이코리아 김천산단에 73억 투자
[투벤저스] 봄 특수 기대종목, 현대그린푸드·삼천리자전거
알톤스포츠, 도로교통법 개정 맞춰 '전동스쿠터 라인업 확대'
알톤스포츠, 전동스쿠터 ‘이코어 S8 FS’ 초도 물량 완판
"스쿠터 배터리 30초면 OK"…인터배터리 2020 가봤더니
정읍시, 장애인 전동 보조기기 보험 가입 지원
친환경 전기차 '포트로', 기업 ESG 경영에 동참
유통가, '비대면 선물' 서비스 유행
삼천리자전거 '킥보드형 전기스쿠터' 이거 물건이네~
정읍시, 장애인 전동 보조기기 보험 가입 지원
친환경 전기차 '포트로', 기업 ESG 경영에 동참
유통가, '비대면 선물' 서비스 유행
삼천리자전거 '킥보드형 전기스쿠터' 이거 물건이네~
'스마트 모빌리티' 총집약! 차세대 'e-모빌리티' 제품들
'일석삼조' 킥보드·스쿠터·자전거에 빠진 車기업
[글로벌-Biz 24] 현대차 투자한 인도 올라일렉트릭, 3억 달러 조달 계획
알톤스포츠, 전동스쿠터 ‘이코어 S8 FS’ 초기 물량 완판
전기스쿠터에 킥보드 결합하면 어떤 모양? 삼천리자전거 '팬텀 이지' 눈길
진주시, 복지사각지대 없는 행복한 도시 만들기 앞장
전기스쿠터에 킥보드 결합하면 어떤 모양? 삼천리자전거 '팬텀 이지' 눈길
진주시, 복지사각지대 없는 행복한 도시 만들기 앞장
현대차·푸조…모빌리티 시대, 완성차 전동스쿠터 집중
"크리스마스 선물 될까?" 전기스쿠터 블루샤크R1 출시 앞둬
[김준형의 오토 인사이드] 라스트 마일 모빌리티 시대…車회사 '전동 스쿠터'...
자전거업계, 전동 킥보드 시장에 '도전장'
전동스쿠터 인도·차도 구별 신기술
공유 자전거·전동스쿠터도 이용객 실종
[로컬 단신 브리핑]시카고, 올해도 전동 스쿠터 도입 외
임실서 전동스쿠터 및 사발이 교통사고 예방활동 전개
[로컬 단신 브리핑]시카고, 올해도 전동 스쿠터 도입 외
임실서 전동스쿠터 및 사발이 교통사고 예방활동 전개
11번가, 상반기 최대 할인 ‘전국민 페스티벌’ 연다 [가정의달 5월 쇼핑축제...
[유기자의 차이나샵#] AI 음성 비서 탑재한 '70마이' 전동 스쿠터 등장
새 전동스쿠터 법안 안전규정 마련
진주시 복지여성국, 시책 브리핑
삼천리자전거, 운송용 액세서리 장착 모델 확대
전동스쿠터, 전기자전거 전문 AU테크, 랭키닷컴 스마트모빌리티 부문 1위 올라
노원구, 장애인 휠체어 등 이동기기 수리비 지원
이엠이코리아, 김천산단에 73억 투자 모빌리티 생산공장 건립
이엠이코리아, 김천산단에 73억 투자 모빌리티 생산공장 건립
대림오토바이, 제주 국제전기자동차엑스포에 전기스쿠터와 충전스테이션 전시
금카네이션·안마의자·캠핑카…편의점도 역대급 ‘5월 전쟁’ 예고
현대차그룹, 이동약자에 5억 상당 레이·전동스쿠터 전달
앱스토리몰, 출퇴근&통학용 전기 스쿠터 '레이윙 MINI' 출시
전동 자전거·스쿠터 못탄다
[부산소식] 해수부 출범 25주년, 정책토론회 등
뉴욕주정부 전동스쿠터 합법화 고심 중
전동 스쿠터 충전하다 폭발…대피로 막혀 ‘위험’
배터리 충전 중 폭발…화재 시한폭탄 ‘전동 스쿠터’
배터리 충전 중 폭발…화재 시한폭탄 ‘전동 스쿠터’
부산 전동스쿠터 폭발로 아파트 화재 및 경남 고양이 피하려다 중앙분리대 들...
휴대성 우수한 알콘듀얼 전동킥보드 출시, 대용량 배터리 사용
싱가포르·인도네시아 전동스쿠터 보행로 통행 전면 금지
자카르타, 전동스쿠터 보행로 주행 금지 추진
[알아두면 쓸데 있는 건강 정보] 전동휠체어 등 88품목 보장구 지원
거창군 전동보장구 안전사용 홍보물 제작
인제소방서, 빙어축제장 119전동스쿠터 구급 순찰대 운영
전동스쿠터 인도 주행 금지령에 싱가포르 음식 배달업체 비상…"주문 취소될 ...
삼천리자전거, 바뀐 도로교통법 맞춰 신제품 110종 라인업
싱가포르·인도네시아 전동스쿠터 보행로 통행 전면 금지
자카르타, 전동스쿠터 보행로 주행 금지 추진
전동스쿠터 배터리 충전 중 폭발 화재..주의 필요
[알아두면 쓸데 있는 건강 정보] 전동휠체어 등 88품목 보장구 지원
거창군 전동보장구 안전사용 홍보물 제작
인제소방서, 빙어축제장 119전동스쿠터 구급 순찰대 운영
전동스쿠터 인도 주행 금지령에 싱가포르 음식 배달업체 비상…"주문 취소될 ...
삼천리자전거, 바뀐 도로교통법 맞춰 신제품 110종 라인업
싱가포르, 전동 스쿠터 보도 주행 금지..빔모빌리티 영향
싱가포르, 전동 스쿠터 보도 주행 금지령에 판매업자들 '울상'
싱가포르, 전동 스쿠터 보도 주행 금지령에 판매업자들 '울상'
차도로 내몰리는 전동휠체어 이용 어르신들
"아파트 실내서 충전하던 전동스쿠터 폭발로 화재"
[글로벌-Biz 24] 전동스쿠터 공유 美 '라임', 일본시장 탐색 '끝' 본격 '출사...
[거창군 브리핑] 거창군, 전동보장구 안전사용 홍보물 제작 배포 등
