,역이름,위도,경도,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원
0,가락시장역,37.493092048704,127.118258210622,4,0,2551,635,6681,5265,19314,11284,21145,30883,14385,14806,12171,10448,11837,10588,12066,10552,12399,11419,12563,11816,13186,13004,14863,14719,19033,16770,28828,23162,12056,16306,8649,10378,8398,8590,6608,9207,888,3770,3,821,0,0,0,1,0,0
1,가락시장역,37.493092048704,127.118258210622,20,0,2639,2310,5333,6175,10056,14564,12101,37907,9089,16921,8949,12390,9579,11138,9842,9460,10265,11133,11542,10759,13318,10171,13233,12127,17570,13403,28432,18805,11611,13604,9666,8398,11062,7432,9566,6719,1627,3064,7,1103,0,0,0,0,0,0
4,가산디지털단지역,37.4803887400743,126.882643680055,614,6,7546,5884,8909,24805,21503,121712,24065,399782,16819,227179,16576,58679,21561,35486,26984,32358,31409,32836,36615,29327,45622,27919,64883,26587,184864,28761,330730,34202,139411,24853,72724,13009,63815,11082,37859,11424,6865,5450,41,452,0,0,0,0,0,0
5,가산디지털단지역,37.4803887400743,126.882643680055,1292,2,7483,1760,7360,12656,14218,52526,14104,158656,10128,80907,9310,22179,9952,15336,11858,14937,12928,15511,13595,14543,15653,14813,23350,17640,63751,21972,114486,27835,47755,20091,26798,11680,25147,11041,18339,11750,2336,4734,89,901,0,0,0,0,0,0
8,가양역,37.5614294894973,126.854402192224,40,0,13684,1597,23835,9154,70230,24679,71699,40946,38499,24723,27789,15452,26416,16763,27774,17376,26140,20819,23729,21621,24855,24686,28661,30071,34018,38226,41239,64997,19210,57544,13011,32931,11657,31205,8836,32950,1624,14411,1,455,0,0,0,0,0,0
9,가오리역,37.6416341556655,127.01676898865,1,1,2137,280,5962,1208,15932,2672,16258,5077,10288,3407,7177,4083,6346,3951,5997,4755,6104,5273,5298,5437,5090,6446,4975,8053,5233,8414,4169,12974,2792,12986,1944,7408,1523,6059,1213,5765,313,2641,1,3,0,0,0,0,0,0
10,가좌역,37.5687505576544,126.914810592109,0,0,2711,255,6836,3133,19966,3826,24336,8142,10476,7241,7582,5384,6863,5021,7527,5129,6611,7051,6430,6973,6519,7356,8179,9836,8024,11632,8390,17390,4895,13972,3480,7780,3055,5612,2616,6613,601,3908,3,309,0,0,0,0,0,0
11,강남구청역,37.5172008632289,127.041287183507,1,0,1352,1802,3306,12739,6705,33238,8831,106626,8127,95093,8427,35573,10131,22070,12261,19185,14387,20333,18079,16358,23257,14958,27856,15113,43460,16926,86081,19517,51903,11948,31189,7447,32640,6248,29906,5628,4349,2475,5,255,0,0,0,0,0,0
12,강남구청역,37.5172008632289,127.041287183507,7,0,967,527,2573,4584,7185,14985,9516,56001,7866,41336,7544,18430,8573,13461,9688,13102,11004,14009,12462,13098,13561,12706,16454,13020,25475,15838,49675,20800,25214,12844,14172,6669,14417,5368,11569,5907,1614,2444,26,465,0,0,0,0,0,0
15,강남역,37.4980854411503,127.027977657727,85,6,5464,10853,15861,49435,36772,151261,58759,321542,46399,311718,46127,143770,62808,101593,79250,97700,95124,116716,102147,102382,126969,94677,143646,97346,222349,123126,335143,173742,203119,99700,152318,42059,202148,33576,195879,36941,24062,12861,7,4,0,0,0,0,0,0
17,강동구청역,37.530193178362,127.120443701344,8,1,4633,944,10695,4871,31486,14566,40603,33764,21025,13858,13342,9930,11423,9037,12054,9240,12150,11752,11669,11399,11967,11950,13799,15767,16892,20892,26905,34650,10407,26846,7009,14828,6843,13305,4968,15267,980,5466,1,404,0,0,0,0,0,0
18,강동역,37.5358747268317,127.132378184615,67,1,10617,1521,20050,11406,56077,28371,67190,50356,34161,27273,23095,17692,21294,15224,22700,16361,21845,19628,21214,18551,22301,20930,25231,24088,38703,32805,46582,52884,21342,42215,14379,25501,12379,23339,10085,26947,2402,13681,8,1090,0,0,0,0,0,0
19,강변역,37.535118053119,127.094722999066,8,1,7826,1835,25393,18766,76778,23506,104789,44325,70978,35345,48914,32926,44339,30736,44542,34894,42969,39456,39831,40949,39952,46818,43017,53897,50211,70674,56897,107654,40680,75727,29492,47210,26635,39063,18487,47656,4756,13648,3,292,0,0,0,0,0,0
20,개롱역,37.4979574766853,127.13507053201,0,0,3295,987,8322,3211,24356,7878,20305,17439,11267,8406,8522,6081,7700,5947,8874,6436,8382,7164,7497,7502,8573,8738,10140,10665,11991,14375,13567,19639,6669,20253,4414,9991,4571,9009,2993,11263,600,3867,3,595,0,0,0,0,0,0
21,개봉역,37.4946344799821,126.858693356963,1196,8,17907,5659,36452,12422,92733,15276,84593,23421,48886,18056,31920,14856,28186,17670,28697,21059,27287,21865,23802,25345,22767,30836,26511,38462,29626,57076,29418,92195,17091,71597,12415,39080,11779,37442,9009,35022,2376,15313,30,902,0,0,0,0,0,0
22,개포동역,37.4891322712554,127.066102609769,2,0,687,1011,3267,6782,8362,5893,8911,9584,5240,6559,4751,4762,4280,3705,5084,4161,5230,4885,4981,4600,5274,4837,8991,5360,9663,7094,8903,9824,5118,8369,3648,4658,3718,4244,3521,5031,650,2034,5,58,0,0,0,0,0,0
23,개화산역,37.5725335465697,126.806814324288,3,0,3917,350,7702,3443,21605,5757,19211,11754,9952,5717,6674,5171,6373,5061,7089,5568,7547,5875,6351,6379,6878,7408,7768,7991,9805,9365,10996,14987,4754,15016,2955,9081,2621,7784,2044,8398,491,3898,2,422,0,0,0,0,0,0
24,거여역,37.4933160395092,127.143769291109,0,0,5088,560,11506,7952,34589,9064,29554,17947,15465,9466,10973,5911,9732,6491,11313,8187,9925,8107,9022,8213,9070,9996,14149,13161,15025,16450,14625,24145,6436,23753,4672,11348,4394,10744,2815,11761,628,5986,4,598,0,0,0,0,0,0
25,건대입구역,37.5403976062717,127.069202907348,143,5,13027,1840,19746,18737,50914,27089,87006,61722,57609,46301,32924,35130,30990,36684,36026,44906,39527,52447,40481,52094,44330,56494,53351,66396,65673,93934,81476,140517,59199,93943,58731,48880,83494,43387,77882,49330,10490,21087,11,2046,0,0,0,0,0,0
26,건대입구역,37.5403976062717,127.069202907348,30,2,3279,875,4063,6454,11991,17250,18102,32816,14246,24668,11473,17875,12242,15475,13376,17252,14591,19849,16306,18814,19730,18082,23165,19061,32719,24918,31702,36541,22044,25041,24763,12270,23184,10341,21657,10464,5055,4710,2,1748,0,0,0,0,0,0
29,경복궁역,37.5757880985498,126.973668718282,51,1,2365,1529,5042,13202,13067,42253,19448,105054,17548,48842,13820,29770,15255,27366,17640,27073,21453,27879,24927,25662,31699,21774,41977,23031,59190,25759,93232,31874,38510,20893,31943,10317,35720,8688,23219,9985,2386,3931,2,84,0,0,0,1,0,0
30,경찰병원역,37.4959868949932,127.124482367866,19,1,2249,164,7354,2846,21736,8283,25115,30835,14221,13935,10598,8910,9120,6661,8457,7029,9097,8574,8991,8039,9344,8082,9429,9170,14380,12687,20809,20743,6984,16706,5403,10057,5336,8065,3666,8581,503,3516,0,695,0,0,0,0,0,0
31,고덕역,37.5550395608369,127.154163861206,1,0,3140,1474,11531,5845,31557,14854,24565,19307,14376,10920,12902,9498,12710,8558,12689,10369,12343,11937,12534,11433,14239,12710,18712,13766,18708,16827,15848,26612,8638,26537,6644,12429,6775,10961,6264,11311,1514,6310,6,515,0,0,0,0,0,0
32,고려대역,37.5904356061366,127.036300356742,23,0,3561,766,7225,3578,20488,11283,24652,26757,12878,10867,8306,7358,8498,7085,9396,7511,10969,9832,9416,8009,10156,8585,13964,10044,20127,12511,18913,21440,9039,17801,6855,10669,7516,10155,6715,11627,1596,6043,4,103,0,1,0,0,0,0
33,고속터미널역,37.5045398449292,127.005134579686,138,2,4353,3024,6534,27745,23537,42694,38512,67092,39823,86156,40615,74622,50745,79673,61212,74930,67373,76892,74561,78732,81436,80555,93686,79499,110864,86072,119802,103187,96092,63666,107908,36518,68874,27725,45065,23248,10858,8284,6,231,0,0,0,0,0,0
34,고속터미널역,37.5045398449292,127.005134579686,12,6,1076,2649,2858,23556,9816,37236,15873,50481,17284,33365,17799,22840,19623,19536,20276,18592,20730,22196,21590,20312,30516,15902,34215,15766,51549,16722,49858,20052,28828,13250,29119,7603,26613,7548,22145,5510,5333,1933,10,131,0,0,0,0,0,0
35,고속터미널역,37.5045398449292,127.005134579686,12,0,1749,1293,4868,12233,15180,17253,18873,25835,14184,25434,12182,24993,14066,26740,16617,26486,18173,28753,20100,28760,22908,30508,27652,30859,30678,34412,31054,42984,26387,27574,22748,17075,18131,13890,16076,14017,3785,4557,2,25,0,0,0,0,0,0
42,공덕역,37.5445344743163,126.95143307723,17,0,1699,935,5441,6677,21588,33219,28566,84769,13616,40727,10440,16742,12646,14172,14726,13072,15713,13868,15457,13052,16176,13302,22175,15728,38271,23809,69438,44136,25736,22373,18641,11765,21079,10130,19028,11870,2372,4441,8,311,0,0,0,0,0,0
43,공덕역,37.5445344743163,126.95143307723,100,1,4568,1931,7350,9579,20539,38009,27784,97577,18044,49521,15315,22566,17115,17395,18496,17430,20372,17923,20863,17665,24134,17060,30298,19205,49986,25073,87723,37697,34543,24433,25126,12865,27257,12313,24010,14678,4049,5522,18,1413,0,0,0,0,0,0
44,공덕역,37.5445344743163,126.95143307723,10,0,529,120,1888,1701,4127,6711,5094,19235,3270,8577,2763,3081,3060,3049,3563,2665,3679,2617,3761,2908,3862,2798,5225,3529,8726,4673,17286,6316,6932,4586,5350,2406,6578,2703,5767,2353,824,1141,8,122,0,0,0,0,0,0
45,공덕역,37.5445344743163,126.95143307723,10,0,1064,189,1731,1284,5310,3345,4713,9705,2812,5368,1830,2996,2033,2633,2277,2597,2186,2683,2073,2580,2160,3056,2968,3740,4588,5724,8293,10055,3499,6535,2788,3408,3080,2992,2765,3934,570,1541,38,600,0,0,0,0,0,0
58,공릉역,37.6255391693239,127.073019988267,15,0,5960,949,13843,3639,36991,10761,41028,22791,21520,14619,15504,11350,14921,10749,16558,13201,15708,15213,15067,14090,17720,16717,19038,19908,19572,24554,22193,39003,12654,36102,10118,19200,9853,15989,8763,18434,2229,10523,3,357,0,0,0,0,0,0
59,공항시장역,37.5636738875486,126.810594967667,0,0,3227,261,4303,1100,8743,1850,9898,3802,5915,2818,4460,3288,4064,3121,4278,3435,4214,3984,4149,3908,3900,4703,4070,5832,4193,7097,4026,10069,2400,9498,2169,6108,1878,4751,1304,5616,359,3190,1,160,0,0,0,0,0,0
60,광나루역,37.545291967554,127.103516928227,0,0,4908,1518,15426,7835,39642,14881,44708,29320,24766,18271,16451,17762,15757,14123,17900,14853,17682,14858,17834,14565,18723,15076,22974,18317,24887,23318,28350,36797,14610,27030,9483,16886,9301,15398,7582,17645,1658,6753,1,90,0,0,0,0,0,0
61,광운대역,37.6238337612372,127.061690626596,1950,5,5865,991,12635,2500,31457,5864,30426,14092,15404,10132,12302,10150,11269,11052,11990,10356,12330,10777,11469,12550,11168,11855,14110,14460,14102,16594,11969,25168,7507,22265,5993,13523,5582,11053,4895,12524,1576,8344,64,2113,0,0,0,0,0,0
63,광화문역,37.5716441018605,126.976409565513,4,0,804,738,3068,23428,8225,77641,12950,258168,10664,102290,11550,37766,16974,36104,19679,30527,26612,32669,30532,27308,37877,24005,49677,23855,91118,27670,204039,36012,72132,16895,49681,7146,57819,5991,38158,5534,4650,1894,1,126,0,0,0,0,0,0
64,광흥창역,37.5474801664168,126.932012687537,3,0,2461,1131,6911,4183,18532,16205,23640,36010,14476,16155,10832,9192,10790,8072,10477,8647,10372,9228,11304,8961,11078,9904,12959,11084,18829,14141,31269,21357,13271,16633,8584,9799,7683,8830,6730,10611,1607,4010,0,110,0,0,0,0,0,0
65,교대역,37.4927359601279,127.013863444681,39,0,2090,6880,11797,25586,24036,57909,32252,157407,26187,134459,25460,65885,30762,50565,33548,45797,40448,52877,46601,48435,52857,44836,59311,44807,93020,52578,146634,66231,66193,39663,48181,21376,56824,18840,52215,21497,7416,7354,2,29,0,1,0,0,0,0
66,교대역,37.4927359601279,127.013863444681,4,0,1030,610,3125,6283,7659,19365,11815,48846,9190,32804,10416,14951,13009,9891,14482,9979,17280,10135,19577,9513,20982,8947,24780,9341,39458,12073,64876,15974,26325,8595,20226,3980,23182,3295,25489,3788,2311,1553,0,9,0,0,0,1,0,0
69,구로디지털단지역,37.4852533671941,126.901473089504,172,6,39043,5617,52721,21441,134488,86206,181032,265661,109815,151329,60598,57579,55346,43814,59631,45553,60674,52702,56676,52879,58541,61845,70019,71410,122975,105151,235564,163036,111787,128637,61395,76840,57509,74602,49513,88141,7416,34189,0,78,0,0,0,0,0,0
70,구로역,37.5033280243545,126.882291119347,10742,20,24371,5151,19269,12977,37746,33171,36408,81995,25363,41860,19342,23897,19688,20368,20323,20323,21270,22149,21918,21171,24294,23419,29336,26200,47664,37073,68257,44218,28879,30283,19173,19141,19090,19289,12550,18529,2971,11559,20,6830,0,0,0,0,0,0
71,구룡역,37.48702743532,127.059474850454,0,0,360,829,1312,5754,2648,9114,3772,5010,3317,2185,2721,1577,2488,1507,2453,2012,2555,1827,2529,2039,3328,2042,8033,2211,6309,2682,4607,3513,1954,2783,1086,1794,2140,1595,632,2121,170,936,8,27,0,0,0,0,0,0
72,구반포역,37.5014218099211,126.987446814026,0,0,516,236,1717,1778,4806,3438,5560,7021,3790,5142,3129,3524,3091,3922,3610,4293,4288,4982,4279,4021,4571,4432,5302,4613,6318,5427,8344,7631,4660,5255,3540,2721,3056,2528,2475,3442,376,1491,0,45,0,0,0,0,0,0
73,구산역,37.6112430835611,126.917253818257,1,0,4573,205,11186,2222,28787,7192,34856,7185,17331,4883,10904,4343,9919,5880,10821,5840,9882,6812,8721,6760,8664,8773,11753,10929,9842,12903,8854,19409,5040,19070,3870,9649,3916,8388,3478,8351,684,4054,0,396,0,0,0,0,0,0
74,구의역,37.537160863174,127.086171769557,30,1,13200,937,25164,8987,65637,14610,110399,40193,61631,21979,31547,18041,26411,17898,27566,20935,27088,23261,24845,24822,24614,31555,28493,36153,32775,51458,41586,90370,20775,65549,15764,40867,16873,37352,15623,45564,4071,15456,6,944,0,0,0,0,0,0
75,구일역,37.4962509036903,126.869682064958,219,19,3704,1260,9330,3112,27150,7815,23911,11663,12149,6966,9289,5665,8935,6156,8992,7372,8844,9311,8139,8505,8698,9750,11464,10672,11987,16507,12114,30184,5725,21716,4243,11327,6883,10522,5585,10381,1234,3983,14,216,0,0,0,0,0,0
76,구파발역,37.6364177567586,126.918834712255,166,2,8703,1405,29136,9809,83497,23604,77675,28833,39413,25218,26447,23980,25714,20951,26716,22607,24994,22946,23962,24616,28794,24489,33706,29144,34787,37758,29144,66760,18023,57210,13343,31755,12012,28550,10682,27283,1694,16542,7,2011,1,6,0,0,0,0
77,국회의사당역,37.5281356801658,126.917820861804,3,0,607,1731,1777,8658,3757,40486,6112,144018,4945,59971,7003,20073,9893,15656,11573,13594,13536,14977,16929,11804,19891,9478,24034,8747,56927,10086,111107,10244,34960,6678,20476,3303,20671,2963,15711,3268,2165,1061,0,0,0,0,0,0,0,0
78,군자역,37.5571496975138,127.079494769075,35,0,7463,908,10970,5072,33694,7445,47018,23971,20975,15793,12759,9671,11701,9955,12880,11395,13011,12706,11810,13280,12149,15560,13704,18383,17804,28216,23216,50905,13575,35692,10770,19615,12209,17637,11463,20162,2261,9289,0,2889,0,0,0,0,0,0
79,군자역,37.5571496975138,127.079494769075,47,2,8485,802,14200,6093,34675,8116,58390,27089,36350,17152,18845,10842,15907,10013,16648,10195,17328,11555,16075,12224,16282,15553,18310,17590,22958,25810,32485,41992,18643,34064,14320,19206,15353,17085,14279,19306,2778,7711,14,478,0,2,0,0,0,0
82,굽은다리역,37.545503186603,127.14287366158,0,0,6514,552,13393,2580,36434,6089,37797,14023,19723,8733,13708,7927,12717,7688,13044,9248,12647,10413,10948,10937,11023,11859,11535,15885,13123,19033,14081,33559,7748,28057,6154,14912,5847,14374,4724,15538,805,7237,23,823,0,0,0,0,0,0
83,금천구청역,37.4561799500543,126.893599593129,601,1,11163,1584,18653,5412,46942,16752,43917,29192,24416,11630,16295,8728,14495,8447,14873,11367,13787,12749,12380,12826,13084,16153,14534,18972,16422,27584,25709,43563,11409,35148,8278,17543,7019,17649,5726,16610,1080,8091,38,354,0,0,0,0,0,0
84,금호역,37.548255518095,127.015820115311,52,27,4345,481,10057,2931,26438,5019,34946,8885,21045,7129,13413,6261,11262,6812,11702,7865,11442,9059,9938,9733,9576,12371,10381,14035,11266,19986,11538,30369,7507,22019,5864,14223,4836,12334,4244,14889,798,4401,0,0,0,0,0,0,0,0
85,길동역,37.5378120875517,127.140007691428,8,0,4474,720,9416,3815,21867,6734,28011,17426,13438,13197,11046,9972,10839,9439,12377,10020,11554,11433,10481,10993,11160,12876,12441,14975,14692,16940,17040,27203,8648,20610,6465,11847,5935,8950,4875,10946,802,4219,6,506,0,0,0,0,0,0
86,길음역,37.6033767646759,127.025049999193,7,0,8846,2188,29234,8372,82452,12682,85811,28036,43439,20004,28594,16461,23927,17871,25889,19033,25261,22214,22825,21317,22919,25761,25937,33207,30929,45890,28872,73879,16956,61622,13010,34225,10216,31501,11078,34969,2438,15107,1,2,0,0,0,0,0,0
87,김포공항역,37.5619477391215,126.801906881417,2,0,305,2088,2045,8886,5428,13678,7854,18305,8620,12536,8299,11302,9923,12410,9883,14319,12358,15844,13780,15155,15201,14419,15326,14034,18353,16100,24234,15533,16563,9735,14077,4424,14507,2119,11270,1549,2180,696,12,62,0,0,0,0,0,0
88,김포공항역,37.5619477391215,126.801906881417,10,0,1363,1726,3928,12802,8909,19492,11357,24768,10309,19770,9846,17260,11708,19527,10996,21109,12631,25687,13986,24869,15781,23329,14814,24252,17173,30214,21373,31349,15555,20076,15403,8693,16542,3883,10637,3315,1556,1463,21,408,0,0,0,0,0,0
89,김포공항역,37.5619477391215,126.801906881417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,김포공항역,37.5619477391215,126.801906881417,8,0,1829,1819,3353,11580,7296,20595,14905,22437,19360,12371,18312,9675,20969,10210,17729,12025,19867,13373,21556,12150,22139,11438,19657,11362,24341,14087,31920,13342,22904,8547,21718,4330,26705,1932,18981,1748,3918,866,96,378,0,0,0,0,0,0
103,까치산역,37.5322270449167,126.846426169396,125,0,23530,1377,42551,8172,125774,11495,154452,20912,74334,17286,43131,17814,37063,20199,38070,23794,36669,26961,31109,30348,28248,40134,30789,50880,30067,67312,29839,120893,18520,103670,14126,59774,12613,55494,11033,55650,3041,26127,9,761,1,1,0,0,0,0
105,낙성대역,37.4770896313732,126.963505817942,25,2,11258,1761,25229,8259,76184,20173,122504,37361,76276,29856,37754,24362,32290,20988,35719,24401,35287,26208,32458,28433,33271,33393,35465,39049,42907,57405,47322,95092,27321,82065,19705,51695,20740,48190,17956,60413,4319,20938,4,1078,0,0,0,0,0,0
106,남구로역,37.4869892904115,126.887970257024,21,0,20063,1694,15946,6647,30955,32234,33096,103754,21207,49227,13944,17262,12419,13181,14013,12997,13645,13951,13316,13362,15050,15538,18208,19552,39516,34223,78425,31653,34499,22144,17616,14540,13327,16715,9758,16217,2310,6710,10,183,0,0,0,0,0,0
107,남부터미널역,37.4851852186355,127.016191235414,10,0,2452,1284,8012,22447,25921,57915,37710,157828,29099,77899,27275,44551,30568,31584,33538,33398,35621,36288,35798,37033,40783,37270,50411,39219,82185,44660,135585,55942,61578,35998,40318,20899,39304,16390,30061,15026,4321,6529,4,28,1,3,1,0,0,0
108,남성역,37.4847862998916,126.970896635447,13,0,5355,683,12925,3550,38138,7068,54673,14574,30552,10590,17850,9840,14861,9207,13904,10802,14524,12165,13271,12684,12649,15214,12988,18230,13403,22990,14435,39298,8107,30697,7158,18221,7192,16767,5280,18577,1464,7510,12,311,0,0,0,0,0,0
109,남영역,37.5405585626607,126.971327574661,60,1,2250,1028,4562,7756,11529,22262,16957,53904,10616,25931,8222,10182,9145,9621,9834,9712,9917,10142,10242,9970,13013,9782,19512,11421,23630,14526,44910,21137,17952,14233,12267,8596,12855,7568,10651,9016,1557,3546,4,135,0,0,0,0,0,0
110,남태령역,37.4642463513885,126.9890807468,46,0,453,126,824,1693,2147,3799,2747,4956,2202,1685,1698,1191,1778,1216,1747,1334,1685,1251,2379,1390,1860,1374,2736,1315,3693,1594,3851,1823,1367,1555,1230,981,659,907,314,948,90,384,0,31,0,0,0,0,0,0
111,내방역,37.4876549159776,126.993577566695,3,0,2310,1360,6570,10602,17341,24118,26580,81894,18234,41318,13263,17156,13041,13522,13922,13506,16140,15310,16337,14534,17483,14516,21593,16358,35623,20374,70219,28310,24886,19765,16603,11134,17683,9877,13581,11316,2472,4088,5,1406,0,0,0,0,0,0
112,노들역,37.5126577019678,126.953082505556,23,2,3011,172,4712,1237,15822,2310,19869,3761,10506,2955,7163,3297,6002,3089,6133,3710,6170,4395,5607,4367,4980,6314,5737,6515,5895,8999,5836,15638,3583,12086,2642,7010,2173,6587,2024,7261,636,2886,0,22,0,0,0,0,0,0
113,노량진역,37.5135712531779,126.940888666744,359,3,14901,2043,22897,15222,60001,44521,89352,66385,46401,37367,29421,24443,26977,22798,31405,30610,35735,32358,29710,27808,29272,31829,33960,37311,46104,55627,57065,83259,30466,57444,29683,35769,37172,33937,43235,37993,5236,16193,3,402,0,1,0,0,0,0
114,노량진역,37.5135712531779,126.940888666744,362,12,4711,1718,6748,5330,17190,10918,23075,18170,12719,11766,9788,8849,10087,8923,11317,10322,13093,11603,11780,10426,11849,12148,13803,14395,18010,21398,20249,34773,12729,20809,12371,11786,14803,11087,14020,10881,2222,5070,20,231,0,0,0,0,0,0
117,노원역,37.6563403562037,127.063440071354,96,2,10237,430,24295,7008,54659,13097,55851,27153,31487,28528,24163,22750,23179,20710,25341,24603,25664,27103,25068,27755,25348,30793,28129,37302,28919,49411,31353,78175,22767,63595,23335,33811,24626,28673,23751,29205,3213,14452,7,2508,0,0,0,0,0,0
118,노원역,37.6563403562037,127.063440071354,40,1,6539,2023,14124,6566,37052,18266,36955,44147,27089,41192,25754,31165,27654,26840,29553,29096,30895,32688,31324,33124,33030,34815,36930,36083,37305,43235,43280,57059,27050,47849,26397,21792,22709,16815,22994,16880,3470,10453,18,806,0,0,0,0,0,0
121,녹번역,37.6008031568325,126.935814422277,12,2,9031,621,23697,3995,62828,7550,72337,18403,38574,9772,23447,8810,18689,9400,18922,10689,17411,11495,15490,12670,13932,15334,14797,23139,16280,30764,18532,54827,8901,48611,6397,27725,5680,24641,4202,26528,1019,11225,1,12,0,0,0,0,0,0
122,녹사평역,37.5347047736434,126.986536101295,14,0,878,412,1844,4552,4806,9892,7654,17370,5290,7914,4215,6183,4561,5821,4865,7284,5751,7584,6166,7405,7178,7682,10864,8336,13149,9763,18232,13589,10985,8805,8793,4700,10834,3764,12869,4497,1751,1703,1,88,0,0,0,0,0,0
123,녹천역,37.6446334490218,127.051374087263,981,12,4542,702,7951,1559,21639,3689,16962,4469,10557,2341,7703,3214,6398,3610,7551,4485,6480,4328,5382,4503,5409,5937,6439,7589,5278,8968,4707,14255,3537,13685,1942,7629,2198,6552,1373,7063,453,3203,37,475,0,0,0,0,0,0
124,논현역,37.5111873890283,127.02164858363,5,0,1949,1307,4498,18561,8498,45428,14716,123263,12854,98532,11050,39145,13254,23107,15343,20950,17478,23669,20658,21391,25077,19575,31318,21350,55095,24813,106779,33800,58995,19286,35662,9911,39331,8106,45426,8492,7625,4046,11,296,0,0,0,0,0,0
125,답십리역,37.5669676097486,127.05254316093,12,0,9320,1107,18153,6489,57017,14405,75820,34245,33243,16792,19247,11457,16938,11765,18305,13929,17976,14450,16305,14969,16411,17745,18782,22066,24466,30928,32096,57019,16700,41407,10335,22275,9286,20731,7806,23917,1713,10207,13,794,0,0,0,0,0,0
126,당고개역,37.6702060357364,127.079048472278,57,0,7987,18,20299,6722,54204,9968,50952,13354,29000,12392,19947,12802,17658,11823,17697,12948,17750,13254,16673,13641,16135,17089,16059,20163,17254,26416,16125,37682,12558,35828,7076,22951,5621,20917,4371,21731,995,11590,0,91,0,0,0,0,0,0
127,당산역,37.5347735014069,126.902607283905,30,2,6067,3104,15985,11409,44466,29588,54115,79742,31029,38069,21191,19254,20868,17514,21750,19722,21909,22686,21341,21509,23327,24226,26960,29102,41093,42730,61002,72648,26793,47893,19540,29403,22252,28823,20505,32851,4099,12279,2,149,0,0,0,0,0,0
128,당산역,37.5347735014069,126.902607283905,32,0,8040,1235,16022,5866,48722,15000,55698,41133,30170,22624,21824,14400,21924,15492,23095,17030,22620,18774,21214,18990,21727,21089,24048,25611,31188,39107,45127,64567,22735,48034,17687,29551,19156,26901,17420,32412,3101,12357,1,333,0,0,0,0,0,0
131,대림역,37.4933027323738,126.894926522974,464,21,34342,3260,30696,11061,65452,23991,90762,57606,60387,34373,33504,27805,28592,27862,31570,28127,31364,29477,29071,30072,29400,38313,34091,42394,42108,61977,53343,72668,27097,52357,17954,35430,15294,45032,11937,48755,3208,16797,3,321,0,0,0,0,0,0
132,대림역,37.4933027323738,126.894926522974,26,1,11319,955,8073,3382,14949,6418,20145,18087,15196,12242,10294,12035,10271,11536,11355,11315,11886,11864,12228,11751,13124,12986,13540,14021,15524,20755,17594,22025,11102,14596,8075,9939,7258,10931,6064,10399,1389,3772,5,172,0,0,0,0,0,0
135,대모산입구역,37.4915428672119,127.073070267893,2,0,1703,1262,3541,11552,9272,5195,9526,8899,5934,4307,4769,2924,4338,3062,4244,2982,4605,3359,3964,3328,4985,4123,9126,4474,10570,5510,8283,6813,3135,6022,1984,3735,1396,3389,1072,4020,327,1680,3,81,0,0,0,0,0,0
136,대방역,37.5133469218724,126.926478663143,494,8,5705,2032,10626,10315,29224,37140,37736,50603,20235,21999,14502,11500,14010,10135,14445,11608,15085,13566,14337,12299,16030,13675,18192,16199,31039,22668,47210,36973,17906,24912,12018,15831,11840,15748,9383,16068,1609,6386,42,496,0,0,0,0,0,0
137,대청역,37.4937011202813,127.079517936005,55,0,3190,1020,10337,6569,26421,14955,29184,26268,16546,10545,12895,7709,11168,7274,11370,9074,12109,8854,12184,9382,13950,11811,20595,13358,21164,16961,25864,25068,10155,21306,6955,13194,6007,11915,4788,14751,978,5743,0,64,0,0,0,0,0,0
138,대치역,37.4944858480401,127.063189830669,6,0,2250,777,10589,7861,24423,18100,22256,25358,13103,17181,10344,12290,10382,10970,12751,13508,13213,16141,12652,15380,15342,15937,17127,21157,23316,23118,27009,26242,17604,21527,11952,11436,14713,9897,24955,11609,2157,4227,0,8,0,0,0,0,0,0
