,역이름,위도,경도,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원
139,대흥역,37.5476298835021,126.942468676122,14,0,1894,809,4947,4418,14799,14242,18732,31855,11548,14955,8397,9984,8366,8596,11011,10635,10303,10963,10008,9506,11119,10617,14326,11851,19950,13743,23981,21283,11725,13964,8394,8413,8602,7447,8938,8792,1933,4210,1,115,0,0,0,0,0,0
140,도곡역,37.4909757841746,127.055497705714,19,0,958,407,3788,4974,9072,14817,10797,21864,7161,15053,5464,7534,5773,6165,6055,6678,6553,7080,7346,6190,9517,6249,12259,6518,16287,7597,18030,10467,9435,8545,5922,4937,5367,4482,4617,5317,780,1657,5,775,0,1,0,0,0,0
141,도곡역,37.4909757841746,127.055497705714,49,2,1096,958,3098,5331,8454,14578,11442,23481,8164,16610,6790,8186,7170,7172,7875,7220,9060,8122,9090,7616,12024,7387,13685,8422,19554,9846,21756,13330,11137,10614,7334,6069,6665,5403,5214,6512,1032,2447,17,236,0,0,0,0,0,0
144,도림천역,37.5145008199738,126.882635530518,4,0,270,301,1105,869,3119,4712,3355,6240,2068,2305,1829,1618,1601,1255,2330,1920,1608,1368,2364,1828,2521,1542,2887,1769,3021,2276,4066,2928,2212,2533,995,1513,976,1387,576,1480,197,668,1,51,0,0,0,0,0,0
145,도봉산역,37.6895585326698,127.046053675471,17,0,4481,832,16831,4599,51949,7665,40330,13801,18598,15830,11162,17668,10422,13714,11355,12894,10764,13084,11170,11645,12370,12685,14062,14928,12744,19492,11009,34121,5497,40085,3561,22519,2657,19533,2413,19393,508,10715,26,1321,0,0,0,0,0,0
146,도봉산역,37.6895585326698,127.046053675471,145,1,5969,812,9729,2177,23422,3857,21140,7979,13360,11903,11265,17934,11608,15042,13998,15954,17053,12886,20043,11285,22915,10041,23636,9375,19495,8601,14894,10131,8543,8636,4931,4818,3253,4456,2207,4720,571,2671,26,742,0,0,0,0,0,0
149,도봉역,37.6791974925121,127.045525808977,239,4,6830,1108,9919,3223,19025,4111,18589,9460,12157,7027,10242,7877,9319,6704,8606,7410,9331,7989,9394,8715,8947,9954,8906,11332,9159,12265,9938,16905,4951,14917,3008,8684,2589,7736,1936,7042,571,4024,50,969,0,0,0,0,0,0
150,독립문역,37.5744680801684,126.957911446269,131,2,5261,779,5627,5713,15727,15235,18759,20796,13371,13516,11500,13685,10774,11224,11551,10591,11261,10975,12190,10454,13076,10342,15929,11304,14515,13470,16528,16657,7650,13554,5100,7901,4327,7407,3405,7899,643,3475,2,1878,1,1,0,0,0,0
151,독바위역,37.6184069418122,126.93303553594,1,0,1922,220,4708,968,13937,1547,13308,2859,6121,3496,3951,3862,3992,2814,3686,3003,3834,2809,3286,3135,3392,3547,3312,4760,2811,6173,2490,11147,1483,10935,928,5985,883,4787,690,5664,220,3077,1,232,0,0,0,0,0,0
152,독산역,37.4659611473931,126.889471139645,508,1,6953,2886,16136,14099,38379,41812,37202,95325,19723,43710,14677,16002,14017,10838,15627,12883,15016,13226,14407,11661,16006,14625,24129,16669,49310,23145,71658,38544,31090,32251,18792,16784,13168,19048,8888,18373,1747,7592,24,375,0,0,0,0,0,0
153,돌곶이역,37.6105378127498,127.056424528377,20,0,6095,762,13644,2779,35450,5984,39791,15931,19323,9174,12308,7801,10781,6904,11368,8711,11690,8974,10510,8973,9935,11160,10706,13887,11716,18733,12970,30690,9592,26321,5520,15186,4809,12206,4560,14871,1333,7048,0,161,0,0,0,0,0,0
154,동대문역,37.5716640012581,127.010617962363,635,9,12446,1948,8958,7019,14035,12473,18110,24539,16261,21668,15063,20102,16498,21479,19989,21254,20886,20567,22298,20122,23717,18620,24660,17170,24394,17516,23208,18008,16167,19044,12755,12503,12997,9819,11196,10846,2968,8304,14,1286,1,2,0,0,0,0
155,동대문역,37.5716640012581,127.010617962363,219,23,5808,3288,3146,14128,5313,38603,7208,80107,12156,66105,17921,55221,25367,49360,30016,39025,32531,38872,40610,37566,48372,30334,56312,22936,84284,16186,68937,12081,31578,14604,20496,10271,23279,6128,13380,5114,3305,5352,5,104,0,0,0,0,0,0
158,동대문역사문화공원역,37.5656454859141,127.008987189553,370,2,6366,907,4912,7262,6371,24842,8809,49868,9258,28484,8897,22879,12556,22971,14007,20297,15635,21127,18526,20780,24507,18265,30152,16166,36140,16620,40321,19973,23511,21839,16766,13307,18938,9789,14838,9667,3953,5607,2,405,0,0,0,0,0,0
159,동대문역사문화공원역,37.5656454859141,127.008987189553,305,3,7246,1347,4314,11452,6382,25696,7760,67249,7121,35560,7822,22616,10836,21299,13219,19252,15465,19530,20146,18639,24999,15645,29301,13612,46924,14363,69585,16069,35510,22951,25136,11176,25304,6938,20238,6517,5073,4018,2,459,0,1,0,0,0,0
160,동대문역사문화공원역,37.5656454859141,127.008987189553,1,1,176,283,517,2343,1080,9072,1801,30052,1206,11872,1030,3019,1444,2436,1739,2537,1902,2613,2385,2423,2845,2112,3451,1995,9843,2154,21137,2734,8270,1710,3738,973,3133,936,2668,1076,616,446,0,46,0,0,0,0,0,0
167,동대입구역,37.5590504141329,127.005296768227,23,0,1568,1019,2276,10126,5085,13680,7157,47730,5619,26076,4805,17252,5835,14635,7154,13004,8546,14341,11741,11874,13334,9064,18394,9194,36600,10770,33377,12392,15383,7566,10795,3799,12884,4348,12759,4551,1688,1750,1,165,0,0,0,0,0,0
168,동묘앞역,37.5732130585579,127.016346114277,57,3,2966,885,3409,4736,5917,9312,9010,25960,7473,17233,9045,19008,13153,25363,19826,29162,24786,31275,28310,29729,31549,24902,35889,18491,30155,13719,24454,10184,10429,6541,5583,4359,5400,4261,3792,5722,1036,2344,3,1198,0,0,0,0,0,0
169,동묘앞역,37.5732130585579,127.016346114277,122,1,4182,646,4781,4484,8793,9793,12300,27524,9995,19749,9316,13868,11620,14038,14728,13138,14336,14201,16164,14136,18438,13554,21001,12776,22801,12536,24102,15059,12089,11624,8094,7485,7106,7069,5843,8191,1515,7010,1,753,0,0,0,0,0,0
172,동작역,37.5029705640491,126.980299007575,18,0,507,251,1383,2673,5302,4316,6352,6508,4519,4301,3725,4002,3804,3624,3777,3794,3985,4448,4173,4865,5236,5274,6020,5269,7049,6199,7587,8192,3787,5346,2879,3483,2955,3058,2144,3129,539,1473,0,176,0,0,0,0,0,0
173,동작역,37.5029705640491,126.980299007575,15,0,1120,248,1579,1673,5150,1696,6055,2648,3386,1990,2501,1995,2464,1992,2553,1818,2631,1999,2556,2302,2759,2155,3329,2130,3550,2662,3987,4409,1879,3056,1345,1804,1221,1916,1194,2397,281,849,5,778,0,0,0,0,0,0
176,둔촌동역,37.527653243694,127.136210118019,1,0,3513,1113,9368,7968,24748,10632,27424,22090,13789,10855,10392,8498,10091,8359,11064,9899,10346,10335,10755,10212,11413,12052,15659,14276,17635,18349,21074,26589,10648,22686,7109,10654,7582,9818,5960,9615,987,5084,1,3,0,0,0,0,0,0
177,둔촌오륜역,37.5193972411893,127.138638475396,0,0,204,263,889,2723,3565,3949,4237,2305,2284,647,1231,718,940,1213,1176,866,1484,882,1530,848,1578,1074,4998,1141,2789,1859,2276,2540,902,2210,614,1248,500,1085,259,1465,117,600,0,6,0,0,0,0,0,0
178,등촌역,37.5507208571932,126.865558572269,1,0,5067,700,13718,3387,42066,6598,49625,17991,21339,11051,15190,8767,14127,9408,14955,11002,14612,12372,13404,12595,13116,15973,13951,17989,15131,25353,18519,40299,9108,36692,6439,19162,6031,15172,5622,17048,1314,8100,0,3,0,0,0,0,0,0
179,디지털미디어시티역,37.5760020219691,126.901263083061,141,8,5276,2902,13502,12808,44142,26807,46586,71611,23822,28210,13983,10885,11986,9648,12200,10511,11911,11638,11298,11568,12862,12910,17370,17345,30872,23261,50245,40940,20138,31570,10310,17634,8231,15996,6718,18013,1633,7176,32,1042,0,0,0,0,0,0
180,디지털미디어시티역,37.5760020219691,126.901263083061,0,0,804,412,2313,2073,9034,2237,9543,4414,4649,3541,3267,1760,3222,1765,3206,2085,2960,2402,2808,2371,3032,2382,4220,3578,5107,4970,5164,9124,2778,7249,1721,3778,1648,3102,1302,4156,501,1865,12,157,0,0,0,0,0,0
181,디지털미디어시티역,37.5760020219691,126.901263083061,66,12,2855,712,6430,5168,18356,25806,19351,90086,11003,39588,7273,12988,7611,9538,8594,10165,9690,9981,9765,8641,11985,8578,15377,9533,38146,13443,89102,23170,34314,15594,18240,8437,17137,7247,15628,7910,2518,3258,162,964,0,0,0,0,0,0
188,뚝섬역,37.5472379579492,127.047369170783,19,9,3313,2167,7978,13543,18715,35950,25326,135496,16865,86331,12674,34761,13809,26820,17157,28847,20759,32492,24174,30244,29425,28412,39919,29101,63970,32063,125967,42103,64115,25216,37639,12750,37325,11347,29069,13060,3576,4968,0,82,0,0,0,0,0,0
189,뚝섬유원지역,37.5315511803549,127.06677359647,13,0,4596,456,8890,3763,20358,6433,29722,13235,18344,8838,10293,7371,8505,8980,9072,11862,9494,15272,10088,18690,13311,21720,16927,22815,20568,26639,22857,35789,19396,26009,17764,15724,19288,13799,17266,15348,7029,5164,6,306,0,0,0,0,0,0
190,마곡나루역,37.5667089856741,126.827407353953,14,0,3300,978,9394,9487,27244,11785,27723,39718,12868,20806,9691,11436,9910,10452,11622,11262,12548,11866,12702,12476,14895,12957,18349,14506,28153,20420,38773,32500,17396,28551,13759,15455,16045,12728,13979,15151,2412,7058,14,249,0,0,0,0,0,0
191,마곡나루역,37.5667089856741,126.827407353953,2,0,1473,770,4065,8760,11337,20484,12196,52496,6483,23692,3715,7317,4227,5341,5210,5304,5353,5665,5585,5562,8062,5404,13622,5850,37412,8260,41791,13686,15350,8898,9548,5349,8003,4894,5777,6036,1278,2346,216,1682,0,0,0,0,0,0
194,마곡역,37.5602178056843,126.824683361642,2,0,1958,1434,7357,5519,24103,11953,21598,46161,11476,28501,9560,13115,9826,9681,9827,10698,10673,11617,11563,10693,13849,10929,18760,11583,25668,14167,38263,21020,15612,17700,9836,8882,9093,8337,7126,8894,1519,4353,5,324,0,0,1,1,0,0
195,마들역,37.6651909458561,127.057689943554,6,0,9529,1200,23325,2833,61538,8330,56045,10892,27319,8910,18990,8662,16958,9798,17256,10692,15969,12281,13934,13062,13425,16316,13243,19605,11991,26777,11361,41985,6786,45325,5291,23810,4234,20385,3596,21095,1054,11940,7,750,0,0,0,0,0,0
196,마장역,37.5661245472562,127.042966737062,0,0,2310,550,5818,3309,15935,6732,20334,16424,10423,7075,7409,5806,7073,5420,7592,5991,7172,6091,7315,5962,7499,6830,8269,7819,9500,10486,11980,15992,7268,11283,4491,6970,4362,6370,3839,7100,861,2830,3,269,0,0,0,0,0,0
197,마천역,37.495034582344,127.152841764562,21,0,6067,213,10810,3648,29315,4333,26682,10662,12611,6520,8609,6629,7464,5900,8528,6482,8108,6421,6812,6589,7039,9393,8445,11509,8736,13129,9180,21462,4178,19398,2996,10554,2214,9720,1379,9983,352,6647,0,728,0,0,0,0,0,0
198,마포구청역,37.5634799638172,126.903407498445,6,1,6498,1983,13094,7741,38899,14457,51633,34760,29077,17050,18784,12366,17234,10976,17376,13485,17467,14364,16042,14217,16553,16755,19171,18431,23556,24220,36196,40278,16332,30440,11338,18891,11696,17138,8872,20349,2401,8520,2,84,0,0,0,0,0,0
199,마포역,37.5395405068307,126.945846741087,9,0,2318,1373,7235,10787,25034,24033,33912,72700,16861,35944,12414,15742,12835,14324,14132,13852,15661,15144,15178,13374,16409,13691,20887,16212,33928,24314,60710,41407,23595,24414,17341,12911,20841,10770,17631,12024,2346,4905,8,522,0,0,0,0,0,0
200,망우역,37.5992888287112,127.092358315354,266,5,7475,782,11831,2772,28865,5645,24399,13864,15490,8334,12234,8500,11114,7811,11821,8652,11344,9836,10404,11052,9766,12366,11252,15670,11383,19551,11690,28415,7887,18922,5260,12909,4485,8774,3194,9772,1011,5584,4,361,0,0,0,0,0,0
202,망원역,37.5560790523854,126.910094334311,1,0,5158,773,9812,4902,27036,8907,37738,32096,22619,28478,15767,18516,15494,20233,17751,24330,19027,26183,19213,25741,20602,28209,23757,29616,27747,34557,37009,47532,24490,34584,19410,16826,21508,14705,18167,15169,3985,7584,0,25,0,0,0,0,0,0
203,매봉역,37.4869250553702,127.046697871026,6,1,1326,459,6454,8240,15951,22345,19229,68692,13362,39661,10605,14097,10795,11819,11291,11269,12589,11658,14118,10300,15965,11267,19181,12094,34762,16751,64548,23138,23786,15399,14148,8695,16425,7053,11400,8688,1461,3340,0,332,0,0,0,0,0,0
204,먹골역,37.6106157806661,127.077762184215,7,0,7445,612,12846,3161,35387,5250,43102,14873,24685,8947,14837,8019,13011,9132,13601,9722,13443,10691,12012,11718,11473,14023,12378,17021,13583,22968,14893,36062,9322,33190,6094,18121,5628,15725,4870,17027,1273,7783,3,500,0,0,0,0,0,0
205,면목역,37.5886968712998,127.08749925382,14,0,12650,763,22754,5443,58068,8774,74633,25029,39013,16676,22298,13830,19254,13013,20355,15379,20109,16389,18050,16995,17633,21347,19838,28096,21090,34910,20095,54713,15547,50902,9052,28481,7820,24398,6291,26704,1561,12956,5,984,0,0,0,0,0,0
206,명동역,37.5609598626754,126.986395560098,23,0,615,871,1965,12698,3406,42536,5085,104940,6262,58007,7745,33406,12004,31306,16586,30819,20577,29397,25072,26104,32253,23893,40442,20731,55264,20245,101761,19897,44835,11036,35465,4833,30254,3676,16917,3055,1755,1192,1,138,1,0,0,0,0,0
207,명일역,37.5513942973681,127.144039211129,1,0,4785,785,12680,3430,37308,6982,33111,12655,16169,9523,13643,8166,11940,8235,12873,8898,11712,9951,10598,10539,10909,12780,12686,16112,11450,19400,12038,33646,6981,32981,5480,13771,5748,12436,3857,12583,897,7225,3,589,0,0,0,0,0,0
208,목동역,37.52612248118,126.864607193772,0,0,7352,1120,19869,6488,59378,14452,71500,27847,32127,20832,21739,15481,20373,13860,20870,15756,20699,19135,19950,19596,19489,23374,21798,29203,25434,43827,28771,78256,15756,58136,12769,30093,12806,26862,14902,29058,2668,12194,1,111,0,0,0,0,0,0
209,몽촌토성역,37.5178028959182,127.112844983956,2,0,1474,954,3285,4767,10486,8561,14476,24604,8096,14918,5836,8363,5712,7346,6348,7709,6988,7810,7603,7765,9010,7615,11772,8125,15514,9669,21900,14422,9340,10248,6530,5885,6728,5110,6128,6023,1229,2086,1,100,0,0,0,0,0,0
210,무악재역,37.5825560184073,126.950230958933,6,1,1690,264,4968,2432,14438,3039,16398,6114,9267,3265,6353,3389,5233,3367,5088,3595,5038,4072,4486,4224,4198,5313,5149,6366,6210,8916,6458,14509,2902,12526,2116,7331,1825,6362,1462,7174,317,3308,0,0,0,0,0,0,0,0
211,문래역,37.5179720940164,126.894756202452,27,1,3509,1970,12672,9770,42295,36291,45909,123794,24516,55631,17694,21358,16693,18120,19616,20192,21192,21153,21213,20029,23449,21462,29582,24527,52836,32314,104777,54476,36135,37819,22996,19457,25895,17387,23565,19890,3401,6710,1,211,0,2,0,0,0,0
212,문정역,37.4860238552656,127.122475829669,2,0,2102,2984,6373,10775,22082,49115,30083,172018,17972,82088,13953,27231,15322,16256,16847,16755,19976,18902,22123,16549,25208,18146,29150,18947,70292,23028,130666,32570,44556,25115,27325,13361,26364,11088,21977,12708,3229,4726,1,105,0,0,0,0,0,0
213,미아사거리역,37.6132684542852,127.030082101855,52,1,14434,1860,36779,8013,95685,20011,103823,33185,58281,31249,39236,26763,36244,26093,36877,29636,37220,31379,34770,34359,37447,43123,42556,49936,40311,64434,41296,103367,30007,81869,28253,45338,18864,40523,15026,39536,3130,18078,1,1,0,0,0,0,0,0
214,미아역,37.6266400754021,127.026032022663,56,3,10518,1302,20408,4511,48207,16104,54935,31082,32292,16864,22672,14322,19787,15370,20777,14853,20730,16675,19347,18248,19756,22774,23009,25971,23041,31703,26804,48131,15844,39817,9652,23500,9133,21330,7526,20468,1584,11471,1,3,0,0,0,0,0,0
215,반포역,37.5081434093748,127.011581635081,1,0,798,596,2738,6816,7709,11643,10108,19121,6782,16063,4770,7991,5102,8504,6723,8817,7453,8612,7954,7309,9681,7566,13772,7354,15261,8340,17248,10700,11677,7000,8590,4239,9252,3793,8077,4297,1667,1425,11,108,0,1,0,0,0,0
216,발산역,37.5586687177515,126.8377251087,2,0,3019,2277,8846,13626,25897,32953,26609,108104,15971,54473,16105,26059,19068,23377,21923,24657,23181,26570,26050,23273,30837,22243,38389,24060,55701,29112,81796,42598,36327,32793,27440,15124,29737,12563,27846,12502,3703,5082,3,525,0,0,0,0,0,0
217,방배역,37.4814561264392,126.997535255649,3,0,2607,3446,9244,16438,23064,28739,31316,74042,23768,46808,17209,22564,16969,18262,18949,19238,21438,20876,22564,20963,24617,20079,32998,22215,43034,29274,68715,37548,27596,26750,19578,16453,20229,16083,17958,19236,3362,6048,0,3,0,0,0,0,0,0
218,방이역,37.5087434268367,127.126086986658,1,0,2135,764,7156,3468,19392,7962,16715,23582,9478,12717,7574,7235,7406,6313,8706,7791,8460,8612,7748,8399,8695,9567,10324,12547,12364,15763,19774,21089,10238,15584,7722,8624,9197,7120,9931,7292,1101,3540,0,375,0,0,0,0,0,0
219,방학역,37.6674311601371,127.044317183294,510,2,10740,1721,15341,5799,31003,8842,28366,19056,18316,10071,15879,10246,14152,9377,14829,10667,13734,11635,12851,13005,12264,15749,14388,18898,14395,19377,17871,29477,9172,26363,6480,13697,5331,12757,4267,11180,1086,6286,95,1475,0,0,0,0,0,0
220,방화역,37.5775887548875,126.81280121976,5,0,4498,4,10552,3343,27498,5830,24057,14102,12794,6517,9677,5457,8811,6360,9920,8022,10313,7448,8661,7653,9247,8655,11225,10097,10173,12181,10327,19418,4625,19508,3372,11466,2770,10266,2100,10687,568,5413,1,620,0,0,0,0,0,0
221,버티고개역,37.5478239071303,127.00672181283,1,0,706,330,1849,1306,4999,2675,7736,5092,4364,3217,2930,2444,2703,2320,3077,2223,2995,2513,2578,2886,3114,3220,3388,3346,4288,4327,5876,6424,3196,5092,1992,3007,1678,3152,1476,3833,366,1427,2,74,0,0,0,0,0,0
222,보라매역,37.4999181359871,126.920588561199,18,0,5526,1177,8196,6064,22292,18399,32901,41778,18493,13293,10818,8358,11235,7960,10800,9661,11684,10105,11021,9739,12463,10256,16243,11991,18109,17429,34021,28166,11676,22174,8334,12095,8050,10986,6301,12265,1399,5437,4,372,0,0,0,0,0,0
223,보문역,37.5855380945306,127.019994457457,4,0,3311,943,7268,3920,18411,8417,28592,18443,14467,9102,9002,6282,8210,5469,9175,6354,9221,6949,8353,6614,8912,7750,10920,8737,12466,12749,16213,20538,8002,16307,5619,10259,5834,9627,4817,12640,1716,5708,0,107,0,0,0,0,0,0
224,보문역,37.5855380945306,127.019994457457,0,0,400,260,748,1343,2136,3049,3282,4874,2588,2910,2122,1928,2045,1915,2207,1943,2370,2198,2217,2018,2653,2262,2974,2354,3306,2647,4097,3215,2065,2222,1436,1563,1472,1362,1433,1508,398,669,0,19,0,0,0,0,0,0
227,복정역,37.4707382891863,127.126701394602,1,0,4441,2579,10787,9999,30951,13194,39298,21584,22844,15279,14103,9863,11476,8428,12978,10061,12649,10253,12407,9610,14547,10441,18203,13322,24934,19546,28949,32647,15090,24724,8978,14561,7826,13101,7333,14998,2021,4615,11,409,0,0,0,0,0,0
228,복정역,37.4707382891863,127.126701394602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
231,봉은사역,37.5142374358367,127.060220347306,1,0,1474,1068,4719,10659,8395,33223,9784,90517,7425,60872,7657,25448,10854,21111,13592,19655,16520,20507,18493,19161,21988,15203,28388,15494,51885,17271,83354,19115,40579,12342,26413,6619,24824,6003,18594,5567,2163,1904,0,1,0,0,0,0,0,0
232,봉천역,37.4824689098378,126.941682007426,57,1,15494,1601,28410,6977,80538,12965,120833,25972,69211,19413,36459,18569,29498,19008,30930,21119,31223,23682,26760,25115,26190,33318,28901,37185,29106,51948,32926,85683,18335,71795,14011,43682,13951,40237,10271,45612,2702,17569,0,105,1,1,0,0,0,0
233,봉화산역,37.6173454295036,127.091361241699,6,0,4726,977,14378,2731,47391,5667,39408,12097,17384,6428,12431,5745,10355,5470,10284,7686,10016,8866,9094,8491,8367,10162,9217,12548,11141,17704,9752,29768,5190,28932,3827,16792,3340,13438,2872,15435,738,6801,1,508,0,0,0,0,0,0
234,북한산보국문역,37.6121187346003,127.008245268539,1,1,2001,626,6684,2370,19654,5036,24129,8001,14119,5739,10049,4994,8265,5061,9056,5865,8778,6007,8297,6575,8102,8174,9463,9945,9226,13041,8826,20351,5481,17730,3330,10871,3279,9539,2456,9509,818,4288,4,4,0,0,0,0,0,0
235,북한산우이역,37.6629879523308,127.012739014317,1,0,1107,626,2587,6000,8332,4967,8338,5331,4811,7623,3521,8504,3949,6268,5362,4761,5391,4305,7016,3817,7085,3814,10403,3606,7047,3885,4436,5014,3278,4850,1752,2981,1100,2652,687,2464,250,1162,1,82,0,0,0,0,0,0
236,불광역,37.6100441859992,126.930302239049,16,2,8833,1082,18909,5768,51209,10458,60242,31911,33367,29400,22639,24780,21577,21744,22961,23029,23959,25169,23538,24686,24296,27542,25830,30063,27258,37408,29247,56708,16427,46993,12674,26838,11407,22020,8153,23897,1508,10900,1,166,0,0,0,0,0,0
237,불광역,37.6100441859992,126.930302239049,35,2,1370,406,3622,2948,9953,4248,12054,7792,6244,7410,5439,5377,5999,5735,6977,5850,7518,6219,8096,6558,8598,6987,10099,7795,9506,9298,9602,14662,5933,10922,4543,5917,3934,5101,2658,5794,451,2776,0,37,0,0,0,0,0,0
240,사가정역,37.5809295768134,127.088486427527,11,0,11434,1452,22939,6973,56493,12219,69974,25936,40401,15949,23842,14422,21057,14523,22121,15977,20794,17125,19311,18467,19184,23433,20888,28785,23464,38652,23455,63158,17140,54470,11428,29010,10806,24532,9175,26033,2417,11739,2,923,0,0,0,0,0,0
241,사당역,37.4765532208396,126.981549541445,176,2,11371,3144,24859,26096,68802,40445,98664,64138,67662,47904,40689,37909,38090,40059,43549,40997,44873,43323,44509,43184,44256,52509,50687,68034,64134,97748,86471,149928,55657,102507,47668,58459,61714,54864,61058,64189,9966,23184,4,1460,0,0,0,0,0,0
242,사당역,37.4765532208396,126.981549541445,99,27,9866,911,23064,14743,64653,21288,86295,33660,58383,24819,35461,19725,29358,21215,31546,23351,31841,23109,29797,22577,28029,26755,30264,35413,36855,51705,44277,80441,28009,54170,24499,30240,31162,27209,28319,30919,4143,13723,9,1242,0,0,0,0,0,0
245,사평역,37.50423262798,127.015267960691,2,0,777,173,2917,2593,8837,5238,10061,7459,5517,3347,3930,2784,3991,3028,4137,3379,4625,4085,3940,4069,5015,4022,7305,5372,6502,6521,6897,9569,4086,7624,2622,3977,2011,3813,1806,4754,392,1603,2,1,0,0,0,0,0,0
246,삼각지역,37.534432134689,126.972913902586,1,0,597,297,2102,3201,6464,10670,9857,24124,5681,9932,3980,6530,4114,6356,4932,6371,5493,6354,5812,5900,5995,6106,7307,6913,12452,9455,22705,14800,8846,9609,6323,5168,8254,4528,7215,5752,881,2022,0,142,0,0,0,0,0,0
247,삼각지역,37.534432134689,126.972913902586,1,0,1503,752,3319,4224,7704,13195,11293,22818,7260,8303,5091,5719,6319,5217,7118,5778,7967,5675,7902,5179,9272,5420,10786,6114,16993,7963,23115,12202,10287,7643,7248,5248,7802,5131,7500,7650,1782,2534,1,108,0,0,0,0,0,0
250,삼성역,37.5088119293814,127.063020940329,115,0,4105,4724,6837,37355,14406,119470,18448,320875,19071,219840,20698,87551,30268,63381,36648,56044,47001,62912,57745,51626,71461,44842,88358,43399,171805,45806,280986,52843,144261,28651,98535,14651,85904,12295,64266,12710,6998,4382,1,1712,0,0,0,0,0,0
251,삼성중앙역,37.5129614592575,127.053025579452,0,0,730,479,2091,4046,4867,13812,6111,39510,5163,28374,4480,11414,5039,6048,5853,6021,6734,7228,7544,5685,8138,6466,10457,6114,21086,7918,37443,10906,15767,7109,9081,4245,8773,3592,7314,3766,1180,1701,1,7,0,0,0,0,0,0
252,삼양사거리역,37.6213073258081,127.020479780253,2,0,1232,301,2689,909,6992,1996,8192,4651,5183,2947,4248,2781,3754,3132,4279,3243,4421,3425,3571,3830,3515,4693,3357,5259,3348,5373,3339,7521,2293,6415,1482,3464,1238,2754,1027,2439,352,1136,0,0,0,0,0,0,0,0
253,삼양역,37.6269118474291,127.018147716421,2,2,1068,287,2758,923,6567,1206,7652,3067,4774,2401,3540,2464,3120,2358,3234,2591,3475,2947,2814,3266,2690,4385,2806,4652,2769,4614,2413,6641,1711,5740,1149,3297,929,3107,525,2607,145,1234,0,0,0,0,0,0,0,0
254,삼전역,37.5045436968849,127.08735570822,3,0,3497,404,6828,2514,18906,3760,28649,9732,17892,6617,9239,4823,7850,4908,8052,5636,8135,6305,7492,6964,7250,7251,8225,9648,9452,14422,11947,22702,6442,20287,4754,11637,4295,10867,4191,12590,835,6461,1,148,0,0,0,0,0,0
255,상계역,37.6607133396972,127.073417091825,27,2,12648,173,35950,7685,88720,16141,75817,18130,40284,15024,27305,15653,24443,15305,24276,18471,23788,18814,21496,19911,22160,24018,24801,29681,23209,39230,22529,63952,13929,61123,9764,35217,10270,31095,10767,31725,2105,17780,0,10,0,0,0,0,0,0
256,상도역,37.5028526010093,126.94790894056,0,0,4377,1157,11158,4559,32304,7758,42796,16964,25142,13689,14887,10064,12814,9031,13618,9964,13615,11060,12508,11471,12252,13398,14211,16214,16853,21608,17587,37221,9630,28329,7707,16832,7471,15853,7463,17773,2094,7264,7,416,0,0,0,0,0,0
257,상봉역,37.5966989669088,127.085742145107,276,5,10379,1560,19449,7106,53346,13648,71951,32586,35477,20015,20533,14275,18578,13750,20088,15661,20360,17425,18962,17441,19923,19610,24191,24821,28706,34203,32097,58813,21342,52324,15245,26941,15963,23571,12056,25715,3009,11872,13,1235,0,0,0,0,0,0
258,상봉역,37.5966989669088,127.085742145107,620,31,6409,801,8811,2156,21433,4964,24769,8980,12989,6468,8990,4802,7366,5451,8757,5912,7373,6587,7458,7190,6970,8873,7186,10182,8345,13580,9696,23754,6449,20418,4869,11124,4564,8946,3198,10719,899,5044,31,915,0,0,0,0,0,0
263,상수역,37.5477625707505,126.922416317552,4,0,1019,758,3136,2784,7628,6273,12531,23940,7207,17852,5499,12380,5796,11616,7577,12719,9064,14674,9157,13488,9960,13380,12534,16089,17289,20329,25071,27861,16880,17951,14103,8445,18999,5976,23263,6839,3993,3066,1,41,0,0,0,0,0,0
264,상왕십리역,37.5644348647729,127.029270145908,55,1,5273,487,12879,5214,38534,12346,58724,36668,31267,19841,19184,12639,17338,11239,18497,13692,17651,14726,16355,15350,18054,17187,18184,20429,23121,30318,28904,48020,17337,33242,11552,19837,10623,19697,8361,22276,1648,8288,1,7,0,0,0,0,0,0
