ARS-ID,표준ID,정류소명,X좌표,Y좌표,18시하차총승객수,19시하차총승객수,20시하차총승객수,21시하차총승객수
22131,121000055,수협서초지점,127.0296160859,37.4933861394,312.5833333333333,326.03333333333336,187.51666666666668,160.83333333333334
22132,121000056,서초문화예술정보학교,127.0321452121,37.4880652076,288.01666666666665,237.08333333333334,176.7,174.68333333333334
22133,121000057,법조단지,127.0129905855,37.4964790571,288.5,175.79166666666666,115.375,130.875
22134,121000058,교대역3,127.0130353587,37.4935255647,66.4,59.0,41.44,38.28
22135,121000059,서초역.서울중앙지법등기국,127.0072658333,37.4928824468,410.48333333333335,258.46666666666664,152.4,134.75
22136,121000060,서초역1번출구,127.0086430991,37.4920474755,565.6,467.04,313.36,341.76
22137,121000061,서울중앙지방검찰청,127.0063907898,37.4946605227,78.83333333333333,48.916666666666664,46.083333333333336,43.30555555555556
22138,121000062,서울중앙지방검찰청대검찰청,127.0063341369,37.494401214,109.72222222222223,89.36111111111111,66.69444444444444,53.05555555555556
22139,121000063,서초아트자이아파트,127.0106825134,37.4856807289,199.85416666666666,147.33333333333334,96.58333333333333,97.64583333333333
22140,121000064,서초동삼성아파트,127.0092871405,37.4886174131,279.7916666666667,203.6875,141.375,132.66666666666666
22141,121000065,서초유스센터.서초아트자이,127.0105605243,37.4854983218,154.41666666666666,155.91666666666666,106.36111111111111,96.44444444444444
22142,121000066,서초동삼성아파트,127.0091104527,37.4885557668,112.95,103.36666666666666,79.56666666666666,76.83333333333333
22143,121000067,서초3동주민센터,127.0117197882,37.4831552137,192.95833333333334,173.625,131.91666666666666,117.75
22144,121000068,서초3동주민센터,127.0119717269,37.4831878415,147.16666666666666,111.75,79.08333333333333,78.16666666666667
22145,121000069,서초동예술의전당,127.0127340383,37.4816390955,289.5833333333333,206.08333333333334,119.5,88.33333333333333
22146,121000070,서초중학교,127.0085568299,37.4835440126,191.33333333333334,185.3125,133.72916666666666,136.54166666666666
22147,121000071,서초중학교,127.0087822745,37.4834621803,257.82142857142856,143.54761904761904,101.45238095238095,93.16666666666667
22148,121000072,서울고등학교,127.0050174958,37.4828729587,119.97916666666667,121.90625,76.70833333333333,72.42708333333333
22149,121000073,서울고등학교,127.0055529996,37.4828316926,139.48809523809524,113.0952380952381,79.30952380952381,76.48809523809524
22150,121000074,상문고교,127.0047616322,37.4819161512,202.66666666666666,161.41666666666666,107.08333333333333,99.16666666666667
22151,121000075,서초동예술의전당,127.0107815044,37.479428854,170.16666666666666,116.0,32.166666666666664,29.666666666666668
22152,121000076,서초동예술의전당,127.0108317239,37.4796623445,244.66666666666666,197.70833333333334,126.04166666666667,112.04166666666667
22153,121000077,남부터미널.기쁨병원,127.0169147424,37.4818523385,111.41666666666667,70.58333333333333,34.791666666666664,29.083333333333332
22154,121000078,남부터미널.기쁨병원,127.017544095,37.4818611748,69.20833333333333,54.666666666666664,55.791666666666664,49.416666666666664
22155,121500100,남부터미널,127.016698427,37.4840897724,,,,
22156,121000080,남부터미널.한일시멘트,127.0142415341,37.4846572778,182.23333333333332,148.93333333333334,108.45,97.83333333333333
22157,121000081,남부터미널,127.0154563858,37.4847683916,877.6785714285714,384.35714285714283,242.04761904761904,201.85714285714286
22158,121000082,서울교대사거리,127.0147508651,37.4873987101,110.08333333333333,84.19444444444444,63.77777777777778,73.94444444444444
22159,121000083,서울교대사거리,127.0133630507,37.4880064658,180.83333333333334,209.5,113.41666666666667,114.91666666666667
22160,121000084,서울교대사거리,127.012947983,37.4877963794,138.83333333333334,97.91666666666667,81.16666666666667,96.83333333333333
22161,121000085,지하철3호선교대역,127.0139679573,37.4918399902,254.11111111111111,177.33333333333334,116.47222222222223,131.11111111111111
22162,121000086,KCC사옥,127.0196771517,37.5031082219,331.77777777777777,292.02777777777777,269.94444444444446,231.77777777777777
22163,121000087,서초푸르지오써밋,127.0221156359,37.5011810858,157.20833333333334,152.0,114.79166666666667,97.125
22164,121000088,서초푸르지오써밋.롯데캐슬클래식,127.0221001442,37.5014555692,233.9375,227.0625,136.64583333333334,112.29166666666667
22165,121000089,진흥아파트,127.0237379474,37.4977337315,132.69444444444446,116.69444444444444,69.69444444444444,64.61111111111111
22166,121000090,진흥아파트,127.0239500646,37.4975413868,115.29166666666667,110.54166666666667,70.9375,63.416666666666664
22167,121000091,강남역.강남역사거리,127.0266304927,37.497732613,155.23529411764707,149.5529411764706,89.18823529411765,71.76470588235294
22168,121000092,서초동진흥아파트,127.0228061159,37.4965167257,38.32432432432432,40.91891891891892,29.2972972972973,22.83783783783784
