,gid,2030val,layer,geometry
4911,ㅼ궗577433,54.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0215176390508 37.48797740842404, 127.0215118899068 37.48887874535141, 127.0226430314922 37.48888332117708, 127.0226487670466 37.48798198410159, 127.0215176390508 37.48797740842404)))"
4912,ㅼ궗604396,18.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0522571565041 37.45474744363057, 127.0522517831473 37.45564878955869, 127.0533824289915 37.45565306786253, 127.0533877887807 37.45475172179587, 127.0522571565041 37.45474744363057)))"
4913,ㅼ궗559454,245.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0010314545455 37.50682118358838, 127.0010254551806 37.5077225148771, 127.0021568775823 37.50772728887275, 127.002162863345 37.50682595742951, 127.0010314545455 37.50682118358838)))"
4915,ㅼ궗562455,89.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0044197231849 37.50773680435447, 127.0044137643611 37.50863813596698, 127.0055452011637 37.50864287760651, 127.0055511463846 37.50774154584053, 127.0044197231849 37.50773680435447)))"
4917,ㅼ궗597413,107.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0442497425667 37.47004003890937, 127.0442442700952 37.47094138150326, 127.0453751449919 37.47094573791996, 127.0453806038857 37.47004439518503, 127.0442497425667 37.47004003890937)))"
4918,ㅼ궗566427,54.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0091106343916 37.48251834670249, 127.0091047373381 37.48341968280919, 127.0102357945454 37.48342437684475, 127.0102416780129 37.48252304058609, 127.0091106343916 37.48251834670249)))"
4920,ㅼ궗560426,123.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0023303565028 37.4815886207133, 127.0023243782005 37.48248995603953, 127.0034554202368 37.48249471488349, 127.0034613849539 37.48159337940319, 127.0023303565028 37.4815886207133)))"
4921,ㅼ궗550451,43.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9908671511627 37.50407374091269, 126.9908610301969 37.5049750712112, 126.9919924093674 37.50497994226215, 126.991998516733 37.50407861180599, 126.9908671511627 37.50407374091269)))"
4922,ㅼ궗546433,143.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9864528011909 37.4878301913067, 126.9864466307733 37.48873152346826, 126.987577764139 37.48873643499818, 126.9875839209673 37.48783510267762, 126.9864528011909 37.4878301913067)))"
4923,ㅼ궗570398,80.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0138041358822 37.45639823231729, 127.0137983007139 37.45729957304944, 127.0149289652187 37.45730421941176, 127.0149347868185 37.45640287852915, 127.0138041358822 37.45639823231729)))"
4924,ㅼ궗552430,74.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9932577889686 37.48515549693857, 126.9932517009004 37.48605683046495, 126.9943827951362 37.48606167654978, 126.9943888696168 37.48516034286654, 126.9932577889686 37.48515549693857)))"
4927,ㅼ궗551434,66.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9921023003381 37.48875597282726, 126.9920961975952 37.48965730564159, 126.993227345916 37.48966216318343, 126.9932334350689 37.48876083021184, 126.9921023003381 37.48875597282726)))"
4928,ㅼ궗629393,30.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0805381347846 37.45214710420426, 127.0805331012938 37.45304845390598, 127.0816637122227 37.45305246140525, 127.0816687321474 37.45215111157374, 127.0805381347846 37.45214710420426)))"
4929,ㅼ궗557431,76.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9989071747788 37.48608095260857, 126.9989011543803 37.48698228677715, 127.000032263551 37.4869870788768, 127.0000382703613 37.48608574455309, 126.9989071747788 37.48608095260857)))"
4930,ㅼ궗584433,22.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0294355403644 37.48800921075878, 127.0294298863483 37.48891054871564, 127.0305610297093 37.48891504873612, 127.0305666701357 37.48801371063355, 127.0294355403644 37.48800921075878)))"
4932,ㅼ궗563454,62.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0055570913408 37.50684021393587, 127.0055511463846 37.50774154584053, 127.0066825698492 37.50774627649006, 127.0066885012032 37.50684494443229, 127.0055570913408 37.50684021393587)))"
4933,ㅼ궗565455,17.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0078139935779 37.50775099630304, 127.0078080755626 37.50865232837489, 127.0089395131578 37.50865703750372, 127.0089454175703 37.50775570527946, 127.0078139935779 37.50775099630304)))"
4934,ㅼ궗557448,45.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9988047915273 37.50140361461307, 126.9987987665685 37.50230494642391, 126.9999301068313 37.50230974116134, 126.9999361181916 37.5014084091953, 126.9988047915273 37.50140361461307)))"
4935,ㅼ궗553449,87.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9942734082067 37.50228565913041, 126.9942673285832 37.50318699017829, 126.995398681368 37.50319182840981, 126.9954047473924 37.50229049720534, 126.9942734082067 37.50228565913041)))"
4936,ㅼ궗572438,83.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.015832914873 37.49246104712353, 127.0158270964852 37.49336238261184, 127.0169583047413 37.49336701333332, 127.0169641095365 37.49246567769511, 127.015832914873 37.49246104712353)))"
4937,ㅼ궗546437,71.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9864281178715 37.49143551912064, 126.9864219463545 37.4923368507273, 126.9875531340834 37.49234176289323, 126.9875592920087 37.49144043112756, 126.9864281178715 37.49143551912064)))"
4938,ㅼ궗572460,134.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0157048504561 37.51229039584015, 127.015699026364 37.51319172827824, 127.0168305338112 37.51319636229834, 127.0168363442974 37.51229502971029, 127.0157048504561 37.51229039584015)))"
4939,ㅼ궗561421,71.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0034912045548 37.47708669992181, 127.0034852411659 37.4779880360954, 127.0046162155478 37.47799278334414, 127.0046221653545 37.47709144701685, 127.0034912045548 37.47708669992181)))"
4940,ㅼ궗548437,80.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9886904664201 37.49144533230437, 126.9886843220866 37.49234666422871, 126.9898155103634 37.49235155473372, 126.9898216411052 37.49145022265107, 126.9886904664201 37.49144533230437)))"
4941,ㅼ궗567445,137.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0101357354931 37.49874707202934, 127.0101298473067 37.49964840579233, 127.0112611494259 37.49965309173037, 127.0112670240154 37.49875175781571, 127.0101357354931 37.49874707202934)))"
4942,ㅼ궗607387,57.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0556970372495 37.44664812236304, 127.0556917067325 37.44754946995187, 127.0568222312041 37.44755371456881, 127.0568275481588 37.44665236684253, 127.0556970372495 37.44664812236304)))"
4943,ㅼ궗581429,38.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0260649291691 37.48439029470354, 127.0260592353983 37.48529163277566, 127.0271903236467 37.48529616469724, 127.0271960038303 37.48439482647839, 127.0260649291691 37.48439029470354)))"
4944,ㅼ궗545443,73.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9852598292245 37.49683858288647, 126.9852536424627 37.49773991350137, 126.9863849114795 37.49774483745398, 126.986391084646 37.49684350667969, 126.9852598292245 37.49683858288647)))"
4945,ㅼ궗545436,99.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9853031288424 37.49052926469758, 126.9852969440092 37.49143059628362, 126.9864281178715 37.49143551912064, 126.9864342891136 37.49053418737525, 126.9853031288424 37.49052926469758)))"
4946,ㅼ궗548441,40.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9886658874437 37.49505065916937, 126.9886597420153 37.49595199053881, 126.9897909846651 37.4959568816771, 126.9897971164993 37.49505555014932, 126.9886658874437 37.49505065916937)))"
4947,ㅼ궗551436,84.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9920900945805 37.49055863831722, 126.992083991294 37.49145997085412, 126.9932151667965 37.49146482871046, 126.9932212564918 37.49056349601629, 126.9920900945805 37.49055863831722)))"
4948,ㅼ궗564463,70.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0066351095051 37.51495692795958, 127.0066291757728 37.51585825876918, 127.0077607219489 37.51586297995716, 127.0077666420734 37.51496164899476, 127.0066351095051 37.51495692795958)))"
4949,ㅼ궗565427,82.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0079795910329 37.48251364199216, 127.0079736803936 37.48341497794656, 127.0091047373381 37.48341968280919, 127.0091106343916 37.48251834670249, 127.0079795910329 37.48251364199216)))"
4950,ㅼ궗595426,12.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.041916506399 37.48174873312609, 127.0419110035866 37.4826500736359, 127.0430420545614 37.4826544535405, 127.0430475437881 37.4817531128889, 127.041916506399 37.48174873312609)))"
4951,ㅼ궗578453,10.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0225340074062 37.50600869927462, 127.0225282667402 37.50691003357775, 127.0236596805017 37.50691460153038, 127.0236654075659 37.5060132670794, 127.0225340074062 37.50600869927462)))"
4953,ㅼ궗569436,48.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0124510499883 37.49064441993598, 127.0124451913446 37.49154575524979, 127.0135763716368 37.49155041816234, 127.0135822166891 37.49064908269758, 127.0124510499883 37.49064441993598)))"
4954,ㅼ궗572457,7.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0157223211762 37.50958639769394, 127.0157164978622 37.510487730548, 127.0168479644934 37.51049236411819, 127.0168537742032 37.50959103111416, 127.0157223211762 37.50958639769394)))"
4955,ㅼ궗546445,60.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.986378738038 37.49864616808952, 126.9863725643215 37.49954749858633, 126.9875038608058 37.49955241202445, 126.9875100209257 37.49865108136861, 126.986378738038 37.49864616808952)))"
4957,ㅼ궗606389,58.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0545558381812 37.44844656183409, 127.054550493626 37.44934790900816, 127.0556810449864 37.44935216471414, 127.0556863759782 37.44845081740223, 127.0545558381812 37.44844656183409)))"
4961,ㅼ궗562429,25.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0045745594799 37.48430213375279, 127.0045686075528 37.48520346897084, 127.0056996908793 37.48520820662146, 127.0057056292193 37.48430687125006, 127.0045745594799 37.48430213375279)))"
4962,ㅼ궗550443,74.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9909161090755 37.49686309353052, 126.9909099902904 37.49776442493883, 126.992041260676 37.49776929472861, 126.9920473658657 37.49686796316268, 126.9909161090755 37.49686309353052)))"
4963,ㅼ궗563461,173.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0055154710861 37.51314953435605, 127.005509524276 37.5140508652899, 127.006641042973 37.51405559701129, 127.0066469761767 37.51315426592432, 127.0055154710861 37.51314953435605)))"
4964,ㅼ궗577405,28.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0216785111676 37.46273991818681, 127.0216727691887 37.4636412589948, 127.0228035304921 37.46364583067424, 127.0228092588983 37.46274448971824, 127.0216785111676 37.46273991818681)))"
4965,ㅼ궗574430,6.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0181416247941 37.4852596061435, 127.0181358356547 37.48616094304024, 127.019266935703 37.48616555090621, 127.0192727112546 37.48526421386032, 127.0181416247941 37.4852596061435)))"
4967,ㅼ궗559453,146.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0010374536432 37.50591985216097, 127.0010314545455 37.50682118358838, 127.002162863345 37.50682595742951, 127.0021688488412 37.50592462584759, 127.0010374536432 37.50591985216097)))"
4968,ㅼ궗580404,110.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0250764561313 37.4618522589341, 127.0250707551245 37.46275360032367, 127.0262015036188 37.46275813939768, 127.0262071910534 37.46185679786112, 127.0250764561313 37.4618522589341)))"
4969,ㅼ궗598417,60.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0453587668518 37.47364976529366, 127.0453533069855 37.47455110747453, 127.0464842364426 37.47455545363163, 127.0464896827288 37.47365411131005, 127.0453587668518 37.47364976529366)))"
4970,ㅼ궗565435,17.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0079322985462 37.48972432574516, 127.0079263858004 37.49062566059033, 127.0090575514539 37.49063036667162, 127.0090634506089 37.48972903167408, 127.0079322985462 37.48972432574516)))"
4971,ㅼ궗554453,54.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9953804816736 37.50589582119091, 126.9953744145683 37.50679715184052, 126.9965058220257 37.50680197986236, 126.9965118755295 37.50590064905649, 126.9953804816736 37.50589582119091)))"
4973,ㅼ궗546435,10.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9864404600809 37.48963285549112, 126.9864342891136 37.49053418737525, 126.9875654496597 37.49053909922314, 126.9875716070365 37.48963776718002, 126.9864404600809 37.48963285549112)))"
4974,ㅼ궗575457,53.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0191166810329 37.50960026544264, 127.0191108985314 37.51050159874554, 127.0202423659371 37.51050619980269, 127.0202481348344 37.50960486635087, 127.0191166810329 37.50960026544264)))"
4976,ㅼ궗559420,70.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0012352740393 37.47617583725411, 127.0012292837528 37.47707717325792, 127.0023602440207 37.47708194200217, 127.0023662207256 37.47618060584396, 127.0012352740393 37.47617583725411)))"
4977,ㅼ궗547409,9.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9877316026108 37.46620308537129, 126.9877254523601 37.46710442102078, 126.988856260024 37.46710931791526, 126.9888623966999 37.46620798210723, 126.9877316026108 37.46620308537129)))"
4978,ㅼ궗570466,192.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0134067518184 37.51768908632732, 127.0134008989503 37.51859041763239, 127.0145324875264 37.51859507423404, 127.0145383267849 37.51769374277828, 127.0134067518184 37.51768908632732)))"
4979,ㅼ궗595413,26.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0419880206607 37.47003129389185, 127.0419825210336 37.47093263620258, 127.0431133954422 37.47093701426413, 127.0431188814915 37.47003567181164, 127.0419880206607 37.47003129389185)))"
4980,ㅼ궗554449,167.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9954047473924 37.50229049720534, 126.995398681368 37.50319182840981, 126.996530034423 37.50319665580662, 126.9965360868484 37.5022953244459, 126.9954047473924 37.50229049720534)))"
4982,ㅼ궗578442,90.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0225971378592 37.49609401279102, 127.0225914000052 37.496995348619, 127.0237226641804 37.49699991494551, 127.0237283884393 37.49609857896973, 127.0225971378592 37.49609401279102)))"
4983,ㅼ궗568437,35.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0113140113133 37.49154108150695, 127.0113081388166 37.49244241653083, 127.0124393324399 37.49244709042495, 127.0124451913446 37.49154575524979, 127.0113140113133 37.49154108150695)))"
4984,ㅼ궗552441,35.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9931908053025 37.49507015810006, 126.9931847142508 37.49597149010067, 126.9943159579895 37.49597633791142, 126.994322035447 37.49507500575388, 126.9931908053025 37.49507015810006)))"
4985,ㅼ궗574465,64.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.017938851414 37.51680631504394, 127.0179330532425 37.51770764708835, 127.0190646292458 37.51771226017743, 127.0190704138082 37.51681092798373, 127.017938851414 37.51680631504394)))"
4986,ㅼ궗547444,53.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9875161807713 37.49774975057403, 126.9875100209257 37.49865108136861, 126.9886413040878 37.4986559838148, 126.9886474503374 37.49775465286153, 126.9875161807713 37.49774975057403)))"
4987,ㅼ궗563449,27.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0055868121501 37.50233355233233, 127.0055808685178 37.5032348849304, 127.0067122239773 37.50323961481441, 127.0067181540105 37.50233828206325, 127.0055868121501 37.50233355233233)))"
4988,ㅼ궗549425,9.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9898951887126 37.4806342268399, 126.9898890612466 37.48153556058705, 126.9910200867356 37.48154043836636, 126.9910262006171 37.4806391044613, 126.9898951887126 37.4806342268399)))"
4989,ㅼ궗576440,96.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0203461667845 37.49428217645882, 127.0203404022538 37.49518351226737, 127.0214716387277 37.49518809996177, 127.0214773896645 37.49428676400471, 127.0203461667845 37.49428217645882)))"
4990,ㅼ궗577452,132.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0214083615136 37.50510278634032, 127.0214026075021 37.50600412063389, 127.0225340074062 37.50600869927462, 127.0225397478165 37.50510736483287, 127.0214083615136 37.50510278634032)))"
4991,ㅼ궗553433,33.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9943706453632 37.48786434350018, 126.9943645700709 37.48876567676735, 126.9954957053435 37.48877051249374, 126.9955017670465 37.48786917907005, 126.9943706453632 37.48786434350018)))"
4992,ㅼ궗554430,190.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9955199505356 37.48516517796679, 126.9955138896425 37.48606651180657, 126.9966449844188 37.48607133623531, 126.9966510317243 37.48517000223934, 126.9955199505356 37.48516517796679)))"
