,gid,2030val,layer,geometry
1737,ㅼ궗590476,19.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0359824819435 37.52679349193654, 127.0359768987827 37.52769482480281, 127.0371086285771 37.52769926602377, 127.0371141981221 37.52679793301378, 127.0359824819435 37.52679349193654)))"
1738,ㅼ궗603421,49.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0509917793548 37.47727675783327, 127.050986386429 37.47817810016018, 127.0521173714202 37.47818239275387, 127.0521227507632 37.477281050288, 127.0509917793548 37.47727675783327)))"
1739,ㅼ궗617429,86.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0667837720315 37.48454661717643, 127.0667785674105 37.48544796030931, 127.0679096643857 37.48545210242112, 127.067914855419 37.48455075915415, 127.0667837720315 37.48454661717643)))"
1740,ㅼ궗621434,69.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0712823533214 37.48906983707147, 127.0712772019042 37.48997118004633, 127.0724083677484 37.48997527950887, 127.0724135055748 37.48907393640132, 127.0712823533214 37.48906983707147)))"
1741,ㅼ궗588451,22.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0338592289567 37.50425121775583, 127.0338536248083 37.50515255379882, 127.0349850138905 37.50515701309931, 127.0349906044381 37.50425567691199, 127.0338592289567 37.50425121775583)))"
1743,ㅼ궗603416,150.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.051018740381 37.47277004412121, 127.0510133486561 37.47367138714063, 127.0521442657398 37.47367567903949, 127.052149643885 37.47277433588111, 127.051018740381 37.47277004412121)))"
1744,ㅼ궗626437,31.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0769228658017 37.49179425591378, 127.0769177816592 37.49269559913331, 127.0780489894176 37.49269964483886, 127.0780540599676 37.49179830148838, 127.0769228658017 37.49179425591378)))"
1745,ㅼ궗588442,99.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0339096550606 37.49613918713243, 127.0339040531584 37.49704052442271, 127.035035319856 37.49704498242433, 127.035040908163 37.49614364498974, 127.0339096550606 37.49613918713243)))"
1746,ㅼ궗619445,53.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0689630722291 37.49897636809908, 127.0689578910925 37.49987770928421, 127.0700892060154 37.49988183187433, 127.0700943735546 37.49898049055576, 127.0689630722291 37.49897636809908)))"
1747,ㅼ궗647435,23.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1006875866544 37.49007424631836, 127.100682788387 37.49097559249123, 127.1018139735761 37.49097941049627, 127.1018187582519 37.49007806419981, 127.1006875866544 37.49007424631836)))"
1748,ㅼ궗600426,26.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0475716957835 37.48177052367381, 127.0475662608995 37.48267186488908, 127.0486973130907 37.48267619065874, 127.048702734389 37.48177484930342, 127.0475716957835 37.48177052367381)))"
1749,ㅼ궗617425,91.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0668045881976 37.48094124326017, 127.0667993845038 37.48184258694694, 127.0679304271317 37.4818467285224, 127.0679356172403 37.48094538470154, 127.0668045881976 37.48094124326017)))"
1750,ㅼ궗598464,162.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0451018900707 37.51601269803514, 127.0450964187626 37.5169140337043, 127.0462279871733 37.5169183864786, 127.0462334448728 37.51601705066858, 127.0451018900707 37.51601269803514)))"
1751,ㅼ궗607460,59.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0553072849258 37.51244613241385, 127.0553019370492 37.51334746989235, 127.0564334531946 37.51335172455272, 127.0564387874649 37.5124503869365, 127.0553072849258 37.51244613241385)))"
1752,ㅼ궗585457,87.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0304312305384 37.50964578684368, 127.0304255840792 37.51054712161993, 127.0315570540274 37.51055161429981, 127.0315626868823 37.50965027937815, 127.0304312305384 37.50964578684368)))"
1753,ㅼ궗641416,115.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.09399323682 37.47292552224693, 127.0939883611307 37.47382687030036, 127.0951192868917 37.4738307509004, 127.0951241490009 37.47292940272135, 127.09399323682 37.47292552224693)))"
1754,ㅼ궗604433,232.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0520581828307 37.48809715073688, 127.0520528006117 37.48899849154061, 127.0531839488823 37.48900277497276, 127.0531893175113 37.48810143403036, 127.0520581828307 37.48809715073688)))"
1755,ㅼ궗608436,49.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0565667386966 37.49081824258926, 127.0565614101257 37.49171958353001, 127.0576926001228 37.49172382405595, 127.0576979151019 37.49082248297793, 127.0565667386966 37.49081824258926)))"
1756,ㅼ궗601434,177.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0486593572407 37.4889855762673, 127.0486539340104 37.48988691651443, 127.0497850951505 37.48989123257473, 127.0497905047903 37.48898989218788, 127.0486593572407 37.4889855762673)))"
1758,ㅼ궗588447,77.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0338816430541 37.50064587219797, 127.0338760399041 37.50154720879532, 127.0350073745871 37.50155166751851, 127.0350129641388 37.50065033077684, 127.0338816430541 37.50064587219797)))"
1759,ㅼ궗581463,7.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0258711986174 37.51503571139909, 127.0258654962173 37.51593704475844, 127.0269970467939 37.51594158167024, 127.0270027355861 37.51504024816405, 127.0258711986174 37.51503571139909)))"
1760,ㅼ궗631426,58.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0826340021117 37.48189958376418, 127.0826289883895 37.48280092915773, 127.0837600477848 37.48280491928687, 127.083765047921 37.48190357376414, 127.0826340021117 37.48189958376418)))"
1762,ㅼ궗647403,36.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1008410184266 37.46123109572492, 127.100836226993 37.46213244632556, 127.1019669775495 37.46213626037706, 127.1019717554108 37.46123490965291, 127.1008410184266 37.46123109572492)))"
1763,ㅼ궗582460,17.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0270198004424 37.51233624681374, 127.0270141124103 37.5132375807358, 127.0281456224185 37.51324210636833, 127.0281512968445 37.51234077229981, 127.0270198004424 37.51233624681374)))"
1764,ㅼ궗590474,6.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0359936475191 37.52499082578814, 127.0359880648556 37.52589215893165, 127.037119767419 37.5258965998652, 127.0371253364678 37.52499526657797, 127.0359936475191 37.52499082578814)))"
1765,ㅼ궗591433,116.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0373534540175 37.48804048247308, 127.0373478951298 37.4889418214423, 127.0384790402367 37.48894624565718, 127.0384845855345 37.48804490654473, 127.0373534540175 37.48804048247308)))"
1766,ㅼ궗606469,88.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0541275206796 37.52055389812907, 127.0541221570468 37.52145523422258, 127.0552537954384 37.52145950096449, 127.0552591454594 37.5205581647329, 127.0541275206796 37.52055389812907)))"
1768,ㅼ궗591454,59.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0372366653653 37.5069685717273, 127.0372311012756 37.50786990778649, 127.0383625319088 37.50787433500975, 127.0383680823959 37.50697299880727, 127.0372366653653 37.5069685717273)))"
1769,ㅼ궗595478,125.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.041630034903 37.52861825590561, 127.0416245193303 37.52951958920976, 127.0427562775928 37.52952397649224, 127.0427617795484 37.52862264304613, 127.041630034903 37.52861825590561)))"
1770,ㅼ궗618431,118.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0679044731212 37.48635344554965, 127.0678992816254 37.48725478853969, 127.069030406009 37.48725892009082, 127.0690355839159 37.48635757696702, 127.0679044731212 37.48635344554965)))"
1771,ㅼ궗644432,100.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0973085889806 37.48735868946299, 127.0973037505848 37.48826003567817, 127.0984348943579 37.48826388580067, 127.0984397191638 37.48736253946087, 127.0973085889806 37.48735868946299)))"
1772,ㅼ궗582464,22.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0269970467939 37.51594158167024, 127.0269913577483 37.51684291503778, 127.0281229221868 37.51684744125621, 127.0281285976239 37.51594610774218, 127.0269970467939 37.51594158167024)))"
1773,ㅼ궗600440,65.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0474955853745 37.49438928808156, 127.0474901471005 37.49529062735739, 127.048621389555 37.49529495508797, 127.0486268142349 37.49439361567206, 127.0474955853745 37.49438928808156)))"
1774,ㅼ궗607438,167.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0554248779651 37.49261667283814, 127.0554195353265 37.49351801336424, 127.0565507522717 37.493522264996, 127.0565560813174 37.49262092433226, 127.0554248779651 37.49261667283814)))"
1775,ㅼ궗597427,29.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0441731057807 37.48265882261813, 127.0441676298958 37.48356016327264, 127.0452986949452 37.48356452166438, 127.0453041572439 37.48266318086877, 127.0441731057807 37.48265882261813)))"
1776,ㅼ궗590469,51.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0360215571065 37.52048415799145, 127.0360159756863 37.521385491828, 127.0371476101824 37.52138993204304, 127.037153177991 37.52048859806279, 127.0360215571065 37.52048415799145)))"
1777,ㅼ궗609443,12.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0576607052764 37.49713186761544, 127.0576553886399 37.49803320772391, 127.0587866740337 37.49803743837779, 127.0587919770741 37.49713609813239, 127.0576607052764 37.49713186761544)))"
1778,ㅼ궗650410,97.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1041999705564 37.46755195893765, 127.1041952183584 37.46845330893935, 127.1053260645747 37.46845709139026, 127.1053308031961 37.4675557412661, 127.1041999705564 37.46755195893765)))"
1780,ㅼ궗644416,29.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0973859740118 37.47293713119986, 127.0973811390628 37.47383847962915, 127.0985120654717 37.47384232775783, 127.0985168868406 37.47294097920395, 127.0973859740118 37.47293713119986)))"
1781,ㅼ궗610439,55.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0588131868738 37.4935307357657, 127.0588078847782 37.49443207656513, 127.0599391160275 37.49443629583963, 127.0599444045294 37.49353495490362, 127.0588131868738 37.4935307357657)))"
1782,ㅼ궗630439,94.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0814375840498 37.49361306057206, 127.0814325538298 37.49451440403644, 127.0825637896752 37.4945184066769, 127.0825688063013 37.49361706308295, 127.0814375840498 37.49361306057206)))"
1783,ㅼ궗606421,35.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0543846942983 37.47728960272265, 127.0543793421207 37.47819094546542, 127.0555103278289 37.47819520558327, 127.0555156664238 37.47729386270257, 127.0543846942983 37.47728960272265)))"
1784,ㅼ궗592455,37.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0383625319088 37.50787433500975, 127.0383569811744 37.50877567107363, 127.039488425658 37.50878008760306, 127.0394939627892 37.50787875139623, 127.0383625319088 37.50787433500975)))"
1785,ㅼ궗620445,135.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0700943735546 37.49898049055576, 127.0700892060154 37.49988183187433, 127.0712205211684 37.49988594363065, 127.0712256751102 37.49898460217899, 127.0700943735546 37.49898049055576)))"
1786,ㅼ궗584465,27.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0292544868782 37.51685195663444, 127.0292488247974 37.51775329015598, 127.0303804033501 37.51775779483979, 127.0303860518217 37.51685646117246, 127.0292544868782 37.51685195663444)))"
1787,ㅼ궗635414,165.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0872176819927 37.4710993171091, 127.0872127252646 37.47200066467813, 127.0883436225542 37.47200460996525, 127.0883485657034 37.47110326226849, 127.0872176819927 37.4710993171091)))"
1788,ㅼ궗593436,268.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0395991214354 37.49075333713763, 127.0395935889882 37.49165467597729, 127.0407247753617 37.49165907896095, 127.0407302942172 37.49075773997877, 127.0395991214354 37.49075333713763)))"
1789,ㅼ궗601461,125.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0485128452005 37.51332171431205, 127.0485074154441 37.51422305081844, 127.049638943758 37.51422737065235, 127.0496443599075 37.51332603400613, 127.0485128452005 37.51332171431205)))"
1791,ㅼ궗580450,6.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0248139468413 37.50331381942111, 127.0248082341423 37.50421515443544, 127.0259396076098 37.50421970027401, 127.0259453067089 37.50331836511255, 127.0248139468413 37.50331381942111)))"
1792,ㅼ궗649410,52.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1030691381284 37.46754816578785, 127.1030643723539 37.46844951566672, 127.1041952183584 37.46845330893935, 127.1041999705564 37.46755195893765, 127.1030691381284 37.46754816578785)))"
1793,ㅼ궗600463,114.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0473704437662 37.51512005637295, 127.0473649999179 37.51602139246206, 127.0484965552056 37.51602572341555, 127.0485019854458 37.51512438718628, 127.0473704437662 37.51512005637295)))"
1794,ㅼ궗631436,124.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0825838548391 37.4909130314705, 127.0825788388833 37.49181437547976, 127.0837100341723 37.49181836690082, 127.083715036536 37.49091702276235, 127.0825838548391 37.4909130314705)))"
1795,ㅼ궗606458,43.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0541865048745 37.51063919195601, 127.0541811438691 37.51154052957357, 127.0553126325642 37.51154479479681, 127.0553179799644 37.5106434570412, 127.0541865048745 37.51063919195601)))"
1796,ㅼ궗599452,38.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0462989183079 37.50520101014011, 127.0462934635249 37.50610234761291, 127.0474248689144 37.50610668786091, 127.047430310096 37.50520535024764, 127.0462989183079 37.50520101014011)))"
1797,ㅼ궗581471,48.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0258255723038 37.52224637439213, 127.0258198678713 37.52314770664238, 127.0269515273328 37.52315224472893, 127.0269572181526 37.52225091233181, 127.0258255723038 37.52224637439213)))"
1799,ㅼ궗591469,58.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.037153177991 37.52048859806279, 127.0371476101824 37.52138993204304, 127.0382792449265 37.52139436141606, 127.0382847991234 37.52049302729247, 127.037153177991 37.52048859806279)))"
1800,ㅼ궗607474,89.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0552323929712 37.52506484450539, 127.0552270417586 37.52596618004423, 127.0563587484567 37.52597043663271, 127.0563640860546 37.52506910095612, 127.0552323929712 37.52506484450539)))"
1801,ㅼ궗618447,75.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0678213814349 37.50077491677312, 127.0678161862381 37.50167625754748, 127.0689475281269 37.50168039123901, 127.0689527097251 37.50077905033085, 127.0678213814349 37.50077491677312)))"
1802,ㅼ궗621443,119.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0712359823052 37.49718191886023, 127.0712308288225 37.49808326058886, 127.0723621170108 37.49808736124589, 127.0723672568973 37.49718601938455, 127.0712359823052 37.49718191886023)))"
1803,ㅼ궗615423,62.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.064552991838 37.47913024064759, 127.0645477614395 37.48003158434209, 127.0656787764334 37.48003574730154, 127.0656839932478 37.47913440347227, 127.064552991838 37.47913024064759)))"
1804,ㅼ궗633425,27.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.084901080281 37.48100620714725, 127.084896093953 37.48190755293724, 127.0860271402071 37.48191152128344, 127.0860321129497 37.48101017536501, 127.084901080281 37.48100620714725)))"
1805,ㅼ궗641424,31.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0939542252245 37.48013630279952, 127.0939493477976 37.48103764974585, 127.0950803822212 37.48104153135114, 127.0950852460631 37.48014018427914, 127.0939542252245 37.48013630279952)))"
1806,ㅼ궗584482,30.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0291581971954 37.53217460764697, 127.0291525308253 37.53307593881175, 127.030284340826 37.53308044597439, 127.0302899935766 37.53217911466378, 127.0291581971954 37.53217460764697)))"
1807,ㅼ궗628426,44.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.079240866026 37.48188754880314, 127.0792358115458 37.48278889380706, 127.0803668702694 37.48279291641782, 127.0803719111636 37.48189157128367, 127.079240866026 37.48188754880314)))"
1808,ㅼ궗656418,195.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1109475978143 37.47478529256398, 127.1109429254113 37.47568664218853, 127.1120738815194 37.47569036067196, 127.1120785403411 37.474789010927, 127.1109475978143 37.47478529256398)))"
1809,ㅼ궗587435,46.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0328177036874 37.48982535454325, 127.0328120899405 37.49072669265895, 127.0339432612348 37.4907311604806, 127.0339488613907 37.48982982222027, 127.0328177036874 37.48982535454325)))"
1810,ㅼ궗595466,46.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0416962026153 37.51780224544537, 127.0416906899901 37.51870358041265, 127.042822284887 37.51870796599173, 127.0428277839024 37.51780663088252, 127.0416962026153 37.51780224544537)))"
1811,ㅼ궗589430,100.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0351079484358 37.48532758496602, 127.0351023631149 37.48622892406346, 127.0362334669584 37.48623336950536, 127.0362390386913 37.485332030264, 127.0351079484358 37.48532758496602)))"
1812,ㅼ궗593442,83.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0395659230557 37.49616136809712, 127.0395603891298 37.4970627061054, 127.040691657066 37.49706710994429, 127.0406971773966 37.49616577179346, 127.0395659230557 37.49616136809712)))"
1813,ㅼ궗591439,190.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0373200969773 37.49344851421002, 127.0373145366039 37.49434985234786, 127.0384457632625 37.49435427742211, 127.0384513100424 37.49345293914103, 127.0373200969773 37.49344851421002)))"
1814,ㅼ궗649413,29.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1030548401679 37.47025221500941, 127.1030500737565 37.47115356447321, 127.1041809604944 37.47115735811433, 127.1041857133274 37.47025600852769, 127.1030548401679 37.47025221500941)))"
1815,ㅼ궗589455,60.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0349682407533 37.50786102082971, 127.0349626492095 37.50876235646267, 127.0360940929496 37.50876680550342, 127.0360996708902 37.50786546972648, 127.0349682407533 37.50786102082971)))"
1816,ㅼ궗591436,58.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0373367766117 37.49074449896509, 127.0373312169812 37.49164583751863, 127.0384624028612 37.49165026216318, 127.0384679489 37.49074892346641, 127.0373367766117 37.49074449896509)))"
1817,ㅼ궗603460,28.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0507812771578 37.51242900593707, 127.0507758748558 37.51333034286127, 127.0519073900447 37.51333464087749, 127.0519127787403 37.51243330381418, 127.0507812771578 37.51242900593707)))"
1818,ㅼ궗592476,16.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0382459145488 37.52680236324692, 127.0382403586197 37.52770369640028, 127.0393720889098 37.5277081159323, 127.039377631223 37.52680678263593, 127.0382459145488 37.52680236324692)))"
1820,ㅼ궗633437,128.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0848412296841 37.49182234749114, 127.0848362406902 37.49272369162004, 127.085967450017 37.49272766150814, 127.0859724254181 37.49182631725074, 127.0848412296841 37.49182234749114)))"
1821,ㅼ궗615437,89.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0644797450562 37.49174903976932, 127.0644745113953 37.49265038152511, 127.0656057166294 37.49265454637172, 127.0656109366978 37.4917532044811, 127.0644797450562 37.49174903976932)))"
1823,ㅼ궗580468,171.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0247110793166 37.51953782846913, 127.0247053620354 37.5204391609881, 127.0258369804065 37.52044370947568, 127.0258426840768 37.5195423768095, 127.0247110793166 37.51953782846913)))"
1824,ㅼ궗605461,15.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0530389054736 37.51333892805473, 127.0530335301449 37.51424026511826, 127.0541650594202 37.51424454159496, 127.054170421142 37.51334320439303, 127.0530389054736 37.51333892805473)))"
1825,ㅼ궗605472,21.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0529797636863 37.52325362813307, 127.0529743857231 37.52415496367249, 127.0541060647148 37.52415924167184, 127.0541114290644 37.52325790599397, 127.0529797636863 37.52325362813307)))"
1827,ㅼ궗642415,29.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0951290108936 37.47202805440389, 127.0951241490009 37.47292940272135, 127.0962550613984 37.47293327237232, 127.0962599097116 37.47203192392958, 127.0951290108936 37.47202805440389)))"
1828,ㅼ궗589457,111.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0349570574167 37.50966369195702, 127.0349514653747 37.51056502731278, 127.0360829363228 37.51056947664153, 127.0360885147604 37.50966814114177, 127.0349570574167 37.50966369195702)))"
1829,ㅼ궗611427,69.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0600078481837 37.48271885286865, 127.0600025625075 37.48362019546661, 127.061133630908 37.48362440227497, 127.0611389029977 37.48272305954083, 127.0600078481837 37.48271885286865)))"
1830,ㅼ궗586468,30.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0315007116763 37.51956495589268, 127.0314950760608 37.52046628928957, 127.0326266959471 37.52047077272751, 127.0326323179517 37.51956943918552, 127.0315007116763 37.51956495589268)))"
1831,ㅼ궗602447,93.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0497201606751 37.50070730641132, 127.049714747902 37.50160864499723, 127.0508460860155 37.50161295203975, 127.0508514851902 37.50071161331445, 127.0497201606751 37.50070730641132)))"
1832,ㅼ궗603438,96.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0509000669417 37.49259955855266, 127.050894669931 37.49350089852476, 127.0520258859208 37.49350519348149, 127.0520312693385 37.49260385337036, 127.0509000669417 37.49259955855266)))"
1833,ㅼ궗603475,121.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0507002173556 37.52594904525159, 127.0506948114429 37.52685038009736, 127.0518265307993 37.52685468020047, 127.0518319230967 37.52595334521554, 127.0507002173556 37.52594904525159)))"
1834,ㅼ궗610443,11.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0587919770741 37.49713609813239, 127.0587866740337 37.49803743837779, 127.0599179596638 37.49804165819864, 127.0599232491081 37.49714031781665, 127.0587919770741 37.49713609813239)))"
1835,ㅼ궗586465,54.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0315176170169 37.51686095487027, 127.0315119821544 37.51776228868302, 127.0326435612096 37.51776677168569, 127.032649182463 37.51686543772784, 127.0315176170169 37.51686095487027)))"
1836,ㅼ궗585460,28.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0304142904063 37.51234979075658, 127.0304086431925 37.51325112511699, 127.0315401539571 37.51325561823309, 127.0315457875648 37.51235428372728, 127.0304142904063 37.51234979075658)))"
1837,ㅼ궗605453,22.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0530818994851 37.50612822655901, 127.0530765260715 37.50702956473087, 127.0542079465081 37.50703384010044, 127.0542133063197 37.5061325017902, 127.0530818994851 37.50612822655901)))"
1838,ㅼ궗587450,28.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0327334712237 37.50334541172747, 127.0327278537249 37.50424674776436, 127.0338592289567 37.50425121775583, 127.0338648328554 37.50334988157426, 127.0327334712237 37.50334541172747)))"
1839,ㅼ궗594457,51.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0406143466142 37.50968582950622, 127.040608822594 37.51058716557849, 127.0417402947785 37.51059156071817, 127.0417458051943 37.50969022450366, 127.0406143466142 37.50968582950622)))"
1840,ㅼ궗599440,99.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0463643567564 37.4943849496595, 127.0463589048882 37.49528628879491, 127.0474901471005 37.49529062735739, 127.0474955853745 37.49438928808156, 127.0463643567564 37.4943849496595)))"
1841,ㅼ궗613436,40.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0622226230845 37.49083933623031, 127.0622173624729 37.4917406778539, 127.0633485536477 37.49174486422692, 127.0633538006674 37.49084352246778, 127.0622226230845 37.49083933623031)))"
1842,ㅼ궗653418,77.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1075547714852 37.47477407252955, 127.1075500583378 37.47567542179085, 127.1086810138199 37.47567917274797, 127.1086857133858 37.47477782336524, 127.1075547714852 37.47477407252955)))"
1843,ㅼ궗600418,92.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0476151661424 37.47455978896487, 127.0476097331945 37.47546113128831, 127.0487406767171 37.47546545593773, 127.0487460960841 37.47456411347429, 127.0476151661424 37.47455978896487)))"
1844,ㅼ궗594480,49.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0404872318772 37.53041652410533, 127.0404817021947 37.53131785698993, 127.0416134874477 37.53132225540225, 127.0416190035118 37.53042092237532, 127.0404872318772 37.53041652410533)))"
1845,ㅼ궗614442,219.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0633223150432 37.49625157094511, 127.063317066621 37.49715291187327, 127.0644483395937 37.49715708822673, 127.0644535744203 37.49625574716338, 127.0633223150432 37.49625157094511)))"
1846,ㅼ궗586439,29.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0316640353787 37.49342622708789, 127.0316584070381 37.49432756450429, 127.0327896324523 37.49433204373594, 127.0327952471994 37.49343070617456, 127.0316640353787 37.49342622708789)))"
1847,ㅼ궗637438,230.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0893610793244 37.49273950618588, 127.0893561444817 37.49364085068827, 127.0904873682846 37.49364477737907, 127.090492289534 37.49274343274958, 127.0893610793244 37.49273950618588)))"
1848,ㅼ궗638414,97.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0906103337847 37.4711111201192, 127.0906054177931 37.47201246807037, 127.0917363157413 37.47201638088835, 127.091741218154 37.47111503281049, 127.0906103337847 37.4711111201192)))"
1849,ㅼ궗601466,42.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0484856939996 37.51782839545841, 127.0484802630337 37.51872973127199, 127.0496118593912 37.51873405180496, 127.0496172767472 37.51783271585155, 127.0484856939996 37.51782839545841)))"
1851,ㅼ궗588455,73.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0338368108655 37.50785656109622, 127.0338312057186 37.50875789658483, 127.0349626492095 37.50876235646267, 127.0349682407533 37.50786102082971, 127.0338368108655 37.50785656109622)))"
1852,ㅼ궗618427,121.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.067925236792 37.48274807220478, 127.0679200462211 37.48364941574869, 127.0690511162527 37.48365354676485, 127.0690562932371 37.48275220308718, 127.067925236792 37.48274807220478)))"
1853,ㅼ궗603464,9.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.050759666506 37.51603435280259, 127.0507542632413 37.51693568917258, 127.0518858328616 37.51693998774522, 127.0518912225175 37.51603865123612, 127.050759666506 37.51603435280259)))"
1854,ㅼ궗608437,98.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0565614101257 37.49171958353001, 127.0565560813174 37.49262092433226, 127.057687284907 37.49262516499548, 127.0576926001228 37.49172382405595, 127.0565614101257 37.49171958353001)))"
1855,ㅼ궗578463,78.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0224765892376 37.5150220360673, 127.0224708460139 37.51592336898405, 127.0236023958267 37.51592793841535, 127.0236081254425 37.5150266053507, 127.0224765892376 37.5150220360673)))"
