"","pre"
"1153",-6.09759650683722
"1154",-4.57879847976833
"1155",-5.99938007197356
"1156",-5.26676929231297
"1157",-6.1839100558137
"1158",-4.47309703396872
"1159",-5.47581102990631
"1160",-5.11402818472095
"1161",-5.78949707400861
"1162",-6.16081206383408
"1163",-5.05219513979818
"1164",-5.53150639368601
"1165",-4.97244466608366
"1166",-5.17281819153175
"1167",-5.21151584015495
"1168",-5.4996864574949
"1169",-5.9760281279971
"1170",-4.20951732443832
"1171",-5.5205652395904
"1172",-5.02450743929964
"1173",-5.22448664794906
"1174",-5.18276256986354
"1175",-6.04140933538921
"1176",-3.94360460282905
"1177",-6.11218471229803
"1178",-4.74024408185892
"1179",-5.80286959568103
"1180",-5.60341404595124
"1181",-5.57869647816303
"1182",-6.40843201643167
"1183",-5.98427219733435
"1184",-4.06794964268512
"1185",-4.88666255147028
"1186",-5.41498182611659
"1187",-5.9317842421397
"1188",-23.9585368488196
"1189",-4.07595427966888
"1190",-4.33524916923328
"1191",-3.76624161027026
"1192",-5.85271263100547
"1193",-6.2174067236256
"1194",-5.5974446322078
"1195",-6.1863414233905
"1196",-6.16932185035289
"1197",-5.72628151701175
"1198",-5.69007433628368
"1199",-4.70889535325938
"1200",-5.00659671427825
"1201",-5.18629047310763
"1202",-5.99521335142997
"1203",-5.39225167244319
"1204",-5.99310429913191
"1205",-4.53297362501125
"1206",-5.98427219733435
"1207",-5.08360332519127
"1208",-5.15152880227955
"1209",-5.16516609822034
"1210",-2.53592449979315
"1211",-5.86740030928326
"1212",-5.06324302153256
"1213",-4.31000990352438
"1214",-5.20369030306144
"1215",-3.62419560482287
"1216",-4.87916625966262
"1217",-4.51815415477204
"1218",-3.33659585562997
"1219",-6.15351796110367
"1220",-4.26274717568574
"1221",-6.19120415854411
"1222",-4.45554921606692
"1223",-5.14262912385775
"1224",-14.0028189105713
"1225",-6.19120415854411
"1226",-5.24495824436676
"1227",-5.86108294432883
"1228",-4.54450865533966
"1229",-6.04494184701978
"1230",-4.49555463944176
"1231",-4.44240653434075
"1232",-5.79249066567767
"1233",-3.97093431563782
"1234",-4.96791582112519
"1235",-5.47049245778196
"1236",-5.42116829757383
"1237",-4.5491209905385
"1238",-5.27579426587802
"1239",-4.17738746846929
"1240",-5.5867319506044
"1241",-4.07058861242503
"1242",-5.06955956783275
"1243",-6.15108659352687
"1244",-6.01831134340959
"1245",-6.04345127968783
"1246",-6.0341152326588
"1247",-5.58776812368019
"1248",-5.44101435898122
"1249",-5.64617346490526
"1250",-2.37698994837296
"1251",-4.57781192425537
"1252",-5.73032388786068
"1253",-5.45870489590608
"1254",-5.54486902772107
"1255",-6.12677291775885
"1256",-5.70246424484506
"1257",-5.71412467912774
"1258",-5.97576396143736
"1259",-4.61364545944591
"1260",-5.84446856166822
"1261",-5.86175385188739
"1262",-5.75492103861851
"1263",-5.81563278096798
"1264",-5.89769293117632
"1265",-5.92287201335104
"1266",-5.85445974915698
"1267",-6.09759650683722
"1268",-6.04505638675441
"1269",-6.30915188350447
"1270",-4.72002966090064
"1271",-6.10853766093283
"1272",-6.05397366161674
"1273",-5.53393776126281
"1274",-3.06766089766403
"1275",-5.91254685381869
"1276",-5.16435418847765
"1277",-5.41536975341719
"1278",-4.3838076148989
"1279",-6.03316526605196
"1280",-5.31107279207813
"1281",-5.54332577491097
"1282",-5.34360684084693
"1283",-6.16932185035289
"1284",-5.90529240306863
"1285",-5.69805507269697
"1286",-4.71346946968743
"1287",-10.8238117099322
"1288",-6.12434155018204
"1289",-5.13223067672732
"1290",-6.0341152326588
"1291",-5.61959115106162
"1292",-5.27702412547504
"1293",-6.05504757424318
"1294",-4.05862907650689
"1295",-2.73014835886421
"1296",-5.03677557461519
"1297",-5.11970542910446
"1298",-6.04262501917761
"1299",-3.16425634110034
"1300",-4.85531227123941
"1301",-2.68762028253669
"1302",-5.01802992920224
"1303",-4.75267004873802
"1304",-5.31008584667051
"1305",-6.00642022270713
"1306",-5.84518053438706
"1307",-4.63730655028534
"1308",-6.19363552612091
"1309",-5.97600319453628
"1310",-4.37421534007092
"1311",-5.11859949956939
"1312",-5.6312937185315
"1313",-5.93181257806981
"1314",-6.0353309164472
"1315",-5.53682429879564
"1316",-5.74648265677019
"1317",-6.07914769771779
"1318",-6.17866148379249
"1319",-5.28245038901143
"1320",-5.20822411224511
