gid,acci_cnt,2030val,과속방지턱,무인카메라,신호등,버스아침승차,버스아침하차,버스저녁승차,버스저녁하차,관광여가오락,부동산,생활서비스,소매점,숙박,스포츠,음식점,학교,교육,출근시간자전거,퇴근시간자전거,지하철아침승차,지하철아침하차,지하철저녁승차,지하철저녁하차
다사622438,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,474,0.0,0.0,0.0,0.0
다사576467,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,0.0,23.0,0.0,0.0,60,361,0.0,0.0,0.0,0.0
다사594470,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,5.0,0.0,0.0,17,141,0.0,0.0,0.0,0.0
다사631440,0.0,20.0,0.0,0.0,2.0,568.6666666666666,259.91666666666663,212.33333333333331,800.4999999999999,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,79,147,0.0,0.0,0.0,0.0
다사618441,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,10.0,0.0,0.0,12.0,0.0,3.0,33,121,0.0,0.0,0.0,0.0
다사579467,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,17.0,0.0,1.0,26,164,0.0,0.0,0.0,0.0
다사593449,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,20.0,0.0,1.0,31,56,0.0,0.0,0.0,0.0
다사616463,0.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,156,519,0.0,0.0,0.0,0.0
다사598434,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,37,119,0.0,0.0,0.0,0.0
다사602443,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29,74,0.0,0.0,0.0,0.0
다사614463,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,58,192,0.0,0.0,0.0,0.0
다사635436,0.0,65.0,0.0,0.0,6.0,5287.25,3673.250000000001,1990.5,3878.25,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,55,113,0.0,0.0,0.0,0.0
다사577461,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,55,301,0.0,0.0,0.0,0.0
다사586464,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,75,412,0.0,0.0,0.0,0.0
다사639410,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,13,0.0,0.0,0.0,0.0
다사599419,0.0,64.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,10.0,0.0,2.0,140,372,0.0,0.0,0.0,0.0
