,gid,geometry
921,다사609469,"MULTIPOLYGON (((127.0575223957335 37.52056666541522, 127.0575170729361 37.52146800192192, 127.0586487120409 37.52147223613743, 127.0586540212264 37.5205708994937, 127.0575223957335 37.52056666541522)))"
922,다사598452,"MULTIPOLYGON (((127.0451675267628 37.50519665919683, 127.0451620583784 37.5060979965288, 127.0462934635249 37.50610234761291, 127.0462989183079 37.50520101014011, 127.0451675267628 37.50519665919683)))"
923,다사641410,"MULTIPOLYGON (((127.094022486396 37.4675174310204, 127.0940176120094 37.46841877990409, 127.095148456299 37.46842265975035, 127.0951533171091 37.46752131074103, 127.094022486396 37.4675174310204)))"
924,다사587472,"MULTIPOLYGON (((127.0326098284308 37.52317477252176, 127.0326042054244 37.52407610550929, 127.0337358800112 37.52408057868458, 127.0337414894042 37.52317924555231, 127.0326098284308 37.52317477252176)))"
925,다사636424,"MULTIPOLYGON (((127.0882991243021 37.48011673300811, 127.0882941789508 37.48101807932087, 127.089425212282 37.48102201505899, 127.0894301440485 37.48012066861881, 127.0882991243021 37.48011673300811)))"
926,다사593470,"MULTIPOLYGON (((127.0394108799181 37.52139877994704, 127.039405339086 37.52230011407502, 127.0405369879366 37.52230452190663, 127.0405425151564 37.52140318763602, 127.0394108799181 37.52139877994704)))"
927,다사594473,"MULTIPOLYGON (((127.0405259327583 37.52410719003209, 127.0405204047998 37.52500852388693, 127.0416520947371 37.52501292130306, 127.0416576090815 37.52411158730591, 127.0405259327583 37.52410719003209)))"
928,다사626435,"MULTIPOLYGON (((127.0769330334075 37.48999156905939, 127.0769279497178 37.49089291255581, 127.0780591302916 37.49089695799945, 127.0780642003899 37.48999561437207, 127.0769330334075 37.48999156905939)))"
929,다사628434,"MULTIPOLYGON (((127.0792004238797 37.48909830495834, 127.0791953675981 37.48999964885476, 127.0803265350315 37.49000367250746, 127.0803315777223 37.48910232848078, 127.0792004238797 37.48909830495834)))"
930,다사589435,"MULTIPOLYGON (((127.0350800193433 37.48983427906757, 127.0350744327784 37.49073561747217, 127.036205604571 37.49074006363367, 127.0362111775448 37.48983872508514, 127.0350800193433 37.48983427906757)))"
931,다사626440,"MULTIPOLYGON (((127.0769076126946 37.49449828515696, 127.0769025278727 37.49539962796112, 127.0780337764127 37.49540367405957, 127.0780388476402 37.49450233112446, 127.0769076126946 37.49449828515696)))"
932,다사589453,"MULTIPOLYGON (((127.0349794230938 37.50605834914802, 127.0349738320481 37.50695968505817, 127.0361052485825 37.50696413381094, 127.0361108260263 37.50606279775681, 127.0349794230938 37.50605834914802)))"
933,다사606456,"MULTIPOLYGON (((127.0541972261689 37.5088365163053, 127.054191865641 37.50973785419993, 127.0553233271265 37.50974211914708, 127.0553286740503 37.50884078111442, 127.0541972261689 37.5088365163053)))"
934,다사610462,"MULTIPOLYGON (((127.0586911789038 37.5142615391085, 127.0586858713734 37.51516287672198, 127.0598174154445 37.51516709913869, 127.0598227093672 37.51426576138854, 127.0586911789038 37.5142615391085)))"
935,다사638412,"MULTIPOLYGON (((127.090620165111 37.46930842380167, 127.0906152495573 37.47020977202963, 127.0917461203484 37.47021368459423, 127.0917510223245 37.4693123362396, 127.090620165111 37.46930842380167)))"
936,다사587455,"MULTIPOLYGON (((127.0327053812273 37.507852090526, 127.0326997624773 37.50875342586989, 127.0338312057186 37.50875789658483, 127.0338368108655 37.50785656109622, 127.0327053812273 37.507852090526)))"
937,다사587459,"MULTIPOLYGON (((127.0326829047254 37.51145743107001, 127.0326772849742 37.51235876585949, 127.033808782634 37.51236323715325, 127.0338143887797 37.51146190221904, 127.0326829047254 37.51145743107001)))"
938,다사654408,"MULTIPOLYGON (((127.1087326975349 37.46576432192912, 127.1087280000616 37.46666567269526, 127.1098588199658 37.46666941161705, 127.1098635038637 37.46576806072985, 127.1087326975349 37.46576432192912)))"
939,다사646419,"MULTIPOLYGON (((127.0996333758754 37.47564886200386, 127.0996285674442 37.47655021026687, 127.100759535026 37.47655403711963, 127.1007643298753 37.47565268873272, 127.0996333758754 37.47564886200386)))"
940,다사651414,"MULTIPOLYGON (((127.1053118474439 37.47116114093264, 127.1053071079782 37.47206249050341, 127.1064380087178 37.47206626262109, 127.1064427346045 37.47116491292819, 127.1053118474439 37.47116114093264)))"
941,다사600425,"MULTIPOLYGON (((127.0475771304255 37.48086918232001, 127.0475716957835 37.48177052367381, 127.048702734389 37.48177484930342, 127.0487081554459 37.48087350780959, 127.0475771304255 37.48086918232001)))"
942,다사611435,"MULTIPOLYGON (((127.059965556182 37.48992958977456, 127.0599602686221 37.49083093126458, 127.0610914457359 37.49083513916256, 127.0610967197045 37.48993379753633, 127.059965556182 37.48992958977456)))"
943,다사593454,"MULTIPOLYGON (((127.0394994996738 37.50697741505084, 127.0394939627892 37.50787875139623, 127.0406253939163 37.50788315694597, 127.0406309171983 37.50698182045797, 127.0394994996738 37.50697741505084)))"
944,다사610463,"MULTIPOLYGON (((127.0586858713734 37.51516287672198, 127.0586805636067 37.51606421419695, 127.059812121286 37.5160684367503, 127.0598174154445 37.51516709913869, 127.0586858713734 37.51516287672198)))"
945,다사607466,"MULTIPOLYGON (((127.0552751940926 37.51785415520678, 127.0552698447865 37.51875549185405, 127.0564014425828 37.51875974734066, 127.0564067782789 37.51785841055568, 127.0552751940926 37.51785415520678)))"
946,다사578471,"MULTIPOLYGON (((127.0224306362844 37.52223269551932, 127.0224248910138 37.5231340273269, 127.0235565497112 37.52313859794136, 127.0235622813691 37.52223726598586, 127.0224306362844 37.52223269551932)))"
947,다사589431,"MULTIPOLYGON (((127.0351023631149 37.48622892406346, 127.0350967775452 37.48713026302233, 127.0362278949773 37.48713470860815, 127.0362334669584 37.48623336950536, 127.0351023631149 37.48622892406346)))"
948,다사652431,"MULTIPOLYGON (((127.1063623658965 37.4864878388912, 127.10635763643 37.48738918623201, 127.1074887683155 37.48739294959725, 127.1074934841927 37.4864916021346, 127.1063623658965 37.4864878388912)))"
949,다사599433,"MULTIPOLYGON (((127.0464025130355 37.48807557183262, 127.0463970628668 37.48897691193778, 127.0475282099327 37.48898124951727, 127.0475336465115 37.4880799092717, 127.0464025130355 37.48807557183262)))"
950,다사592454,"MULTIPOLYGON (((127.0383680823959 37.50697299880727, 127.0383625319088 37.50787433500975, 127.0394939627892 37.50787875139623, 127.0394994996738 37.50697741505084, 127.0383680823959 37.50697299880727)))"
951,다사594462,"MULTIPOLYGON (((127.0405867240528 37.51419250848171, 127.0405811988022 37.51509384386106, 127.0417127390178 37.51509823971204, 127.0417182506609 37.51419690419042, 127.0405867240528 37.51419250848171)))"
952,다사649434,"MULTIPOLYGON (((127.1029547009341 37.48918052469304, 127.1029499300625 37.49008187125113, 127.1040811020856 37.4900856674723, 127.1040858593661 37.48918432079132, 127.1029547009341 37.48918052469304)))"
953,다사623438,"MULTIPOLYGON (((127.0735241597449 37.49268339703042, 127.0735190345962 37.49358473971647, 127.0746502552667 37.49358881804715, 127.0746553668222 37.49268747522907, 127.0735241597449 37.49268339703042)))"
954,다사593431,"MULTIPOLYGON (((127.0396267799754 37.48624664086104, 127.0396212487602 37.48714798039347, 127.0407523671813 37.48715238266452, 127.0407578848079 37.48625104298958, 127.0396267799754 37.48624664086104)))"
955,다사596471,"MULTIPOLYGON (((127.0428002863758 37.52231330504269, 127.0427947861356 37.52321463945894, 127.0439264493359 37.52321901490496, 127.0439319359633 37.52231768034709, 127.0428002863758 37.52231330504269)))"
956,다사591449,"MULTIPOLYGON (((127.0372644820965 37.50246188935266, 127.0372589192459 37.50336322610476, 127.0383902818724 37.50336765261159, 127.0383958311235 37.50246631571623, 127.0372644820965 37.50246188935266)))"
957,다사610442,"MULTIPOLYGON (((127.0587972798783 37.49623475774847, 127.0587919770741 37.49713609813239, 127.0599232491081 37.49714031781665, 127.0599285383168 37.49623897729615, 127.0587972798783 37.49623475774847)))"
958,다사616428,"MULTIPOLYGON (((127.0656579068522 37.48364112123397, 127.0656526888759 37.48454246437088, 127.0667837720315 37.48454661717643, 127.0667889764208 37.48364527390506, 127.0656579068522 37.48364112123397)))"
959,다사589480,"MULTIPOLYGON (((127.0348283774109 37.53039437007227, 127.0348227796369 37.53129570223999, 127.0359545636522 37.53130015488173, 127.0359601478079 37.53039882256994, 127.0348283774109 37.53039437007227)))"
960,다사594458,"MULTIPOLYGON (((127.040608822594 37.51058716557849, 127.0406032983278 37.51148850151217, 127.0417347841173 37.5114928967941, 127.0417402947785 37.51059156071817, 127.040608822594 37.51058716557849)))"
961,다사597448,"MULTIPOLYGON (((127.0440580609631 37.50158694726903, 127.0440525799539 37.50248828501406, 127.0451839304548 37.50249264636958, 127.045189397865 37.50159130848338, 127.0440580609631 37.50158694726903)))"
962,다사579459,"MULTIPOLYGON (((127.0236310413537 37.51142127170576, 127.0236253127587 37.51232260532495, 127.0247568083989 37.51232716332631, 127.0247625233885 37.51142582955961, 127.0236310413537 37.51142127170576)))"
963,다사589450,"MULTIPOLYGON (((127.0349961947368 37.50335434058607, 127.0349906044381 37.50425567691199, 127.0361219801686 37.50426012523279, 127.0361275568671 37.50335878876291, 127.0349961947368 37.50335434058607)))"
964,다사606461,"MULTIPOLYGON (((127.054170421142 37.51334320439303, 127.0541650594202 37.51424454159496, 127.0552965889343 37.51424880723234, 127.0553019370492 37.51334746989235, 127.054170421142 37.51334320439303)))"
965,다사586443,"MULTIPOLYGON (((127.0316415205122 37.49703157592192, 127.0316358911688 37.49793291278395, 127.0327671709626 37.49793739259562, 127.0327727867102 37.49703605558857, 127.0316415205122 37.49703157592192)))"
966,다사606443,"MULTIPOLYGON (((127.0542668913064 37.49711911106859, 127.0542615338817 37.49802045076413, 127.0553928185633 37.49802471391707, 127.0553981623919 37.49712337408354, 127.0542668913064 37.49711911106859)))"
967,다사597442,"MULTIPOLYGON (((127.0440909418921 37.49617891788915, 127.0440854623475 37.49708025646552, 127.0452167312636 37.49708461697409, 127.0452221972129 37.49618327825656, 127.0440909418921 37.49617891788915)))"
968,다사582479,"MULTIPOLYGON (((127.0269116844958 37.52946156762683, 127.0269059916478 37.53036289891482, 127.0280377602866 37.53036742733089, 127.028043439517 37.52946609589637, 127.0269116844958 37.52946156762683)))"
969,다사584477,"MULTIPOLYGON (((127.0291865252599 37.52766794974349, 127.0291808601518 37.52856928160146, 127.0303126020613 37.52857378803493, 127.030318253553 37.52767245603113, 127.0291865252599 37.52766794974349)))"
970,다사634439,"MULTIPOLYGON (((127.0859624743942 37.4936290056271, 127.0859574985498 37.49453034960763, 127.0870887352854 37.49453430892096, 127.0870936975359 37.49363296481228, 127.0859624743942 37.4936290056271)))"
971,다사637415,"MULTIPOLYGON (((127.0894745200638 37.47200854442934, 127.0894695902739 37.47290989211508, 127.0906005015825 37.47291381588316, 127.0906054177931 37.47201246807037, 127.0894745200638 37.47200854442934)))"
972,다사602420,"MULTIPOLYGON (((127.0498662144542 37.47637111222755, 127.0498608081865 37.47727245455363, 127.0509917793548 37.47727675783327, 127.0509971720403 37.47637541536788, 127.0498662144542 37.47637111222755)))"
973,다사603470,"MULTIPOLYGON (((127.0507272433078 37.52144236894414, 127.0507218385989 37.52234370448275, 127.0518534898843 37.52234800389014, 127.0518588809809 37.5214466682124, 127.0507272433078 37.52144236894414)))"
974,다사597434,"MULTIPOLYGON (((127.0441347694639 37.48896820429045, 127.0441292918714 37.4898695439752, 127.0452604520417 37.48987390335471, 127.0452659160437 37.48897256352884, 127.0441347694639 37.48896820429045)))"
975,다사646402,"MULTIPOLYGON (((127.0997150864477 37.46032592036285, 127.0997102816558 37.46122727097801, 127.1008410184266 37.46123109572492, 127.1008458096468 37.46032974498592, 127.0997150864477 37.46032592036285)))"
976,다사632438,"MULTIPOLYGON (((127.0837050315857 37.49271971090085, 127.0837000287763 37.49362105476243, 127.0848312514741 37.49362503561048, 127.0848362406902 37.49272369162004, 127.0837050315857 37.49271971090085)))"
977,다사641418,"MULTIPOLYGON (((127.0939834852243 37.47472821821538, 127.0939786091006 37.47562956599205, 127.0951095620236 37.47563344684338, 127.095114424566 37.47473209894108, 127.0939834852243 37.47472821821538)))"
978,다사601463,"MULTIPOLYGON (((127.0485019854458 37.51512438718628, 127.0484965552056 37.51602572341555, 127.0496281107351 37.51603004352908, 127.0496335273672 37.51512870715999, 127.0485019854458 37.51512438718628)))"
979,다사649405,"MULTIPOLYGON (((127.1030929638176 37.46304141431825, 127.1030881991042 37.46394276488886, 127.1042189772321 37.46394655754743, 127.104223728372 37.46304520685402, 127.1030929638176 37.46304141431825)))"
980,다사593459,"MULTIPOLYGON (((127.0394718127844 37.51148409539205, 127.0394662746666 37.51238543104454, 127.0405977738156 37.51238983730726, 127.0406032983278 37.51148850151217, 127.0394718127844 37.51148409539205)))"
981,다사590466,"MULTIPOLYGON (((127.0360382998755 37.51778015565014, 127.0360327192011 37.51868148990252, 127.0371643128641 37.51868592968648, 127.0371698799287 37.51778459529043, 127.0360382998755 37.51778015565014)))"
982,다사604459,"MULTIPOLYGON (((127.051918167196 37.51153196661232, 127.0519127787403 37.51243330381418, 127.0530442805629 37.51243759085268, 127.0530496554128 37.51153625351208, 127.051918167196 37.51153196661232)))"
983,다사642410,"MULTIPOLYGON (((127.0951533171091 37.46752131074103, 127.095148456299 37.46842265975035, 127.096279300805 37.46842652877493, 127.0962841480386 37.46752517964033, 127.0951533171091 37.46752131074103)))"
984,다사594464,"MULTIPOLYGON (((127.0405756733056 37.51599517910182, 127.0405701475628 37.51689651420399, 127.041701714995 37.51690091033951, 127.0417072271292 37.51599957509506, 127.0405756733056 37.51599517910182)))"
985,다사646434,"MULTIPOLYGON (((127.0995612269154 37.48916907141948, 127.0995564152707 37.49007041760679, 127.1006875866544 37.49007424631836, 127.1006923847082 37.48917290000711, 127.0995612269154 37.48916907141948)))"
986,다사610440,"MULTIPOLYGON (((127.0588078847782 37.49443207656513, 127.0588025824463 37.49533341722605, 127.0599338272899 37.49533763663715, 127.0599391160275 37.49443629583963, 127.0588078847782 37.49443207656513)))"
987,다사649416,"MULTIPOLYGON (((127.1030405402969 37.47295626298575, 127.1030357732486 37.4738576120345, 127.1041667007251 37.47386140604411, 127.1041714541933 37.47296005687254, 127.1030405402969 37.47295626298575)))"
988,다사611440,"MULTIPOLYGON (((127.0599391160275 37.49443629583963, 127.0599338272899 37.49533763663715, 127.061065072369 37.49534184521625, 127.0610703475123 37.49444050428251, 127.0599391160275 37.49443629583963)))"
989,다사579478,"MULTIPOLYGON (((127.0235221544015 37.52854658676268, 127.0235164209561 37.52944791774762, 127.0246481752148 37.52945247855245, 127.0246538950432 37.52855114741993, 127.0235221544015 37.52854658676268)))"
990,다사597473,"MULTIPOLYGON (((127.0439209624642 37.52412034932424, 127.043915475348 37.52502168360493, 127.0450471660204 37.52502604849067, 127.0450526395224 37.52412471406873, 127.0439209624642 37.52412034932424)))"
991,다사598433,"MULTIPOLYGON (((127.0452713798023 37.48807122356444, 127.0452659160437 37.48897256352884, 127.0463970628668 37.48897691193778, 127.0464025130355 37.48807557183262, 127.0452713798023 37.48807122356444)))"
992,다사601464,"MULTIPOLYGON (((127.0484965552056 37.51602572341555, 127.0484911247235 37.51692705950627, 127.0496226938618 37.5169313797596, 127.0496281107351 37.51603004352908, 127.0484965552056 37.51602572341555)))"
993,다사643409,"MULTIPOLYGON (((127.0962889950564 37.46662383036738, 127.0962841480386 37.46752517964033, 127.0974149791841 37.4675290377183, 127.0974198126259 37.46662768832041, 127.0962889950564 37.46662383036738)))"
994,다사590437,"MULTIPOLYGON (((127.0362000313488 37.49164140204363, 127.0361944578785 37.49254274031503, 127.0373256571031 37.49254717593361, 127.0373312169812 37.49164583751863, 127.0362000313488 37.49164140204363)))"
995,다사638437,"MULTIPOLYGON (((127.0904972105641 37.49184208798166, 127.090492289534 37.49274343274958, 127.0916234999627 37.49274734848215, 127.0916284074001 37.49184600358748, 127.0904972105641 37.49184208798166)))"
996,다사651413,"MULTIPOLYGON (((127.1053165866986 37.47025979122353, 127.1053118474439 37.47116114093264, 127.1064427346045 37.47116491292819, 127.1064474602808 37.47026356309695, 127.1053165866986 37.47025979122353)))"
997,다사605455,"MULTIPOLYGON (((127.0530711524185 37.5079309027642, 127.0530657785261 37.50883224065898, 127.0541972261689 37.5088365163053, 127.0542025864579 37.50793517827214, 127.0530711524185 37.5079309027642)))"
998,다사646424,"MULTIPOLYGON (((127.0996093315777 37.48015560193519, 127.0996045220756 37.48105694950633, 127.1007355575763 37.48106077697863, 127.1007403534934 37.48015942928357, 127.0996093315777 37.48015560193519)))"
999,다사646433,"MULTIPOLYGON (((127.0995660383459 37.48826772509378, 127.0995612269154 37.48916907141948, 127.1006923847082 37.48917290000711, 127.1006971825482 37.48827155355746, 127.0995660383459 37.48826772509378)))"
1000,다사598476,"MULTIPOLYGON (((127.0450362182848 37.5268287169188, 127.0450307440513 37.52773005092496, 127.0461624758136 37.52773440538996, 127.0461679364312 37.52683307124288, 127.0450362182848 37.5268287169188)))"
1001,다사605428,"MULTIPOLYGON (((127.0532161570697 37.48359472724069, 127.0532107896362 37.48449606887564, 127.054341870202 37.48450034078677, 127.0543472240486 37.48359899901352, 127.0532161570697 37.48359472724069)))"
1002,다사592459,"MULTIPOLYGON (((127.0383403274877 37.51147967843375, 127.0383347757643 37.51238101394328, 127.0394662746666 37.51238543104454, 127.0394718127844 37.51148409539205, 127.0383403274877 37.51147967843375)))"
1003,다사603443,"MULTIPOLYGON (((127.0508730794841 37.49710625702787, 127.0508676812713 37.49800759630732, 127.0519989652351 37.49801189195924, 127.0520043498519 37.49711055254075, 127.0508730794841 37.49710625702787)))"
1004,다사595479,"MULTIPOLYGON (((127.0416245193303 37.52951958920976, 127.0416190035118 37.53042092237532, 127.0427507753922 37.53042530979976, 127.0427562775928 37.52952397649224, 127.0416245193303 37.52951958920976)))"
1005,다사601428,"MULTIPOLYGON (((127.0486918915509 37.48357753187554, 127.0486864697696 37.48447887295381, 127.0498175493756 37.48448318817585, 127.0498229575699 37.48358184695788, 127.0486918915509 37.48357753187554)))"
1006,다사602445,"MULTIPOLYGON (((127.049730985498 37.49890462882392, 127.0497255732071 37.49980596768689, 127.0508568841243 37.4998102744506, 127.050862282818 37.49890893544823, 127.049730985498 37.49890462882392)))"
1007,다사611464,"MULTIPOLYGON (((127.059812121286 37.5160684367503, 127.0598068268917 37.51696977422338, 127.0609383984156 37.51697398607298, 127.0609436792011 37.51607264846359, 127.059812121286 37.5160684367503)))"
1008,다사586457,"MULTIPOLYGON (((127.0315626868823 37.50965027937815, 127.0315570540274 37.51055161429981, 127.0326885242264 37.5105560961419, 127.032694143477 37.5096547610752, 127.0315626868823 37.50965027937815)))"
1009,다사591468,"MULTIPOLYGON (((127.0371587455515 37.51958726394394, 127.037153177991 37.52048859806279, 127.0382847991234 37.52049302729247, 127.038290353073 37.51959169303028, 127.0371587455515 37.51958726394394)))"
1010,다사607457,"MULTIPOLYGON (((127.0553233271265 37.50974211914708, 127.0553179799644 37.5106434570412, 127.0564494552926 37.51064771128848, 127.0564547888501 37.50974637325667, 127.0553233271265 37.50974211914708)))"
1011,다사594433,"MULTIPOLYGON (((127.040746849309 37.4880537222009, 127.0407413311908 37.48895506159874, 127.0418724770369 37.48895945332539, 127.0418779815652 37.48805811378539, 127.040746849309 37.4880537222009)))"
1012,다사638424,"MULTIPOLYGON (((127.0905611640145 37.4801245934033, 127.0905562458329 37.48102593997054, 127.0916872796029 37.48102985405555, 127.0916921841996 37.4801285073616, 127.0905611640145 37.4801245934033)))"
1013,다사603468,"MULTIPOLYGON (((127.0507380520034 37.5196396974512, 127.0507326477759 37.52054103326696, 127.0518642718372 37.52054533239608, 127.0518696624535 37.5196439964412, 127.0507380520034 37.5196396974512)))"
1014,다사595461,"MULTIPOLYGON (((127.0417237620585 37.51329556853022, 127.0417182506609 37.51419690419042, 127.0428497775146 37.5142012890599, 127.0428552753054 37.5132999532578, 127.0417237620585 37.51329556853022)))"
1015,다사626425,"MULTIPOLYGON (((127.0769838578528 37.48097812648067, 127.0769787764269 37.48187947136153, 127.0781098211136 37.48188351549575, 127.0781148889541 37.48098217048396, 127.0769838578528 37.48097812648067)))"
1016,다사648410,"MULTIPOLYGON (((127.1019383059126 37.46754436181667, 127.1019335265615 37.46844571157236, 127.1030643723539 37.46844951566672, 127.1030691381284 37.46754816578785, 127.1019383059126 37.46754436181667)))"
1017,다사655418,"MULTIPOLYGON (((127.1098166554957 37.4747815633767, 127.1098119695112 37.47568291288053, 127.1109429254113 37.47568664218853, 127.1109475978143 37.47478529256398, 127.1098166554957 37.4747815633767)))"
1018,다사591467,"MULTIPOLYGON (((127.0371643128641 37.51868592968648, 127.0371587455515 37.51958726394394, 127.038290353073 37.51959169303028, 127.0382959067751 37.51869035862948, 127.0371643128641 37.51868592968648)))"
1019,다사607449,"MULTIPOLYGON (((127.0553660958495 37.50253141100686, 127.0553607505925 37.50343275000924, 127.0564921171012 37.5034370031551, 127.0564974487585 37.50253566401503, 127.0553660958495 37.50253141100686)))"
1020,다사599464,"MULTIPOLYGON (((127.0462334448728 37.51601705066858, 127.0462279871733 37.5169183864786, 127.0473595558271 37.5169227284126, 127.0473649999179 37.51602139246206, 127.0462334448728 37.51601705066858)))"
1021,다사603467,"MULTIPOLYGON (((127.0507434559901 37.51873836149689, 127.0507380520034 37.5196396974512, 127.0518696624535 37.5196439964412, 127.0518750528296 37.51874266034777, 127.0507434559901 37.51873836149689)))"
1022,다사608472,"MULTIPOLYGON (((127.056374760537 37.5232664291873, 127.0563694234146 37.52416776514099, 127.0575011031215 37.52417201061078, 127.0575064266301 37.52327067451971, 127.056374760537 37.5232664291873)))"
1023,다사632435,"MULTIPOLYGON (((127.083720038677 37.49001567848546, 127.083715036536 37.49091702276235, 127.0848462184557 37.49092100322382, 127.0848512070052 37.49001965881808, 127.083720038677 37.49001567848546)))"
1024,다사625426,"MULTIPOLYGON (((127.0758477319665 37.48187541640048, 127.0758426367283 37.48277676101163, 127.0769736947746 37.48278081610395, 127.0769787764269 37.48187947136153, 127.0758477319665 37.48187541640048)))"
1025,다사608438,"MULTIPOLYGON (((127.0565560813174 37.49262092433226, 127.0565507522717 37.493522264996, 127.0576819694544 37.49352650579648, 127.057687284907 37.49262516499548, 127.0565560813174 37.49262092433226)))"
1026,다사606467,"MULTIPOLYGON (((127.0541382472285 37.51875122552637, 127.0541328840735 37.51965256189698, 127.0552644952421 37.51965682836275, 127.0552698447865 37.51875549185405, 127.0541382472285 37.51875122552637)))"
1027,다사581449,"MULTIPOLYGON (((127.025951005554 37.50241702981247, 127.0259453067089 37.50331836511255, 127.0270766668303 37.50332289996906, 127.0270823520761 37.50242156452219, 127.025951005554 37.50241702981247)))"
1028,다사630428,"MULTIPOLYGON (((127.0814929016853 37.48369827332699, 127.0814878739292 37.48459961831417, 127.0826189602751 37.48460361952958, 127.0826239744439 37.48370227441288, 127.0814929016853 37.48369827332699)))"
1029,다사639413,"MULTIPOLYGON (((127.0917461203484 37.47021368459423, 127.091741218154 37.47111503281049, 127.0928721027417 37.47111893467907, 127.0928769913579 37.47021758633648, 127.0917461203484 37.47021368459423)))"
1030,다사598445,"MULTIPOLYGON (((127.0452057986347 37.49888729399346, 127.045200331955 37.49978863229532, 127.0463316419043 37.49979298239371, 127.0463370949868 37.49889164395104, 127.0452057986347 37.49888729399346)))"
1031,다사646418,"MULTIPOLYGON (((127.0996381840925 37.47474751360248, 127.0996333758754 37.47564886200386, 127.1007643298753 37.47565268873272, 127.100769124511 37.47475134020744, 127.0996381840925 37.47474751360248)))"
1032,다사603462,"MULTIPOLYGON (((127.0507704723132 37.51423167964694, 127.0507650695299 37.51513301629405, 127.0518966119332 37.51513731458847, 127.051902001109 37.51423597780225, 127.0507704723132 37.51423167964694)))"
1033,다사614451,"MULTIPOLYGON (((127.0632750708269 37.50436363431255, 127.0632698203003 37.5052649739942, 127.0644012156601 37.50526915156446, 127.0644064525857 37.50436781174761, 127.0632750708269 37.50436363431255)))"
1034,다사588456,"MULTIPOLYGON (((127.0338312057186 37.50875789658483, 127.033825600322 37.50965923193483, 127.0349570574167 37.50966369195702, 127.0349626492095 37.50876235646267, 127.0338312057186 37.50875789658483)))"
1035,다사590439,"MULTIPOLYGON (((127.0361888841598 37.49344407844785, 127.036183310193 37.49434541644209, 127.0373145366039 37.49434985234786, 127.0373200969773 37.49344851421002, 127.0361888841598 37.49344407844785)))"
1036,다사610441,"MULTIPOLYGON (((127.0588025824463 37.49533341722605, 127.0587972798783 37.49623475774847, 127.0599285383168 37.49623897729615, 127.0599338272899 37.49533763663715, 127.0588025824463 37.49533341722605)))"
1037,다사586450,"MULTIPOLYGON (((127.0316021098422 37.5033409310457, 127.0315964787433 37.50424226693756, 127.0327278537249 37.50424674776436, 127.0327334712237 37.50334541172747, 127.0316021098422 37.5033409310457)))"
1038,다사590460,"MULTIPOLYGON (((127.0360717787021 37.51237214722526, 127.036066199519 37.51327348230923, 127.0371977115323 37.51327792123117, 127.0372032771092 37.51237658600353, 127.0360717787021 37.51237214722526)))"
1039,다사582448,"MULTIPOLYGON (((127.0270880370686 37.50152022893674, 127.0270823520761 37.50242156452219, 127.0282136988513 37.50242608839734, 127.028219370245 37.50152475266546, 127.0270880370686 37.50152022893674)))"
1040,다사581448,"MULTIPOLYGON (((127.0259567041454 37.50151569437377, 127.025951005554 37.50241702981247, 127.0270823520761 37.50242156452219, 127.0270880370686 37.50152022893674, 127.0259567041454 37.50151569437377)))"
1041,다사614426,"MULTIPOLYGON (((127.0634062580129 37.48183009725995, 127.0634010133297 37.4827314404039, 127.0645320688464 37.48273561459477, 127.0645372999438 37.4818342713157, 127.0634062580129 37.48183009725995)))"
1042,다사628437,"MULTIPOLYGON (((127.0791852543592 37.49180233623228, 127.079180197402 37.49270367971337, 127.0803114056116 37.49270770375684, 127.0803164489762 37.49180636014548, 127.0791852543592 37.49180233623228)))"
1043,다사650433,"MULTIPOLYGON (((127.1040906164348 37.48828297397198, 127.1040858593661 37.48918432079132, 127.1052170180101 37.48918810605982, 127.1052217614883 37.48828675911793, 127.1040906164348 37.48828297397198)))"
1044,다사613433,"MULTIPOLYGON (((127.0622384035135 37.48813531052856, 127.0622331436048 37.48903665256763, 127.0633642940058 37.48904083853409, 127.0633695403244 37.48813949635952, 127.0622384035135 37.48813531052856)))"
1045,다사603451,"MULTIPOLYGON (((127.0508298870485 37.50431696738443, 127.0508244869118 37.50521830555557, 127.0519558796656 37.50522260231999, 127.0519612662014 37.50432126400978, 127.0508298870485 37.50431696738443)))"
1046,다사647401,"MULTIPOLYGON (((127.1008506006536 37.45942839410856, 127.1008458096468 37.46032974498592, 127.1019765330593 37.46033355879042, 127.1019813104951 37.45943220778957, 127.1008506006536 37.45942839410856)))"
1047,다사580458,"MULTIPOLYGON (((127.0247682381235 37.51052449565429, 127.0247625233885 37.51142582955961, 127.0258940056778 37.51143037657538, 127.025899706808 37.5105290425229, 127.0247682381235 37.51052449565429)))"
1048,다사591477,"MULTIPOLYGON (((127.0371086285771 37.52769926602377, 127.0371030587841 37.52860059889515, 127.0382348024432 37.52860502941503, 127.0382403586197 37.52770369640028, 127.0371086285771 37.52769926602377)))"
1049,다사606466,"MULTIPOLYGON (((127.0541436101445 37.51784988901718, 127.0541382472285 37.51875122552637, 127.0552698447865 37.51875549185405, 127.0552751940926 37.51785415520678, 127.0541436101445 37.51784988901718)))"
1050,다사584473,"MULTIPOLYGON (((127.0292091831692 37.52406262092522, 127.0292035190703 37.52496395333775, 127.0303352065179 37.52496845918794, 127.0303408570028 37.5240671266296, 127.0292091831692 37.52406262092522)))"
