,gid,TL_cnt
503,다사601474,2
504,다사601475,1
505,다사601477,1
506,다사602422,1
507,다사602433,1
508,다사602448,3
509,다사602449,7
510,다사602450,1
511,다사602451,2
512,다사602460,3
513,다사602462,2
514,다사602467,1
515,다사602469,1
516,다사602473,1
517,다사602475,1
518,다사603431,2
519,다사603432,4
520,다사603433,1
521,다사603444,1
522,다사603446,4
523,다사603448,1
524,다사603449,3
525,다사603450,2
526,다사603451,1
527,다사603471,1
528,다사603474,1
529,다사604433,1
530,다사604443,2
531,다사604444,1
532,다사604447,5
533,다사604448,1
534,다사604450,13
535,다사604451,1
536,다사604457,1
537,다사604460,1
538,다사604465,1
539,다사604473,3
540,다사604474,1
541,다사605405,2
542,다사605443,1
543,다사605444,1
544,다사605450,2
545,다사605451,2
546,다사605452,1
547,다사605453,1
548,다사605454,1
549,다사605460,1
550,다사605473,1
551,다사606450,2
552,다사606451,2
553,다사606452,4
554,다사606457,3
555,다사606458,1
556,다사606460,1
557,다사606472,3
558,다사606474,1
559,다사607387,1
560,다사607450,1
561,다사607457,1
562,다사607458,1
563,다사607460,1
564,다사607470,2
565,다사608451,2
566,다사608455,1
567,다사608458,1
568,다사608470,3
569,다사609443,1
570,다사609448,1
571,다사609449,2
572,다사609452,3
573,다사609453,1
574,다사609455,3
575,다사609456,1
576,다사609457,3
577,다사609469,2
578,다사610438,2
579,다사610443,4
580,다사610444,1
581,다사610449,1
582,다사610459,5
583,다사611426,2
584,다사611439,3
585,다사611444,1
586,다사611453,1
587,다사611462,2
588,다사611463,2
589,다사612426,4
590,다사612427,2
591,다사612439,1
592,다사613439,1
593,다사613445,1
594,다사613454,1
595,다사614447,1
596,다사615447,1
597,다사615455,1
598,다사615457,1
599,다사615461,2
600,다사616445,1
601,다사616448,1
602,다사617433,1
603,다사617434,1
604,다사618433,3
605,다사618434,1
606,다사618444,1
607,다사624437,1
608,다사625426,1
609,다사626439,1
610,다사626442,1
611,다사628439,1
612,다사629429,1
613,다사629435,1
614,다사630430,1
615,다사630434,6
616,다사631430,1
617,다사631434,4
618,다사631439,1
619,다사632430,1
620,다사632434,2
621,다사632435,1
622,다사633435,1
623,다사634435,2
624,다사634439,1
625,다사638438,1
626,다사642414,1
627,다사642415,2
628,다사643430,1
629,다사646408,1
630,다사646409,1
631,다사647408,3
632,다사648415,1
633,다사648432,1
634,다사649416,1
635,다사649431,8
636,다사656419,1
637,다사661406,1
