,gid,TL_cnt
1121,다사587432,2
1122,다사587433,5
1123,다사587434,27
1124,다사587435,15
1125,다사587436,11
1126,다사587437,7
1127,다사587438,1
1128,다사587439,16
1129,다사587440,7
1130,다사587441,17
1131,다사587442,2
1132,다사587443,13
1133,다사587444,29
1134,다사587445,4
1135,다사587446,6
1136,다사587447,14
1137,다사587448,13
1138,다사587449,1
1139,다사587450,6
1140,다사587451,1
1141,다사587452,7
1142,다사587453,6
1143,다사587454,11
1144,다사587455,12
1145,다사587456,3
1146,다사587457,27
1147,다사587458,11
1148,다사587459,1
1149,다사587460,3
1150,다사587461,3
1151,다사587462,19
1152,다사587463,14
1153,다사587464,7
1154,다사587465,3
1155,다사587466,4
1156,다사587468,12
1157,다사587469,7
1158,다사587470,3
1159,다사587471,1
1160,다사587472,5
1161,다사587473,1
1162,다사587474,8
1163,다사587475,1
1164,다사587476,4
1165,다사587477,5
1166,다사587478,3
1167,다사588403,1
1168,다사588404,2
1169,다사588405,10
1170,다사588406,6
1171,다사588407,5
1172,다사588408,1
1173,다사588409,3
1174,다사588417,1
1175,다사588427,6
1176,다사588428,28
1177,다사588429,13
1178,다사588430,12
1179,다사588431,1
1180,다사588432,3
1181,다사588433,1
1182,다사588434,5
1183,다사588435,5
1184,다사588436,16
1185,다사588437,4
1186,다사588438,5
1187,다사588439,9
1188,다사588440,34
1189,다사588441,3
1190,다사588442,6
1191,다사588443,2
1192,다사588444,14
1193,다사588445,17
1194,다사588446,3
1195,다사588447,26
1196,다사588448,10
1197,다사588449,7
1198,다사588450,7
1199,다사588451,5
1200,다사588452,5
1201,다사588453,6
1202,다사588454,3
1203,다사588455,21
1204,다사588456,7
1205,다사588457,5
1206,다사588458,1
1207,다사588459,5
1208,다사588460,16
1209,다사588461,7
1210,다사588462,3
1211,다사588464,8
1212,다사588467,2
1213,다사588468,4
1214,다사588469,4
1215,다사588470,3
1216,다사588471,13
1217,다사588472,1
1218,다사588474,6
1219,다사588475,15
1220,다사588476,15
1221,다사588477,7
1222,다사588478,2
1223,다사589403,17
