,gid,TL_cnt
645,다사585431,3
646,다사585432,1
647,다사585434,1
648,다사585435,2
649,다사585437,1
650,다사585438,2
651,다사585440,5
652,다사585441,3
653,다사585442,3
654,다사585445,2
655,다사585447,2
656,다사585449,1
657,다사585454,1
658,다사585472,5
659,다사585473,1
660,다사585474,5
661,다사585475,4
662,다사585476,15
663,다사585477,3
664,다사585482,1
665,다사586418,4
666,다사586428,1
667,다사586431,2
668,다사586436,1
669,다사586437,1
670,다사586439,1
671,다사586440,3
672,다사586441,1
673,다사586444,2
674,다사586446,1
675,다사586447,1
676,다사586456,1
677,다사586460,1
678,다사586463,1
679,다사586470,3
680,다사586471,3
681,다사586472,2
682,다사586473,1
683,다사586474,1
684,다사586477,4
685,다사587418,1
686,다사587431,2
687,다사587433,1
688,다사587434,2
689,다사587435,1
690,다사587437,2
691,다사587440,1
692,다사587441,2
693,다사587442,2
694,다사587446,1
695,다사587447,7
696,다사587448,1
697,다사587455,2
698,다사587461,1
699,다사587476,1
700,다사587478,2
701,다사588407,1
702,다사588408,1
703,다사588429,1
704,다사588430,1
705,다사588434,1
706,다사588435,2
707,다사588438,1
708,다사588439,1
709,다사588440,7
710,다사588443,1
711,다사588445,4
712,다사588446,2
713,다사588447,1
714,다사588449,2
715,다사588450,2
716,다사588453,1
717,다사588456,1
718,다사588471,1
719,다사588475,4
720,다사588476,2
721,다사588477,1
722,다사589407,1
723,다사589408,3
724,다사589417,1
725,다사589429,3
726,다사589431,2
727,다사589435,1
728,다사589439,1
729,다사589443,1
730,다사589444,2
731,다사589447,3
732,다사589448,2
733,다사589449,1
734,다사589450,1
735,다사589451,2
736,다사589452,1
737,다사589454,1
738,다사589455,1
739,다사589457,1
740,다사589469,1
741,다사589475,3
742,다사589476,5
743,다사589477,1
744,다사589478,2
745,다사590404,1
746,다사590418,1
747,다사590427,2
748,다사590429,1
749,다사590430,1
750,다사590432,2
751,다사590436,1
752,다사590438,1
753,다사590440,1
754,다사590443,2
755,다사590444,3
756,다사590449,1
757,다사590450,2
758,다사590457,1
759,다사590462,1
760,다사590464,1
761,다사590465,1
762,다사590469,1
763,다사590474,2
764,다사590475,1
765,다사590476,3
766,다사590477,2
767,다사591419,1
768,다사591425,1
769,다사591428,1
770,다사591430,6
771,다사591431,6
772,다사591433,1
773,다사591436,5
774,다사591441,1
775,다사591442,3
776,다사591443,2
777,다사591444,1
778,다사591446,1
779,다사591448,1
780,다사591452,3
781,다사591454,1
782,다사591458,1
783,다사591465,1
784,다사591466,1
785,다사591471,2
786,다사591476,2
787,다사592414,1
788,다사592415,1
789,다사592416,1
790,다사592419,1
791,다사592422,1
792,다사592423,1
793,다사592424,1
794,다사592426,4
795,다사592427,1
796,다사592428,2
797,다사592429,2
798,다사592430,1
799,다사592431,5
800,다사592433,1
801,다사592435,1
802,다사592436,5
803,다사592438,2
804,다사592441,1
805,다사592443,1
806,다사592444,1
807,다사592447,1
808,다사592449,1
809,다사592458,4
810,다사592460,1
811,다사592464,1
812,다사592465,4
813,다사592473,2
814,다사592474,1
815,다사592475,2
816,다사592476,6
817,다사592477,1
818,다사593412,1
819,다사593428,1
820,다사593429,3
821,다사593432,6
822,다사593436,1
823,다사593437,11
824,다사593441,1
825,다사593442,1
826,다사593445,1
827,다사593446,1
828,다사593447,3
829,다사593448,1
830,다사593449,1
831,다사593450,2
832,다사593451,1
833,다사593452,2
834,다사593457,1
835,다사593464,1
836,다사593465,1
837,다사593466,3
838,다사593467,1
839,다사593470,1
840,다사593471,1
841,다사593475,1
842,다사593476,1
843,다사594412,2
844,다사594416,2
845,다사594422,1
846,다사594436,4
847,다사594438,1
848,다사594439,1
849,다사594441,2
850,다사594442,1
851,다사594452,1
852,다사594453,1
853,다사594455,1
854,다사594462,2
855,다사594463,2
856,다사594464,2
857,다사594465,2
858,다사594475,1
859,다사595415,1
860,다사595416,2
861,다사595418,1
862,다사595419,1
863,다사595428,1
864,다사595435,1
865,다사595451,1
866,다사595454,2
867,다사595456,2
868,다사595457,1
869,다사595460,1
870,다사595461,2
871,다사595462,4
872,다사595465,2
873,다사595475,1
874,다사596412,1
875,다사596413,2
876,다사596416,3
877,다사596418,1
878,다사596419,1
879,다사596424,2
880,다사596425,1
881,다사596438,2
882,다사596439,2
883,다사596443,3
884,다사596448,1
885,다사596450,1
886,다사596451,2
887,다사596459,1
888,다사596460,1
889,다사596461,3
890,다사596462,3
891,다사596463,6
892,다사596466,1
893,다사596468,1
894,다사596470,1
895,다사596471,2
896,다사597411,1
897,다사597412,4
898,다사597414,2
899,다사597416,2
900,다사597417,1
901,다사597420,4
902,다사597426,2
903,다사597429,1
904,다사597430,2
905,다사597439,3
906,다사597440,1
907,다사597441,1
908,다사597443,1
909,다사597445,1
910,다사597449,1
911,다사597450,3
912,다사597451,1
913,다사597455,1
914,다사597456,1
915,다사597458,2
916,다사597461,1
917,다사597466,2
918,다사597467,1
919,다사597468,2
920,다사597469,6
921,다사597473,2
922,다사597475,1
923,다사598412,2
924,다사598414,5
925,다사598415,6
926,다사598416,2
927,다사598417,2
928,다사598419,2
929,다사598422,1
930,다사598424,1
931,다사598427,1
932,다사598428,1
933,다사598429,3
934,다사598441,1
935,다사598451,1
936,다사598452,1
937,다사598454,1
938,다사598458,2
939,다사598460,2
940,다사598461,1
941,다사598462,1
942,다사598466,1
943,다사598467,4
944,다사598471,1
945,다사599414,1
946,다사599415,4
947,다사599419,2
948,다사599422,1
949,다사599441,2
950,다사599444,1
951,다사599445,4
952,다사599451,2
953,다사599452,3
954,다사599453,1
955,다사599459,2
956,다사599464,2
957,다사599467,4
958,다사599469,1
959,다사599472,1
960,다사600415,1
961,다사600420,1
962,다사600422,1
963,다사600423,1
964,다사600442,2
965,다사600443,1
966,다사600444,7
967,다사600445,2
968,다사600449,1
969,다사600451,2
970,다사600452,5
971,다사600459,1
972,다사600461,3
973,다사600463,1
974,다사600469,2
975,다사600471,2
976,다사601415,1
977,다사601417,1
978,다사601418,2
979,다사601421,1
980,다사601423,3
981,다사601432,1
982,다사601433,4
983,다사601439,16
984,다사601449,2
985,다사601451,2
986,다사601461,3
987,다사601463,2
988,다사601467,2
989,다사601469,1
990,다사601471,1
991,다사601472,2
992,다사601474,1
993,다사602416,1
994,다사602419,2
995,다사602420,1
996,다사602421,1
997,다사602423,1
998,다사602431,1
999,다사602433,4
1000,다사602441,1
1001,다사602442,1
1002,다사602443,1
1003,다사602444,2
1004,다사602445,1
1005,다사602446,1
1006,다사602447,2
1007,다사602448,10
1008,다사602449,19
1009,다사602450,7
1010,다사602451,2
1011,다사602452,2
1012,다사602453,1
1013,다사602462,3
1014,다사602463,2
1015,다사602466,2
1016,다사602467,1
1017,다사602472,1
1018,다사602473,2
1019,다사602474,2
1020,다사603404,1
1021,다사603428,3
1022,다사603431,33
1023,다사603432,8
1024,다사603433,2
1025,다사603434,2
1026,다사603441,4
1027,다사603442,2
1028,다사603444,3
1029,다사603445,2
1030,다사603446,11
1031,다사603447,2
1032,다사603448,4
1033,다사603449,5
1034,다사603450,2
1035,다사603453,1
1036,다사603457,1
1037,다사603462,1
1038,다사603463,1
1039,다사603465,1
1040,다사603466,1
1041,다사603468,2
1042,다사603472,1
1043,다사603475,1
1044,다사603476,1
1045,다사604414,1
1046,다사604416,1
1047,다사604417,1
1048,다사604418,4
1049,다사604419,1
1050,다사604423,1
1051,다사604424,2
1052,다사604439,1
1053,다사604441,32
1054,다사604443,1
1055,다사604444,6
1056,다사604445,10
1057,다사604446,4
1058,다사604447,7
1059,다사604448,2
1060,다사604449,6
1061,다사604450,4
1062,다사604452,1
1063,다사604454,1
1064,다사604457,1
1065,다사604459,1
1066,다사604460,1
1067,다사604473,1
1068,다사604475,1
1069,다사605396,1
1070,다사605418,1
1071,다사605419,3
1072,다사605439,1
1073,다사605443,2
1074,다사605444,7
1075,다사605445,9
1076,다사605446,2
1077,다사605447,7
1078,다사605448,1
1079,다사605449,1
1080,다사605450,2
1081,다사605453,1
1082,다사605459,1
1083,다사605461,1
1084,다사605465,1
1085,다사605468,1
1086,다사605475,1
1087,다사605476,3
1088,다사606427,4
1089,다사606429,2
1090,다사606434,1
1091,다사606441,1
1092,다사606442,2
1093,다사606443,18
1094,다사606444,2
1095,다사606445,2
1096,다사606446,3
1097,다사606447,2
1098,다사606448,2
1099,다사606449,1
1100,다사606451,2
1101,다사606452,1
1102,다사606454,1
1103,다사606468,2
1104,다사606469,1
1105,다사606470,5
1106,다사606471,3
1107,다사607387,1
1108,다사607389,1
1109,다사607390,1
1110,다사607420,1
1111,다사607429,3
1112,다사607435,2
1113,다사607438,1
1114,다사607442,7
1115,다사607443,5
1116,다사607444,1
1117,다사607446,4
1118,다사607447,4
1119,다사607448,9
1120,다사607449,2
1121,다사607450,1
1122,다사607452,2
1123,다사607455,1
1124,다사607457,1
1125,다사607459,2
1126,다사607460,1
1127,다사607469,2
1128,다사607472,1
1129,다사608391,2
1130,다사608437,12
1131,다사608442,1
1132,다사608443,15
1133,다사608444,7
1134,다사608446,1
1135,다사608447,8
1136,다사608448,13
1137,다사608449,4
1138,다사608451,2
1139,다사608454,1
1140,다사608455,1
1141,다사608459,1
1142,다사608470,11
1143,다사608471,4
1144,다사608472,1
1145,다사609396,1
1146,다사609397,1
1147,다사609425,1
1148,다사609436,1
1149,다사609437,2
1150,다사609438,12
1151,다사609443,18
1152,다사609444,7
1153,다사609445,7
1154,다사609446,2
1155,다사609447,6
1156,다사609448,11
1157,다사609449,2
1158,다사609451,1
1159,다사609452,2
1160,다사609453,1
1161,다사609468,2
1162,다사609471,14
1163,다사610394,2
1164,다사610395,1
1165,다사610398,3
1166,다사610427,3
1167,다사610428,4
1168,다사610438,30
1169,다사610442,8
1170,다사610443,15
1171,다사610444,7
1172,다사610445,5
1173,다사610446,4
1174,다사610447,6
1175,다사610448,16
1176,다사610449,8
1177,다사610450,2
1178,다사610452,2
1179,다사610455,2
1180,다사610465,1
1181,다사610471,5
1182,다사611396,1
1183,다사611427,10
1184,다사611428,5
1185,다사611439,5
1186,다사611441,1
1187,다사611442,2
1188,다사611443,6
1189,다사611444,12
1190,다사611445,9
1191,다사611446,6
1192,다사611447,2
1193,다사611449,1
1194,다사611450,6
1195,다사611451,1
1196,다사611452,2
1197,다사611453,1
1198,다사611456,1
1199,다사611462,3
1200,다사612426,7
1201,다사612427,3
1202,다사612438,11
1203,다사612439,17
1204,다사612440,1
1205,다사612442,2
1206,다사612443,7
1207,다사612444,6
1208,다사612445,9
1209,다사612449,1
1210,다사612450,4
1211,다사612454,2
1212,다사612457,1
1213,다사612462,1
1214,다사612464,1
1215,다사612465,1
1216,다사613394,1
1217,다사613427,8
1218,다사613428,1
1219,다사613429,2
1220,다사613433,2
1221,다사613438,10
1222,다사613439,8
1223,다사613441,1
1224,다사613444,1
1225,다사613445,6
1226,다사613446,5
1227,다사613450,1
1228,다사613454,2
1229,다사614395,5
1230,다사614424,2
1231,다사614429,2
1232,다사614439,1
1233,다사614445,14
1234,다사614447,5
1235,다사614461,2
1236,다사614463,1
1237,다사615396,1
1238,다사615446,3
1239,다사615447,7
1240,다사615448,2
1241,다사615449,3
1242,다사615452,1
1243,다사615455,1
1244,다사615462,2
1245,다사616445,20
